"GISJOIN","pct99_00","pct199_00","pct200_00","NHGISCODE","GJOIN1990","GJOIN2012","origGEOID"
"G3400050704008",1.74900829426614,5.12080778939776,94.8791922106022,"G3400050704008","G3400050704008","G3400050704008","34005704008"
"G3400050704009",3.18735423684892,9.22518787250583,90.7748121274942,"G3400050704009","G3400050704009","G3400050704009","34005704009"
"G3400050704011",3.15934065934066,10.2678571428571,89.7321428571429,"G3400050704011","","G3400050704011","34005704011"
"G3400050704012",3.72047880944678,8.33063733419605,91.6693626658039,"G3400050704012","","G3400050704012","34005704012"
"G3400050704013",2.1497919556172,6.31067961165049,93.6893203883495,"G3400050704013","","G3400050704013","34005704013"
"G3400050704014",2.3424543946932,6.0530679933665,93.9469320066335,"G3400050704014","","G3400050704014","34005704014"
"G3400050704100",1.67427701674277,14.6118721461187,85.3881278538813,"G3400050704100","G34000507041","","34005704100"
"G3400070600300",43.7597099948213,63.1279129984464,36.8720870015536,"G3400070600300","G34000706003","","34007600300"
"G3400070600400",37.2528883183569,65.1347881899872,34.8652118100128,"G3400070600400","G34000706004","G3400070600400","34007600400"
"G3400070600500",50.9685230024213,83.1719128329298,16.8280871670702,"G3400070600500","G34000706005","","34007600500"
"G3400070600600",19.9367088607595,31.6455696202532,68.3544303797468,"G3400070600600","G34000706006","","34007600600"
"G3400070601000",32.4634103332746,52.6185857873391,47.3814142126609,"G3400070601000","G34000706010","G3400070601000","34007601000"
"G3400070601200",30.2217808672625,53.4922211188348,46.5077788811652,"G3400070601200","G34000706012","G3400070601200","34007601200"
"G3400070601400",27.3666455829644,51.8026565464896,48.1973434535104,"G3400070601400","G34000706014","G3400070601400","34007601400"
"G3400070601500",34.4838709677419,60.5483870967742,39.4516129032258,"G3400070601500","G34000706015","G3400070601500","34007601500"
"G3400070601600",32.0247022496692,58.2708425231584,41.7291574768416,"G3400070601600","G34000706016","G3400070601600","34007601600"
"G3400070601700",54.6132971506106,82.7679782903664,17.2320217096336,"G3400070601700","G34000706017","G3400070601700","34007601700"
"G3400070601800",33.7993920972644,69.0577507598784,30.9422492401216,"G3400070601800","G34000706018","G3400070601800","34007601800"
"G3400070601900",40.1567681640036,68.7971058185107,31.2028941814893,"G3400070601900","G34000706019","G3400070601900","34007601900"
"G3400070602000",22.5910245554615,51.8374259102456,48.1625740897544,"G3400070602000","G34000706020","G3400070602000","34007602000"
"G3400070602502",11.5420129270545,23.730378578024,76.269621421976,"G3400070602502","G3400070602502","","34007602502"
"G3400070602503",10.1891161713624,24.2377460439985,75.7622539560015,"G3400070602503","G3400070602503","G3400070602503","34007602503"
"G3400070602601",6.24092888243832,18.7953555878084,81.2046444121916,"G3400070602601","G3400070602601","G3400070602601","34007602601"
"G3400070602602",11.2260536398467,26.0153256704981,73.9846743295019,"G3400070602602","G3400070602602","G3400070602602","34007602602"
"G3400070602701",0,0,100,"G3400070602701","G3400070602701","","34007602701"
"G3400070602702",10.8234714003945,25.2218934911243,74.7781065088757,"G3400070602702","G3400070602702","","34007602702"
"G3400070602703",6.05410047230571,15.2855302705024,84.7144697294976,"G3400070602703","G3400070602703","","34007602703"
"G3400070602800",9.15542938254081,25.8694109297374,74.1305890702626,"G3400070602800","G34000706028","","34007602800"
"G3400070602901",2.06041208241648,8.54170834166833,91.4582916583317,"G3400070602901","G3400070602901","G3400070602901","34007602901"
"G3400070602902",11.7572291070861,23.8004448681284,76.1995551318716,"G3400070602902","G3400070602902","G3400070602902","34007602902"
"G3400070603001",4.22496570644719,15.4732510288066,84.5267489711934,"G3400070603001","G3400070603001","G3400070603001","34007603001"
"G3400070603002",8.17073170731707,27.0121951219512,72.9878048780488,"G3400070603002","G3400070603002","G3400070603002","34007603002"
"G3400070603100",6.81399631675875,18.8897658510918,81.1102341489082,"G3400070603100","G34000706031","G3400070603100","34007603100"
"G3400070603200",6.73009161381254,17.6180408738548,82.3819591261452,"G3400070603200","G34000706032","G3400070603200","34007603200"
"G3400070603301",7.00373795002951,18.2372614597679,81.7627385402321,"G3400070603301","G3400070603301","G3400070603301","34007603301"
"G3400070603302",3.47624565469293,11.5212713126966,88.4787286873034,"G3400070603302","G3400070603302","G3400070603302","34007603302"
"G3400070603303",8.81729546417974,19.3726155150488,80.6273844849512,"G3400070603303","G3400070603303","G3400070603303","34007603303"
"G3400070603400",2.43502051983584,11.1627906976744,88.8372093023256,"G3400070603400","G34000706034","G3400070603400","34007603400"
"G3400070603501",2.1156330749354,9.85142118863049,90.1485788113695,"G3400070603501","G3400070603501","G3400070603501","34007603501"
"G3400070603503",4.99787324542748,7.23096554657593,92.7690344534241,"G3400070603503","G3400070603503","G3400070603503","34007603503"
"G3400070603504",3.79605508001489,6.02902865649423,93.9709713435058,"G3400070603504","G3400070603504","G3400070603504","34007603504"
"G3400070603505",3.3810888252149,11.4040114613181,88.595988538682,"G3400070603505","G3400070603505","G3400070603505","34007603505"
"G3400070603506",2.14546561168594,6.10164333536214,93.8983566646379,"G3400070603506","","G3400070603506","34007603506"
"G3400070603507",4.04340716515534,11.1491006392151,88.8508993607849,"G3400070603507","","G3400070603507","34007603507"
"G3400070603601",4.09859558612783,12.4104327887647,87.5895672112353,"G3400070603601","G3400070603601","G3400070603601","34007603601"
"G3400070603602",0.258684405025868,4.24981522542498,95.750184774575,"G3400070603602","G3400070603602","G3400070603602","34007603602"
"G3400070603603",5.4907047124946,9.46822308690013,90.5317769130999,"G3400070603603","G3400070603603","G3400070603603","34007603603"
"G3400070603700",3.38633686690224,14.1931684334511,85.8068315665489,"G3400070603700","G34000706037","G3400070603700","34007603700"
"G3400070603800",2.92589027911453,9.48989412897016,90.5101058710298,"G3400070603800","G34000706038","G3400070603800","34007603800"
"G3400070603901",4.77654776547765,13.7146371463715,86.2853628536285,"G3400070603901","G3400070603901","G3400070603901","34007603901"
"G3400070603902",5.12820512820513,14.0512820512821,85.9487179487179,"G3400070603902","G3400070603902","G3400070603902","34007603902"
"G3400070604001",8.10055865921788,16.4804469273743,83.5195530726257,"G3400070604001","","","34007604001"
"G3400070604002",1.49413020277481,23.0522945570971,76.9477054429029,"G3400070604002","","","34007604002"
"G3400070604100",13.9317773788151,35.7630161579892,64.2369838420108,"G3400070604100","G34000706041","G3400070604100","34007604100"
"G3400070604200",5.32067874604544,21.7428817946506,78.2571182053494,"G3400070604200","G34000706042","G3400070604200","34007604200"
"G3400070604300",5.25781051562103,20.1676403352807,79.8323596647193,"G3400070604300","G34000706043","G3400070604300","34007604300"
"G3400070604400",2.91060291060291,13.4838134838135,86.5161865161865,"G3400070604400","G34000706044","G3400070604400","34007604400"
"G3400070604500",10.9017106407654,34.618730066686,65.381269933314,"G3400070604500","G34000706045","","34007604500"
"G3400070604600",8.25565912117177,20.3728362183755,79.6271637816245,"G3400070604600","G34000706046","G3400070604600","34007604600"
"G3400070604700",4.45259298061812,17.3913043478261,82.6086956521739,"G3400070604700","G34000706047","G3400070604700","34007604700"
"G3400070604800",8.8021778584392,27.7676950998185,72.2323049001815,"G3400070604800","G34000706048","","34007604800"
"G3400070604900",8.13875917278185,32.5216811207472,67.4783188792528,"G3400070604900","G34000706049","","34007604900"
"G3400070605000",16.5467625899281,34.9978840457046,65.0021159542954,"G3400070605000","G34000706050","","34007605000"
"G3400070605100",5.75994054254924,20.8101077666295,79.1898922333705,"G3400070605100","G34000706051","G3400070605100","34007605100"
"G3400070605200",8.93709327548807,20.5639913232104,79.4360086767896,"G3400070605200","G34000706052","G3400070605200","34007605200"
"G3400070605300",7.27117194183062,24.7219846022241,75.2780153977759,"G3400070605300","G34000706053","G3400070605300","34007605300"
"G3400070605400",5.17581983405768,18.2536546819439,81.7463453180561,"G3400070605400","G34000706054","G3400070605400","34007605400"
"G3400070605500",4.48979591836735,16.7857142857143,83.2142857142857,"G3400070605500","G34000706055","","34007605500"
"G3400070605601",5.92156862745098,13.8039215686275,86.1960784313725,"G3400070605601","G3400070605601","","34007605601"
"G3400070605602",5.67595459236326,22.0502235982112,77.9497764017888,"G3400070605602","G3400070605602","G3400070605602","34007605602"
"G3400070605700",5.00942633988688,12.4697010503636,87.5302989496364,"G3400070605700","G34000706057","G3400070605700","34007605700"
"G3400070605800",1.73174872665535,11.5110356536503,88.4889643463497,"G3400070605800","G34000706058","G3400070605800","34007605800"
"G3400070605900",1.81887078438803,5.26714664645699,94.732853353543,"G3400070605900","G34000706059","G3400070605900","34007605900"
"G3400070606000",5.7230454777721,15.687276443536,84.312723556464,"G3400070606000","G34000706060","G3400070606000","34007606000"
"G3400070606100",1.95482189400521,6.42919200695048,93.5708079930495,"G3400070606100","G34000706061","G3400070606100","34007606100"
"G3400070606200",2.26520743191652,8.52634258080937,91.4736574191906,"G3400070606200","G34000706062","G3400070606200","34007606200"
"G3400070606300",2.57708237459733,9.94017487344685,90.0598251265532,"G3400070606300","G34000706063","G3400070606300","34007606300"
"G3400070606400",2.04145728643216,3.70603015075377,96.2939698492462,"G3400070606400","G34000706064","G3400070606400","34007606400"
"G3400070606500",10.6524143015112,27.4235164025065,72.5764835974935,"G3400070606500","G34000706065","G3400070606500","34007606500"
"G3400070606600",1.42364106988783,13.6324417601381,86.3675582398619,"G3400070606600","G34000706066","G3400070606600","34007606600"
"G3400070606700",2.13575808839078,11.6938041869317,88.3061958130683,"G3400070606700","G34000706067","G3400070606700","34007606700"
"G3400070606800",2.90339157245632,13.5149023638232,86.4850976361768,"G3400070606800","G34000706068","G3400070606800","34007606800"
"G3400070606901",3.89337074710628,19.6071553840758,80.3928446159242,"G3400070606901","G3400070606901","","34007606901"
"G3400070606902",13.4453781512605,17.6470588235294,82.3529411764706,"G3400070606902","G3400070606902","","34007606902"
"G3400070607000",4.70749542961609,19.4926873857404,80.5073126142596,"G3400070607000","G34000706070","G3400070607000","34007607000"
"G3400070607100",1.45341292499351,13.9890994030625,86.0109005969375,"G3400070607100","G34000706071","G3400070607100","34007607100"
"G3400070607200",8.99505057026038,29.3092317624274,70.6907682375726,"G3400070607200","G34000706072","G3400070607200","34007607200"
"G3400070607300",7.8743741465635,24.8520710059172,75.1479289940828,"G3400070607300","G34000706073","G3400070607300","34007607300"
"G3400070607401",6.16080751827358,17.1597633136095,82.8402366863905,"G3400070607401","G3400070607401","G3400070607401","34007607401"
"G3400070607402",4.62680052378874,16.6739415102575,83.3260584897425,"G3400070607402","G3400070607402","G3400070607402","34007607402"
"G3400070607501",10.03861003861,19.1377091377091,80.8622908622909,"G3400070607501","","","34007607501"
"G3400070607502",2.49489680199592,7.73418008618734,92.2658199138126,"G3400070607502","","G3400070607502","34007607502"
"G3400070607503",6.09701824655096,9.90950897492954,90.0904910250705,"G3400070607503","","G3400070607503","34007607503"
"G3400070607504",0.917431192660551,1.8086500655308,98.1913499344692,"G3400070607504","","G3400070607504","34007607504"
"G3400070607505",4.73985890652557,11.1331569664903,88.8668430335097,"G3400070607505","","G3400070607505","34007607505"
"G3400070607600",4.24905342869163,12.7892301220025,87.2107698779975,"G3400070607600","G34000706076","G3400070607600","34007607600"
"G3400070607701",18.5302073940487,38.4806131650135,61.5193868349865,"G3400070607701","","G3400070607701","34007607701"
"G3400070607702",10.3610675039246,30.6122448979592,69.3877551020408,"G3400070607702","","G3400070607702","34007607702"
"G3400070607801",9.14137033824805,31.0667823070252,68.9332176929748,"G3400070607801","","G3400070607801","34007607801"
"G3400070607802",8.6605504587156,22.605504587156,77.394495412844,"G3400070607802","","G3400070607802","34007607802"
"G3400070607900",3.66039654295882,12.353838332486,87.646161667514,"G3400070607900","G34000706079","G3400070607900","34007607900"
"G3400070608001",5.70064588598708,22.858747542825,77.1412524571749,"G3400070608001","G3400070608001","G3400070608001","34007608001"
"G3400070608002",3.44827586206896,9.48275862068965,90.5172413793103,"G3400070608002","G3400070608002","","34007608002"
"G3400070608100",12.1974830590513,31.0745401742498,68.9254598257503,"G3400070608100","G34000706081","","34007608100"
"G3400070608202",6.98002350176263,11.0928319623972,88.9071680376028,"G3400070608202","G3400070608202","G3400070608202","34007608202"
"G3400070608204",60,80.4347826086957,19.5652173913043,"G3400070608204","G3400070608204","","34007608204"
"G3400070608205",2.48815165876777,6.61137440758294,93.3886255924171,"G3400070608205","","G3400070608205","34007608205"
"G3400070608206",3.83576445164776,16.3425175580767,83.6574824419233,"G3400070608206","","G3400070608206","34007608206"
"G3400070608207",4.48907265209687,19.0982476865525,80.9017523134475,"G3400070608207","","","34007608207"
"G3400070608208",7.6261334573355,20.843989769821,79.156010230179,"G3400070608208","","","34007608208"
"G3400070608209",4.82739264664608,13.9208532135841,86.0791467864159,"G3400070608209","","G3400070608209","34007608209"
"G3400070608301",5.04904491481673,15.9731543624161,84.0268456375839,"G3400070608301","G3400070608301","","34007608301"
"G3400070608302",10.8457069076824,25.220572412309,74.779427587691,"G3400070608302","G3400070608302","G3400070608302","34007608302"
"G3400070608401",3.11402481854367,11.5429641770077,88.4570358229923,"G3400070608401","","G3400070608401","34007608401"
"G3400070608402",4.30636727160874,14.3032912949862,85.6967087050138,"G3400070608402","","G3400070608402","34007608402"
"G3400070608403",4.93565727317153,14.3997393712331,85.6002606287669,"G3400070608403","","G3400070608403","34007608403"
"G3400070608404",8.09066843150232,15.6353408338848,84.3646591661151,"G3400070608404","","G3400070608404","34007608404"
"G3400070608501",0,0,100,"G3400070608501","","","34007608501"
"G3400070608502",4.85837922895358,16.3650668764752,83.6349331235248,"G3400070608502","","","34007608502"
"G3400070608503",10.3240391861341,30.1180607887465,69.8819392112535,"G3400070608503","","G3400070608503","34007608503"
"G3400070608504",6.17283950617284,29.6296296296296,70.3703703703704,"G3400070608504","","G3400070608504","34007608504"
"G3400070608600",11.4320096269555,27.1961492178099,72.8038507821901,"G3400070608600","G34000706086","G3400070608600","34007608600"
"G3400070608700",3.47826086956522,12.7153404429861,87.2846595570139,"G3400070608700","G34000706087","G3400070608700","34007608700"
"G3400070608800",5.89792060491493,13.5349716446125,86.4650283553875,"G3400070608800","G34000706088","G3400070608800","34007608800"
"G3400070608901",6.62803332126041,21.6407098877218,78.3592901122782,"G3400070608901","G3400070608901","G3400070608901","34007608901"
"G3400070608903",5.54008908685969,9.54899777282851,90.4510022271715,"G3400070608903","G3400070608903","G3400070608903","34007608903"
"G3400070608904",1.83553597650514,7.56240822320117,92.4375917767988,"G3400070608904","G3400070608904","G3400070608904","34007608904"
"G3400070609000",15.0598170302604,33.9197748064743,66.0802251935257,"G3400070609000","G34000706090","G3400070609000","34007609000"
"G3400070609102",8.13953488372093,13.3720930232558,86.6279069767442,"G3400070609102","G3400070609102","","34007609102"
"G3400070609103",5.55206369159858,15.5038759689922,84.4961240310078,"G3400070609103","","G3400070609103","34007609103"
"G3400070609104",4.23631783833295,13.4417220059537,86.5582779940463,"G3400070609104","","","34007609104"
"G3400070609201",3.13351498637602,12.102633969119,87.897366030881,"G3400070609201","","G3400070609201","34007609201"
"G3400070609202",10.544300707835,29.2653160849402,70.7346839150598,"G3400070609202","","G3400070609202","34007609202"
"G3400070609203",2.68186389540731,8.58196446530339,91.4180355346966,"G3400070609203","","G3400070609203","34007609203"
"G3400070609204",10.7334109429569,24.3538998835856,75.6461001164144,"G3400070609204","","G3400070609204","34007609204"
"G3400070609205",6.5929949428732,13.635512268215,86.364487731785,"G3400070609205","","G3400070609205","34007609205"
"G3400070610100",0,0,100,"G3400070610100","G34000706101","","34007610100"
"G3400070610200",14.9436090225564,45.1127819548872,54.8872180451128,"G3400070610200","G34000706102","","34007610200"
"G3400150500100",8.6656270884384,23.0563599910893,76.9436400089107,"G3400150500100","G34001505001","G3400150500100","34015500100"
"G3400150500201",6.36846095526914,13.5329795299469,86.4670204700531,"G3400150500201","G3400150500201","G3400150500201","34015500201"
"G3400150500202",5.48227535037098,15.9521846661171,84.0478153338829,"G3400150500202","G3400150500202","G3400150500202","34015500202"
"G3400150500203",3.02469135802469,9.97942386831276,90.0205761316872,"G3400150500203","G3400150500203","G3400150500203","34015500203"
