"GISJOIN","pct99_90","pct199_90","pct200_90","NHGISCODE","GJOIN2000","GJOIN2012","origGEOID"
"G3400050700102",3.34944751381216,9.08149171270718,90.2969613259668,"G3400050700102","G3400050700102","G3400050700102","34005700102"
"G3400050700103",1.80935569285084,6.26654898499559,89.1879964695499,"G3400050700103","G3400050700103","G3400050700103","34005700103"
"G3400050700104",9.34530095036959,23.389651531151,74.7096092925026,"G3400050700104","G3400050700104","G3400050700104","34005700104"
"G34000507002",3.40314136125654,5.38519072550486,93.605086013463,"G3400050700200","G3400050700200","G3400050700200","34005700200"
"G3400050700301",3.98009950248756,19.3034825870647,80.6965174129353,"G3400050700301","","","34005700301"
"G3400050700303",2.90350128095645,4.26985482493595,95.7301451750641,"G3400050700303","G3400050700303","G3400050700303","34005700303"
"G3400050700304",0.820008200082001,3.3620336203362,94.0139401394014,"G3400050700304","G3400050700304","G3400050700304","34005700304"
"G3400050700305",3.90441647109025,8.06486025176019,91.1457222103691,"G3400050700305","G3400050700305","G3400050700305","34005700305"
"G3400050700306",0.963941449482328,3.07033202427704,96.9296679757229,"G3400050700306","G3400050700306","G3400050700306","34005700306"
"G3400050700307",1.48493848112007,3.56385235468816,96.4361476453118,"G3400050700307","G3400050700307","G3400050700307","34005700307"
"G3400050700401",2.76833414278776,7.77076250607091,91.7921321029626,"G3400050700401","G3400050700401","G3400050700401","34005700401"
"G3400050700402",3.04914150384843,10.3019538188277,86.145648312611,"G3400050700402","G3400050700402","G3400050700402","34005700402"
"G3400050700403",2.6844070961718,13.7721755368814,85.5508870214752,"G3400050700403","G3400050700403","G3400050700403","34005700403"
"G3400050700405",2.74663677130045,8.12780269058296,91.5358744394619,"G3400050700405","G3400050700405","G3400050700405","34005700405"
"G3400050700406",2.71076172404446,13.0387638926538,84.087828679859,"G3400050700406","G3400050700406","","34005700406"
"G3400050700501",2.56558641975309,9.49074074074074,90.5092592592593,"G3400050700501","G3400050700501","G3400050700501","34005700501"
"G3400050700502",2.87384315635655,9.4982951777886,90.5017048222114,"G3400050700502","G3400050700502","G3400050700502","34005700502"
"G3400050700503",2.53235790658413,10.4108047270681,88.8576252110298,"G3400050700503","G3400050700503","G3400050700503","34005700503"
"G3400050700504",4.39238653001464,13.103953147877,86.3469985358712,"G3400050700504","G3400050700504","G3400050700504","34005700504"
"G3400050700505",2.51396648044693,3.53817504655493,96.4618249534451,"G3400050700505","G3400050700505","G3400050700505","34005700505"
"G3400050700602",2.03596878181201,6.31150322361724,92.2633186291144,"G3400050700602","G3400050700602","G3400050700602","34005700602"
"G3400050700603",2.51434818256354,9.31948619841487,89.5053293249522,"G3400050700603","G3400050700603","G3400050700603","34005700603"
"G3400050700604",2.33682514101531,30.9427880741338,67.2844480257857,"G3400050700604","","","34005700604"
"G3400050700605",1.24340617935192,5.16201959306707,94.517709118312,"G3400050700605","G3400050700605","G3400050700605","34005700605"
"G3400050700701",4.69143576826197,10.2959697732997,87.9093198992443,"G3400050700701","G3400050700701","G3400050700701","34005700701"
"G3400050700702",5.67724631202503,18.5069289226643,76.5310683951721,"G3400050700702","G3400050700702","G3400050700702","34005700702"
"G3400050700703",4.87038491751767,13.8648860958366,81.9717203456402,"G3400050700703","G3400050700703","G3400050700703","34005700703"
"G34000507008",5.24728588661037,12.1531966224367,86.3389626055489,"G3400050700800","G3400050700800","G3400050700800","34005700800"
"G34000507009",12.2992935131663,21.7726396917148,71.4836223506744,"G3400050700900","G3400050700900","G3400050700900","34005700900"
"G3400050701001",4.12823891084761,15.4808959156785,80.4347826086957,"G3400050701001","G3400050701001","G3400050701001","34005701001"
"G3400050701002",0.849780701754386,1.80921052631579,97.3410087719298,"G3400050701002","G3400050701002","G3400050701002","34005701002"
"G3400050701102",3.23308270676692,8.34586466165414,89.5488721804511,"G3400050701102","G3400050701102","G3400050701102","34005701102"
"G3400050701103",4.90670352453352,17.519004837595,79.8203178991016,"G3400050701103","G3400050701103","G3400050701103","34005701103"
"G3400050701104",6.88062803047795,13.7612560609559,83.4911105980143,"G3400050701104","G3400050701104","G3400050701104","34005701104"
"G3400050701105",3.0448717948718,10.4166666666667,86.1858974358974,"G3400050701105","G3400050701105","G3400050701105","34005701105"
"G3400050701201",5.53967119370979,18.5489635453896,80.807719799857,"G3400050701201","G3400050701201","G3400050701201","34005701201"
"G3400050701203",5.80474934036939,15.0923482849604,80.2110817941953,"G3400050701203","G3400050701203","G3400050701203","34005701203"
"G3400050701204",17.2843905915895,35.6022808267997,62.6514611546686,"G3400050701204","G3400050701204","G3400050701204","34005701204"
"G3400050701205",8.48933391380061,23.7265999129299,75.9686547670875,"G3400050701205","G3400050701205","G3400050701205","34005701205"
"G3400050701301",5.79198671372223,16.1718912186008,82.5825202408138,"G3400050701301","G3400050701301","G3400050701301","34005701301"
"G3400050701302",5.88235294117647,13.6996904024768,83.7848297213622,"G3400050701302","G3400050701302","G3400050701302","34005701302"
"G3400050701303",9.2487597448618,19.2771084337349,79.7306874557052,"G3400050701303","G3400050701303","G3400050701303","34005701303"
"G34000507014",1.00853374709077,8.06826997672614,86.914921127489,"G3400050701400","","","34005701400"
"G3400050701501",6.23827392120075,8.84146341463414,90.7363977485929,"G3400050701501","G3400050701501","","34005701501"
"G3400050701502",4.15774992357077,7.58177927239376,90.3699174564353,"G3400050701502","G3400050701502","G3400050701502","34005701502"
"G34000507016",3.33333333333333,14.3859649122807,80,"G3400050701600","G3400050701600","","34005701600"
"G34000507017",6.41500694766096,15.1690597498842,82.723483094025,"G3400050701700","G3400050701700","G3400050701700","34005701700"
"G34000507018",3.26398852223816,10.7245337159254,89.2754662840746,"G3400050701800","","","34005701800"
"G34000507019",7.73703041144902,19.8121645796064,75.6932021466905,"G3400050701900","G3400050701900","","34005701900"
"G34000507020",16.0477453580902,37.9310344827586,62.0689655172414,"G3400050702000","G3400050702000","","34005702000"
"G3400050702102",6.2904717853839,26.8270120259019,72.3404255319149,"G3400050702102","","","34005702102"
"G3400050702203",6.56226696495153,14.0442455878697,85.5083271190654,"G3400050702203","G3400050702203","G3400050702203","34005702203"
"G3400050702205",4.73165672802696,14.7653616800622,79.1029297381385,"G3400050702205","G3400050702205","","34005702205"
"G3400050702206",8.00995024875622,19.8009950248756,73.3830845771144,"G3400050702206","G3400050702206","G3400050702206","34005702206"
"G3400050702207",10.7134101495465,19.637165972052,77.9602843834273,"G3400050702207","G3400050702207","G3400050702207","34005702207"
"G3400050702208",4.42017680707228,13.5725429017161,84.4903796151846,"G3400050702208","G3400050702208","G3400050702208","34005702208"
"G34000507023",6.6030814380044,24.0645634629494,72.7806309611152,"G3400050702300","G3400050702300","G3400050702300","34005702300"
"G34000507024",3.69175627240143,12.5089605734767,84.8387096774194,"G3400050702400","G3400050702400","G3400050702400","34005702400"
"G34000507025",3.08654428081501,9.50171474682267,88.0371192253379,"G3400050702500","G3400050702500","G3400050702500","34005702500"
"G3400050702601",4.11686586985392,12.2177954847278,85.170429393537,"G3400050702601","G3400050702601","G3400050702601","34005702601"
"G3400050702602",10.5894105894106,26.7732267732268,71.7282717282717,"G3400050702602","G3400050702602","","34005702602"
"G34000507027",1.87297803507577,5.99352971224247,92.5080878596969,"G3400050702700","G3400050702700","G3400050702700","34005702700"
"G3400050702801",2.234417875343,8.74166993335947,89.4551156409251,"G3400050702801","G3400050702801","G3400050702801","34005702801"
"G3400050702802",5.15644555694618,11.9399249061327,85.8322903629537,"G3400050702802","G3400050702802","G3400050702802","34005702802"
"G3400050702803",3.91073795846222,6.34114007954043,91.5156871409633,"G3400050702803","G3400050702803","G3400050702803","34005702803"
"G3400050702804",4.86486486486486,11.8600953895072,86.1049284578696,"G3400050702804","G3400050702804","G3400050702804","34005702804"
"G3400050702805",6.99674569967457,11.8549511854951,83.8679683867968,"G3400050702805","G3400050702805","G3400050702805","34005702805"
"G3400050702806",2.8870197772221,12.7756308251875,86.6787906342351,"G3400050702806","G3400050702806","G3400050702806","34005702806"
"G3400050702807",5.63471502590674,12.1437823834197,86.1722797927461,"G3400050702807","G3400050702807","G3400050702807","34005702807"
"G3400050702808",6.76938620863854,16.0141449861076,82.8239454407679,"G3400050702808","G3400050702808","G3400050702808","34005702808"
"G3400050702809",3.88209920920201,10.6398274622574,89.3601725377426,"G3400050702809","G3400050702809","G3400050702809","34005702809"
"G3400050702810",3.46565847511027,14.1776937618147,85.8223062381852,"G3400050702810","G3400050702810","G3400050702810","34005702810"
"G3400050702811",1.31373162339693,3.75351892399124,95.5583359399437,"G3400050702811","G3400050702811","G3400050702811","34005702811"
"G3400050702903",1.71975767051006,6.69011790762817,91.6943521594684,"G3400050702903","","","34005702903"
"G3400050702904",2.64799340943862,5.36659997646228,93.8566552901024,"G3400050702904","","","34005702904"
"G3400050702905",1.14312931650393,4.81066920695404,95.189330793046,"G3400050702905","G3400050702905","G3400050702905","34005702905"
"G3400050702906",3.2474804031355,11.7581187010078,88.2418812989922,"G3400050702906","G3400050702906","G3400050702906","34005702906"
"G34000507030",3.04347826086956,11.6459627329193,87.7018633540373,"G3400050703000","G3400050703000","G3400050703000","34005703000"
"G3400050703101",3.84416924664603,12.8740970072239,84.7781217750258,"G3400050703101","G3400050703101","","34005703101"
"G3400050703102",0.891199405867063,6.08986260675826,92.1648718900854,"G3400050703102","G3400050703102","G3400050703102","34005703102"
"G3400050703201",5.80543933054393,19.3253138075314,79.0271966527197,"G3400050703201","G3400050703201","G3400050703201","34005703201"
"G3400050703202",0.840689365279529,6.59941151744431,92.0975199663724,"G3400050703202","G3400050703202","G3400050703202","34005703202"
"G3400050703203",4.05913304936106,11.0999749436232,85.9433725883237,"G3400050703203","G3400050703203","G3400050703203","34005703203"
"G34000507033",6.83482506102522,15.5410903173312,80.7973962571196,"G3400050703300","G3400050703300","","34005703300"
"G34000507034",7.10659898477157,14.5939086294416,81.9796954314721,"G3400050703400","G3400050703400","","34005703400"
"G34000507035",3.9440203562341,16.2849872773537,81.0432569974555,"G3400050703500","G3400050703500","","34005703500"
"G34000507036",2.97554347826087,6.8070652173913,92.6086956521739,"G3400050703600","G3400050703600","G3400050703600","34005703600"
"G34000507037",1.00087796312555,5.70676031606673,93.1518876207199,"G3400050703700","G3400050703700","G3400050703700","34005703700"
"G3400050703801",1.90355329949239,5.43872371283539,94.361856417694,"G3400050703801","G3400050703801","G3400050703801","34005703801"
"G3400050703802",5.15114127082048,10.919185687847,89.080814312153,"G3400050703802","G3400050703802","G3400050703802","34005703802"
"G3400050703803",2.88141854451422,5.30107129663835,93.8862209087551,"G3400050703803","G3400050703803","G3400050703803","34005703803"
"G3400050703804",0.601039636127355,2.12800519818064,97.1734892787524,"G3400050703804","G3400050703804","G3400050703804","34005703804"
"G34000507039",2.64854905573468,3.96130815292492,94.6568401658222,"G3400050703900","G3400050703900","G3400050703900","34005703900"
"G3400050704003",2.24781462467046,4.57888164284723,95.4211183571528,"G3400050704003","","","34005704003"
"G3400050704004",6.68196157155148,14.3963292228276,84.0550616575853,"G3400050704004","G3400050704004","G3400050704004","34005704004"
"G3400050704005",1.20822622107969,6.37532133676093,93.4961439588689,"G3400050704005","G3400050704005","G3400050704005","34005704005"
"G3400050704006",1.15089514066496,2.85592497868713,96.1636828644501,"G3400050704006","G3400050704006","G3400050704006","34005704006"
"G3400050704007",1.80662428905989,8.86584141853463,90.3981264637002,"G3400050704007","G3400050704007","G3400050704007","34005704007"
"G3400050704008",1.51216305062459,3.94477317554241,95.7922419460881,"G3400050704008","G3400050704008","G3400050704008","34005704008"
"G3400050704009",3.51993214588635,7.84563189143342,91.6030534351145,"G3400050704009","G3400050704009","G3400050704009","34005704009"
"G3400050704010",1.35151442017618,4.22348256305056,95.1731627850851,"G3400050704010","","","34005704010"
"G34000507084",0,0,100,"G3400050708400","","","34005708400"
"G34000706003",43.3905899925317,68.4590490415733,29.5245207866567,"G3400070600300","G3400070600300","","34007600300"
"G34000706004",42.9219600725953,57.486388384755,40.1315789473684,"G3400070600400","G3400070600400","G3400070600400","34007600400"
"G34000706005",55.3374233128834,77.6687116564417,16.441717791411,"G3400070600500","G3400070600500","","34007600500"
"G34000706006",42.0765027322404,63.9344262295082,36.0655737704918,"G3400070600600","G3400070600600","","34007600600"
"G34000706010",20.8272058823529,38.7132352941177,54.4485294117647,"G3400070601000","G3400070601000","G3400070601000","34007601000"
"G34000706012",27.1693410188503,48.2941268110298,46.705094251441,"G3400070601200","G3400070601200","G3400070601200","34007601200"
"G34000706014",24.3024302430243,47.020702070207,50.945094509451,"G3400070601400","G3400070601400","G3400070601400","34007601400"
"G34000706015",31.2099060122333,49.4554677010294,48.7244517380277,"G3400070601500","G3400070601500","G3400070601500","34007601500"
"G34000706016",23.3670295489891,52.4883359253499,45.1399688958009,"G3400070601600","G3400070601600","G3400070601600","34007601600"
"G34000706017",44.5395513577332,70.8382526564345,25.8559622195986,"G3400070601700","G3400070601700","G3400070601700","34007601700"
"G34000706018",51.034151034151,79.99037999038,19.4324194324194,"G3400070601800","G3400070601800","G3400070601800","34007601800"
"G34000706019",39.3166506256015,56.665062560154,40.1588065447546,"G3400070601900","G3400070601900","G3400070601900","34007601900"
"G34000706020",11.5819209039548,25.5932203389831,66.3841807909605,"G3400070602000","G3400070602000","G3400070602000","34007602000"
"G3400070602502",2.58928571428571,15.1785714285714,83.9285714285714,"G3400070602502","G3400070602502","","34007602502"
"G3400070602503",5,14.5384615384615,83.0384615384615,"G3400070602503","G3400070602503","G3400070602503","34007602503"
"G3400070602601",5.20951302378256,17.9690449226123,79.5016987542469,"G3400070602601","G3400070602601","G3400070602601","34007602601"
"G3400070602602",10.7057890563045,16.9310071371927,81.6415543219667,"G3400070602602","G3400070602602","G3400070602602","34007602602"
"G3400070602701",11.3636363636364,11.3636363636364,88.6363636363636,"G3400070602701","G3400070602701","","34007602701"
"G3400070602702",7.07173857544039,19.4791932601481,75.8999234107736,"G3400070602702","G3400070602702","","34007602702"
"G3400070602703",3.54609929078014,14.8463356973995,82.2222222222222,"G3400070602703","G3400070602703","","34007602703"
"G34000706028",5.10791366906475,19.4244604316547,79.7482014388489,"G3400070602800","G3400070602800","","34007602800"
"G3400070602901",3.93523262963722,16.3353146136503,82.434925189588,"G3400070602901","G3400070602901","G3400070602901","34007602901"
"G3400070602902",8.38631547078413,22.131395700878,75.386012715713,"G3400070602902","G3400070602902","G3400070602902","34007602902"
"G3400070603001",3.74275171323142,8.40801265155509,91.4865577227201,"G3400070603001","G3400070603001","G3400070603001","34007603001"
"G3400070603002",4.29704715733803,16.6813574261789,80.4759806081974,"G3400070603002","G3400070603002","G3400070603002","34007603002"
"G34000706031",6.41341884558461,19.2895905278737,78.5890478539714,"G3400070603100","G3400070603100","G3400070603100","34007603100"
"G34000706032",3.11733800350263,11.5761821366025,85.8493870402802,"G3400070603200","G3400070603200","G3400070603200","34007603200"
"G3400070603301",6.08572583906187,16.7205822887182,81.9045693489689,"G3400070603301","G3400070603301","G3400070603301","34007603301"
"G3400070603302",2.86377708978328,6.19195046439629,90.2941176470588,"G3400070603302","G3400070603302","G3400070603302","34007603302"
"G3400070603303",5.11319281811085,19.4379391100703,79.6252927400468,"G3400070603303","G3400070603303","G3400070603303","34007603303"
"G34000706034",3.4257748776509,5.77759651984774,92.5638934203371,"G3400070603400","G3400070603400","G3400070603400","34007603400"
"G3400070603501",1.23641014709017,5.67043274355148,93.4768706032829,"G3400070603501","G3400070603501","G3400070603501","34007603501"
"G3400070603502",1.85835061413304,4.43451906205136,94.8556388578721,"G3400070603502","","","34007603502"
"G3400070603503",1.32799708932145,2.31035110060033,96.74367837002,"G3400070603503","G3400070603503","G3400070603503","34007603503"
"G3400070603504",2.53256150506512,6.07814761215629,93.9218523878437,"G3400070603504","G3400070603504","G3400070603504","34007603504"
"G3400070603505",1.49384885764499,6.06326889279438,92.3257176332747,"G3400070603505","G3400070603505","G3400070603505","34007603505"
"G3400070603601",1.14161456917641,6.0614297363414,93.5852133731992,"G3400070603601","G3400070603601","G3400070603601","34007603601"
"G3400070603602",2.31362467866324,4.77414616232097,95.225853837679,"G3400070603602","G3400070603602","G3400070603602","34007603602"
"G3400070603603",0.757257046697518,5.25872949095499,94.741270509045,"G3400070603603","G3400070603603","G3400070603603","34007603603"
"G34000706037",1.91873589164785,11.1738148984199,85.9762979683973,"G3400070603700","G3400070603700","G3400070603700","34007603700"
"G34000706038",2.94740897707571,9.95954536698131,89.5010595261029,"G3400070603800","G3400070603800","G3400070603800","34007603800"
"G3400070603901",4.49372056514914,11.1852433281005,84.4387755102041,"G3400070603901","G3400070603901","G3400070603901","34007603901"
"G3400070603902",4.27170868347339,13.0602240896359,85.2591036414566,"G3400070603902","G3400070603902","G3400070603902","34007603902"
"G34000706040",3.05023923444976,14.5334928229665,85.4665071770335,"G3400070604000","","","34007604000"
"G34000706041",12.6883425852498,32.1173671689136,65.2656621728787,"G3400070604100","G3400070604100","G3400070604100","34007604100"
"G34000706042",4.9284140969163,14.4273127753304,83.2599118942731,"G3400070604200","G3400070604200","G3400070604200","34007604200"
"G34000706043",3.65944734876774,11.5758028379388,84.3415484192183,"G3400070604300","G3400070604300","G3400070604300","34007604300"
"G34000706044",1.53267784846732,7.5187969924812,90.6304222093696,"G3400070604400","G3400070604400","G3400070604400","34007604400"
"G34000706045",13.4586838198911,30.0841167738743,67.1944581890153,"G3400070604500","G3400070604500","","34007604500"
"G34000706046",3.86473429951691,15.1515151515152,84.3653930610452,"G3400070604600","G3400070604600","G3400070604600","34007604600"
"G34000706047",2.14252445272473,11.2249650675361,88.4955752212389,"G3400070604700","G3400070604700","G3400070604700","34007604700"
"G34000706048",8.71839581517001,20.052310374891,77.0706190061029,"G3400070604800","G3400070604800","","34007604800"
"G34000706049",9.1495241019343,22.7509978507829,75.5910346945041,"G3400070604900","G3400070604900","","34007604900"
"G34000706050",10.2778835173201,26.4179672630377,67.0346402740769,"G3400070605000","G3400070605000","","34007605000"
"G34000706051",2.27272727272727,17.7353896103896,80.5194805194805,"G3400070605100","G3400070605100","G3400070605100","34007605100"
"G34000706052",12.4419684308264,26.4004952027236,68.8950789229341,"G3400070605200","G3400070605200","G3400070605200","34007605200"
"G34000706053",4.11132194813409,14.0417457305503,82.6059456040481,"G3400070605300","G3400070605300","G3400070605300","34007605300"
"G34000706054",5.93772628530051,12.7443881245474,86.6401158580739,"G3400070605400","G3400070605400","G3400070605400","34007605400"
"G34000706055",5.58404558404558,12.9344729344729,85.014245014245,"G3400070605500","G3400070605500","","34007605500"
"G3400070605601",6.16258741258741,12.5437062937063,85.7517482517483,"G3400070605601","G3400070605601","","34007605601"
"G3400070605602",2.7222040013119,5.96917021974418,92.2597572974746,"G3400070605602","G3400070605602","G3400070605602","34007605602"
"G34000706057",5.56706369756603,13.5163127912998,84.0756084930088,"G3400070605700","G3400070605700","G3400070605700","34007605700"
"G34000706058",0.196335078534031,8.57329842931937,90.1505235602094,"G3400070605800","G3400070605800","G3400070605800","34007605800"
"G34000706059",4.73833097595474,12.9066478076379,83.9108910891089,"G3400070605900","G3400070605900","G3400070605900","34007605900"
"G34000706060",4.63576158940397,16.8619460010189,80.6418746816098,"G3400070606000","G3400070606000","G3400070606000","34007606000"
"G34000706061",2.55057167985928,4.35356200527704,95.646437994723,"G3400070606100","G3400070606100","G3400070606100","34007606100"
"G34000706062",2.75721215215726,5.48889456216492,93.1069696196068,"G3400070606200","G3400070606200","G3400070606200","34007606200"
"G34000706063",2.24824355971897,11.8032786885246,87.0725995316159,"G3400070606300","G3400070606300","G3400070606300","34007606300"
"G34000706064",3.37114051669817,4.03276622558286,95.2741020793951,"G3400070606400","G3400070606400","G3400070606400","34007606400"
"G34000706065",9.74232262619132,20.8612777973879,77.4797034945288,"G3400070606500","G3400070606500","G3400070606500","34007606500"
"G34000706066",3.1063321385902,9.71724412584627,88.4906411788132,"G3400070606600","G3400070606600","G3400070606600","34007606600"
"G34000706067",3.24831568816169,14.3888354186718,84.9374398460058,"G3400070606700","G3400070606700","G3400070606700","34007606700"
"G34000706068",5.19291434117933,12.812424168891,84.2513952924048,"G3400070606800","G3400070606800","G3400070606800","34007606800"
"G3400070606901",4.03383214053351,10.4424202992843,86.4346128822381,"G3400070606901","G3400070606901","","34007606901"
"G3400070606902",0,0,100,"G3400070606902","G3400070606902","","34007606902"
"G34000706070",3.90024376523533,16.2760172510782,81.5863491468217,"G3400070607000","G3400070607000","G3400070607000","34007607000"
"G34000706071",4.26889106967615,10.99116781158,84.5191364082434,"G3400070607100","G3400070607100","G3400070607100","34007607100"
"G34000706072",9.39984101748808,23.5691573926868,74.8211446740858,"G3400070607200","G3400070607200","G3400070607200","34007607200"
"G34000706073",8.3849648905411,18.4014869888476,79.2647666253614,"G3400070607300","G3400070607300","G3400070607300","34007607300"
"G3400070607401",6.22039785285759,13.6722450268393,83.4859488474897,"G3400070607401","G3400070607401","G3400070607401","34007607401"
"G3400070607402",2.76415514935354,10.0757913508694,89.2108782880071,"G3400070607402","G3400070607402","G3400070607402","34007607402"
"G34000706075",3.60383278215891,8.19129992368354,91.0921733231578,"G3400070607500","","","34007607500"
"G34000706076",4.81012658227848,11.5189873417722,88.1856540084388,"G3400070607600","G3400070607600","G3400070607600","34007607600"
"G34000706077",8.14413663820038,18.4440741512185,78.5669652155801,"G3400070607700","","","34007607700"
"G34000706078",7.47209019564496,17.9175417265392,79.0317232231679,"G3400070607800","","","34007607800"
"G34000706079",9.98278829604131,18.0722891566265,78.9156626506024,"G3400070607900","G3400070607900","G3400070607900","34007607900"
"G3400070608001",5.68888888888889,16.3555555555556,81.4222222222222,"G3400070608001","G3400070608001","G3400070608001","34007608001"
"G3400070608002",0.714813901897954,7.1727877742174,92.1123983238846,"G3400070608002","G3400070608002","","34007608002"
"G34000706081",16.8685927306617,28.7045666356011,69.3383038210624,"G3400070608100","G3400070608100","","34007608100"
"G3400070608201",1.75805261863782,6.56503565281534,92.5006147037128,"G3400070608201","","","34007608201"
"G3400070608202",1.15670013094718,7.55128764731558,91.0519423832388,"G3400070608202","G3400070608202","G3400070608202","34007608202"
"G3400070608204",51.0489510489511,62.9370629370629,32.1678321678322,"G3400070608204","G3400070608204","","34007608204"
"G3400070608298",3.71933526773938,11.7647058823529,86.9031917699815,"G3400070608298","","","34007608298"
"G3400070608301",4.51225873761085,14.0062597809077,84.5200834637454,"G3400070608301","G3400070608301","","34007608301"
"G3400070608302",2.61529247354761,16.789778398882,81.2537432621282,"G3400070608302","G3400070608302","G3400070608302","34007608302"
"G34000706084",3.78799936336145,11.3639980900844,86.6703803915327,"G3400070608400","","","34007608400"
"G34000706085",7.02416148435111,17.3921908451422,81.3640534203283,"G3400070608500","","","34007608500"
"G34000706086",9.49036556816136,26.5081937691338,70.520439402125,"G3400070608600","G3400070608600","G3400070608600","34007608600"
"G34000706087",6.41502746765905,16.3565479354953,80.4359383306752,"G3400070608700","G3400070608700","G3400070608700","34007608700"
"G34000706088",5.61590867243602,15.9086724360155,79.930031301786,"G3400070608800","G3400070608800","G3400070608800","34007608800"
"G3400070608901",3.7609011627907,12.5,85.0109011627907,"G3400070608901","G3400070608901","G3400070608901","34007608901"
"G3400070608903",1.87516742566301,7.42030538440932,89.5794267345299,"G3400070608903","G3400070608903","G3400070608903","34007608903"
"G3400070608904",1.45888594164456,7.89124668435013,89.0583554376658,"G3400070608904","G3400070608904","G3400070608904","34007608904"
"G34000706090",12.7320954907162,28.183023872679,68.5676392572944,"G3400070609000","G3400070609000","G3400070609000","34007609000"
"G3400070609101",7.09235287718917,18.1659958664201,80.5286631132383,"G3400070609101","","","34007609101"
"G3400070609102",8.85167464114833,24.4019138755981,73.2057416267943,"G3400070609102","G3400070609102","","34007609102"
"G34000706092",7.4414976599064,17.1502860114405,79.334373374935,"G3400070609200","","","34007609200"
"G34000706101",0,100,0,"G3400070610100","G3400070610100","","34007610100"
"G34000706102",10.6470106470106,31.2039312039312,66.1752661752662,"G3400070610200","G3400070610200","","34007610200"
"G34000706104",0,0,100,"G3400070610400","","G3400070610400","34007610400"
"G34001505001",7.32189973614776,18.6675461741425,80.3649956024626,"G3400150500100","G3400150500100","G3400150500100","34015500100"
"G3400150500201",4.84581497797357,12.2331413080312,86.0047441545239,"G3400150500201","G3400150500201","G3400150500201","34015500201"
"G3400150500202",7.91868344627299,19.6708615682478,78.4511132623427,"G3400150500202","G3400150500202","G3400150500202","34015500202"
"G3400150500203",4.4067067927773,9.35081685296647,90.3052450558899,"G3400150500203","G3400150500203","G3400150500203","34015500203"
"G3400150500204",2.95240519216085,10.5624840926444,88.2412827691524,"G3400150500204","G3400150500204","G3400150500204","34015500204"
"G3400150500205",5.40648778534241,13.616339607529,80.4164997997597,"G3400150500205","G3400150500205","G3400150500205","34015500205"
"G34001505003",5.10234351824384,22.2782557104717,71.8481162859686,"G3400150500300","G3400150500300","G3400150500300","34015500300"
"G34001505005",4.6534079938212,11.9328055609191,86.0397760185364,"G3400150500500","G3400150500500","G3400150500500","34015500500"
"G34001505006",2.65609514370664,10.1288404360753,89.2368681863231,"G3400150500600","G3400150500600","G3400150500600","34015500600"
"G3400150500701",3.9797561536692,14.4007361398666,83.5978835978836,"G3400150500701","G3400150500701","G3400150500701","34015500701"
"G3400150500702",1.90830812194554,8.05212939259949,91.0635326972306,"G3400150500702","G3400150500702","G3400150500702","34015500702"
"G3400150500703",4.68531468531468,9.23076923076923,88.5314685314685,"G3400150500703","G3400150500703","G3400150500703","34015500703"
"G34001505008",0.943800943800944,4.93350493350493,93.7365937365937,"G3400150500800","G3400150500800","G3400150500800","34015500800"
"G34001505009",4.99261447562777,10.9010339734121,89.0989660265879,"G3400150500900","G3400150500900","G3400150500900","34015500900"
"G3400150501001",5.33088235294118,17.3713235294118,78.8602941176471,"G3400150501001","G3400150501001","G3400150501001","34015501001"
"G3400150501003",8.57645875251509,20.4225352112676,78.3702213279678,"G3400150501003","G3400150501003","G3400150501003","34015501003"
"G3400150501101",4.01524777636595,16.8996188055909,81.3468869123253,"G3400150501101","G3400150501101","G3400150501101","34015501101"
"G3400150501102",3.6697247706422,8.45632229756681,90.9054646988432,"G3400150501102","G3400150501102","G3400150501102","34015501102"
"G3400150501103",4.94350282485876,12.4011299435028,84.6327683615819,"G3400150501103","G3400150501103","G3400150501103","34015501103"
"G3400150501104",3.75731444410225,11.1795503541731,87.7425315676009,"G3400150501104","G3400150501104","G3400150501104","34015501104"
"G3400150501105",5.51020408163265,11.8775510204082,82.1224489795918,"G3400150501105","G3400150501105","G3400150501105","34015501105"
"G3400150501106",9.21099607283113,15.7086754730453,78.9360942520528,"G3400150501106","G3400150501106","G3400150501106","34015501106"
"G3400150501107",5.70098894706225,12.7787473337212,82.6643397324026,"G3400150501107","G3400150501107","G3400150501107","34015501107"
"G3400150501201",0.934153565732513,2.52904989747095,96.8102073365231,"G3400150501201","G3400150501201","G3400150501201","34015501201"
"G3400150501202",1.11482720178372,5.05388331475288,92.7164622816797,"G3400150501202","G3400150501202","G3400150501202","34015501202"
"G3400150501203",1.1214953271028,6.27503337783712,93.1642189586115,"G3400150501203","G3400150501203","G3400150501203","34015501203"
"G3400150501204",1.34883720930233,7.06976744186047,90.1395348837209,"G3400150501204","G3400150501204","G3400150501204","34015501204"
"G3400150501205",6.91578360290017,15.1143335192415,83.6029001673173,"G3400150501205","G3400150501205","G3400150501205","34015501205"
"G3400150501206",2.04815942430114,6.75339053418212,92.1394962634929,"G3400150501206","G3400150501206","G3400150501206","34015501206"
"G3400150501207",1.60014713996689,9.39856538532279,89.8197535405555,"G3400150501207","","","34015501207"
"G3400150501208",2.19435736677116,6.16509926854754,93.1731104144897,"G3400150501208","G3400150501208","G3400150501208","34015501208"
"G3400150501298",6.23826413519716,11.7880242019612,87.2939703734613,"G3400150501298","","","34015501298"
