GEOID,hous_d,li_d,nw_d,tot199_d,totnw_d,univ_d
42017100404,216.4,0.2860958366064415,0.11749960833463889,1821,750,6365
42017100406,277.6,0.19722222222222222,0.1625069328896284,710,586,3600
42017100407,197.7,0.1913214990138067,0.07396449704142012,194,75,1014
42017100408,192.7,0.09911927153306464,0.10795960795960796,664,727,6699
42017100500,219.5,0.34505050505050505,0.04767676767676768,854,118,2475
42017100600,166.5,0.4298803766861797,0.3288368541613642,1689,1292,3929
42017100700,174.4,0.4744594171106236,0.4004936747917309,1514,1298,3191
42017100803,252.3,0.23903462749213011,0.24050367261280167,1139,1146,4765
42017100804,302.7,0.08844621513944223,0.10358255451713395,333,399,3765
42017100805,240.9,0.11496140581376252,0.0321891936278535,700,196,6089
42017100807,351,0.15444415651723245,0.13553201733269138,596,563,3859
42017100808,365.5,0.07942238267148015,0.10899722552516845,396,550,4986
42017100809,438.9,0.044012089157536835,0.14218455743879474,233,755,5294
42017100811,270.2,0.30199068191444306,0.40686171332351084,1426,1933,4722
42017100900,328.9,0.10829521572505872,0.13290513833992096,876,1076,8089
42017101100,260.9,0.32090643274853803,0.34202707164080554,878,1036,2736
42017101401,286.8,0.09733487833140209,0.07740440324449595,420,334,4315
42017101403,307.6,0.12038352272727272,0.05648720211827008,678,320,5632
42017101404,310.5,0.1652754590984975,0.09200666111573688,396,221,2396
42017101405,269,0.13987162263024333,0.10747872816838334,937,720,6699
42017101503,291.9,0.10555703270406806,0.040946556766817334,397,154,3761
42017101504,342.6,0.13036303630363036,0.08565891472868217,316,221,2424
42017101505,352,0.09575402635431918,0.034482758620689655,327,118,3415
42017101506,309.4,0.11868544600938967,0.010516431924882629,632,56,5325
42017101603,248.6,0.252129471890971,0.12947189097103917,888,456,3522
42017101605,273.8,0.42724768344603054,0.46205860255447034,1706,1845,3993
42017101607,282.1,0.23508314313661557,0.11517199017199017,721,375,3067
42017101609,303.9,0.14648212226066898,0.060933547942055646,635,265,4335
42017101610,305.7,0.11041666666666666,0.0848497239828256,530,415,4800
42017101611,302.9,0.06509225092250923,0.12295925871451684,441,836,6775
42017101802,469.3,0.07703303684879288,0.16223488445710668,485,1025,6296
42017101803,365.5,0.1458407924573338,0.16895571868340042,1222,1427,8379
42017101805,378.5,0.07521919704660822,0.025380710659898477,163,55,2167
42017101807,367.3,0.19189814814814815,0.300462962962963,829,1298,4320
42017101808,348.3,0.15858699736941,0.12476582989883851,422,333,2661
42017101900,328.3,0.0550098231827112,0.07741303282704556,224,316,4072
42017102002,387.2,0.09319804584742578,0.06621773288439955,248,177,2661
42017102003,359.2,0.11041718710966775,0.08816936488169365,442,354,4003
42017102004,308.9,0.13070585615675795,0.09841906034290804,587,442,4491
42017102102,352.8,0.19465304896365274,0.014118353860018024,648,47,3329
42017102104,296.9,0.14527027027027026,0.15403638933050698,817,872,5624
42017102300,309.1,0.19972018188177684,0.060526774812489095,1142,347,5718
42017102401,247.7,0.1526797385620915,0.05464052287581699,584,209,3825
42017102402,260.3,0.19166666666666668,0.06923076923076923,897,324,4680
42017102500,201.7,0.2358780430158355,0.12708872675923746,998,540,4231
42017102600,203.2,0.2785234899328859,0.14520547945205478,581,318,2086
42017102700,330.7,0.16725009723842862,0.06438746438746439,860,339,5142
42017102801,291.2,0.13695781342840166,0.04997043169722058,461,169,3366
42017103101,174.9,0.25766609880749575,0.11627906976744186,605,275,2348
42017103102,196.6,0.29433562731604024,0.2006335797254488,556,380,1889
42017103103,172.2,0.32949932341001353,0.11706263498920086,1461,542,4434
42017103300,368.2,0.11298640412564463,0.02156586966713549,241,46,2133
42017103400,371.2,0.12373184802068829,0.046248511314013495,622,233,5027
42017103700,377.3,0.13632339923281203,0.024311657879320447,462,83,3389
42017103800,341.9,0.23755458515283842,0.03668122270742358,272,42,1145
42017103900,389.6,0.1692111959287532,0.04230672374716696,665,168,3930
42017104000,397,0.11656178489702518,0.07989764003411999,815,562,6992
42017104100,311.9,0.23396044380125422,0.1446419990389236,485,301,2073
42017104201,542.3,0.1358965860125953,0.12679738562091503,410,388,3017
42017104203,420.2,0.13650446509932568,0.09676245907602765,749,532,5487
42017104204,335.7,0.17283189478010685,0.11919441019317714,841,580,4866
42017104301,723.6,0.11030534351145038,0.11221374045801527,289,294,2620
42017104303,539,0.08652422255130103,0.08588957055214724,409,406,4727
42017104304,841.8,0.03051643192488263,0.0539906103286385,39,69,1278
42017104400,530.8,0.18874700718276138,0.0742218675179569,473,186,2506
42017104502,409.9,0.07438121969890278,0.09919939954966224,583,793,7838
42017104503,489.3,0.08631232361241768,0.08043273753527752,367,342,4252
42017104505,464.2,0.06618168914123491,0.10947480482611781,373,617,5636
42017104506,633.8,0.08292079207920793,0.12087458745874588,201,293,2424
42017104601,457.5,0.03973808986227139,0.06557007661108608,176,291,4429
42017104603,487.7,0.09634098871156092,0.13996466911265118,495,1030,5138
42017104604,370.2,0.09340369393139841,0.04409448818897638,531,252,5685
42017104701,374.4,0.27386495925494764,0.11974485358074805,941,413,3436
42017104702,490.5,0.13825929283771532,0.09282030940103134,305,234,2206
42017104703,377,0.10535876475930972,0.06675224646983312,232,156,2202
42017104800,266.1,0.16873889875666073,0.1045859452325965,380,317,2252
42017104901,439.6,0.07396055437100213,0.06583155650319829,555,494,7504
42017104902,337.2,0.09760225669957687,0.0764456981664316,692,542,7090
42017105003,415.3,0.07927590511860175,0.07527101656780527,381,368,4806
42017105004,393.9,0.07306851311953352,0.11971574344023324,401,657,5488
42017105006,401.9,0.0561516452074392,0.08637339055793991,314,483,5592
42017105008,466,0.06851085832471561,0.11530506721820062,265,446,3868
42017105009,357.9,0.13222650459531574,0.06929544795592925,446,239,3373
42017105010,314.2,0.09733820459290188,0.08924843423799582,373,342,3832
42017105011,381.9,0.1320754716981132,0.14869050971557307,469,528,3551
42017105012,369.2,0.08586883029073698,0.04394861392832995,254,130,2958
42017105013,417.2,0.0656984785615491,0.0784923928077455,380,454,5784
42017105100,668.2,0.038797284190106696,0.09047005795235029,120,281,3093
42017105202,307.7,0.16489361702127658,0.06875492513790386,837,349,5076
42017105203,449.5,0.07893462469733656,0.14155031295137216,163,294,2065
42017105206,448.7,0.030810038767598448,0.15283930728956907,151,759,4901
42017105207,380.3,0.08908554572271386,0.19392156862745097,453,989,5085
42017105208,596.1,0.046974185357596274,0.20694033008887008,111,489,2363
42017105300,492.3,0.07956777996070727,0.019598236158745713,162,40,2036
42017105400,693.5,0.11590881678928959,0.15559039922807863,961,1290,8291
42017105505,449.6,0.04339250493096647,0.10281065088757396,176,417,4056
42017105506,520,0.027639442231075697,0.1825199203187251,111,733,4016
42017105507,463.2,0.0597926430904701,0.10686592415057099,421,758,7041
42017105508,618,0.11037463976945244,0.19538904899135448,383,678,3470
42017105509,466.8,0.07534246575342465,0.1367053998632946,330,600,4380
42017105510,269.3,0.07520210565895845,0.2520157509844365,400,1344,5319
42017105511,378.8,0.029411764705882353,0.16862101313320826,121,719,4114
42017105600,329.6,0.08431629532546964,0.13237221494102228,193,303,2289
42017105702,174.7,0.25867158671586715,0.21439114391143912,701,581,2710
42017105704,211.3,0.18639273485186839,0.33258895340181627,1252,2234,6717
42017105801,328.4,0.15417457305502846,0.3417481855474913,975,2166,6324
42017105805,43.3,0.27343467245747377,0.20538781413849214,1511,1136,5526
42017105807,239.2,0.28360450563204004,0.2665832290362954,1133,1065,3995
42017105808,229.9,0.10668647845468053,0.08291233283803863,359,279,3365
42017105809,233.8,0.12984218077474893,0.10808225729316116,543,452,4182
42017105810,235.6,0.19898897058823528,0.097393689986282575,433,213,2176
42017105811,225,0.15888795282224094,0.1176668347621449,943,700,5935
42017105812,223.5,0.13133940182054615,0.06024844720496894,202,97,1538
42017105900,233.6,0.2384492830589485,0.06306306306306306,449,119,1883
42017106000,287.2,0.12010697787503039,0.1068313953488372,494,441,4113
42017106100,359.1,0.19973890339425587,0.08631239935587762,459,268,2298
42017106200,320.1,0.1377154186365716,0.15572428167336608,903,1046,6557
42017106300,303.2,0.11224197247706422,0.10271041369472182,783,720,6976
42017106401,276,0.1965631196298744,0.08169200264375413,1487,618,7565
42017106402,267.1,0.15656633823727897,0.09257308401369502,1160,703,7409
42017106500,191.2,0.1713577366195129,0.12276178197965908,1175,857,6857
42017106600,313.3,0.13428120063191154,0.045813586097946286,255,87,1899
42017980000,NA,NaN,NaN,0,0,0
42029300101,478.1,0.07624345549738219,0.1573952879581152,233,481,3056
42029300103,360,0.2319449751623997,0.2598870056497175,607,690,2617
42029300104,490.5,0.07604709515537542,0.14225053078556263,394,737,5181
42029300106,318.4,0.0746524064171123,0.34502673796791444,349,1613,4675
42029300107,701.7,0.03720595295247239,0.1699471915506481,155,708,4166
42029300108,535.4,0.12481950906465586,0.3154179367880635,778,1966,6233
42029300109,689.9,0.024746906636670417,0.14566929133858267,88,518,3556
42029300201,474,0.1112855740922473,0.16181606519208383,567,834,5095
42029300202,834.6,0.04180478821362799,0.15285451197053407,227,830,5430
42029300301,387.7,0.15768660405338605,0.13470093919920909,638,545,4046
42029300302,618.1,0.04141063318193962,0.057789613848202394,155,217,3743
42029300303,335.9,0.1740495291245204,0.12557377049180327,499,383,2867
42029300400,363.3,0.2369959088252484,0.18440954043048283,811,634,3422
42029300501,529.6,0.02917657229306246,0.10027501586629999,135,474,4627
42029300502,314.7,0.19443639524775427,0.1425054704595186,671,521,3451
42029300600,241.4,0.22586109542631283,0.2230378317334839,1200,1185,5313
42029300700,210.3,0.38351459645105895,0.24428058234070713,2010,1292,5241
42029300800,204.7,0.2104752667313288,0.13267278878685354,868,549,4124
42029300900,229.4,0.27289377289377287,0.18876404494382024,596,420,2184
42029301000,282.2,0.09185918591859187,0.08177218651716121,668,598,7272
42029301100,172.3,0.24119402985074626,0.08716417910447762,808,292,3350
42029301300,271,0.17060248259158342,0.125,1127,845,6606
42029301401,202.8,0.17421475529583638,0.1358655953250548,477,372,2738
42029301402,281.8,0.11907029910459135,0.05821917808219178,625,306,5249
42029301500,304.3,0.12114197530864197,0.08793300342596118,314,231,2592
42029301600,336.1,0.17191188040912667,0.06176239181746656,437,157,2542
42029301700,444.5,0.12685714285714286,0.08788732394366197,222,156,1750
42029301800,526.2,0.09736428009441385,0.1418174665617624,495,721,5084
42029301900,506.3,0.06521739130434782,0.048570019723865876,264,197,4048
42029302000,405.6,0.06056501547987616,0.1810692375109553,313,1033,5168
42029302101,377.2,0.06666666666666667,0.20138275963518681,452,1369,6780
42029302102,359.6,0.15779202676331197,0.19443144595226955,566,831,3587
42029302202,363.1,0.09527160146355193,0.31140165893434557,677,2215,7106
42029302203,343.7,0.08879129272484247,0.25701737636051175,465,1346,5237
42029302204,291.2,0.1176172797840027,0.193028609010194,697,1174,5926
42029302300,381.2,0.2326071679550246,0.13094836314546068,662,388,2846
42029302400,305.9,0.324853228962818,0.3967710371819961,1328,1622,4088
42029302500,390.2,0.3259072117593018,0.08980248047772163,1419,391,4354
42029302600,275,0.6207710464201416,0.3071512309495897,3156,1572,5084
42029302702,320.6,0.21039903264812576,0.27908378541289935,1044,1389,4962
42029302703,441.6,0.046233278573104906,0.1072518188218728,197,457,4261
42029302704,381.6,0.0804464973056197,0.13240954580446498,418,688,5196
42029302705,350.2,0.14557131388814556,0.16947422154160285,544,664,3737
42029302706,346.2,0.21878381302748323,0.0582125081151266,1011,269,4621
42029302802,477.6,0.029928172386272944,0.02094972067039106,150,105,5012
42029302803,300.4,0.162109375,0.008754863813229572,332,18,2048
42029302804,650,0.09249873289406994,0.03347596274855273,365,133,3946
42029302805,222.8,0.12739476996224305,0.10348203048524682,911,740,7151
42029302901,415.6,0.066794299085301,0.13211554800339848,314,622,4701
42029302902,427.8,0.12666450146151348,0.12663967611336033,780,782,6158
42029303000,470.9,0.10590163934426229,0.16448189762796506,323,527,3050
42029303100,557.8,0.04929069487857658,0.08067586863398382,205,339,4159
42029303301,397.4,0.24593892137751786,0.3296774193548387,757,1022,3078
42029303302,445.6,0.06668021955682049,0.10091926458832934,328,505,4919
42029303401,230.8,0.2460164171897634,0.5417672621921777,1019,2244,4142
42029303402,285.9,0.32808532249873035,0.4954909819639279,646,989,1969
42029303501,430.1,0.07216981132075471,0.13699582753824757,306,591,4240
42029303502,454.6,0.033504273504273506,0.166949440108585,98,492,2925
42029303801,342,0.09367396593673966,0.07688564476885645,385,316,4110
42029303802,322.6,0.06326483491110597,0.15365966289540522,548,1331,8662
42029303901,545.3,0.11879895561357702,0.09409958324193902,455,429,3830
42029303902,423.1,0.059623625861747714,0.10409335062048528,320,562,5367
42029304000,315,0.11330861145447053,0.271120246659815,550,1319,4854
42029304101,228.2,0.23350371747211895,0.31291277613299934,1005,1374,4304
42029304102,216.2,0.21526361782697348,0.34817927170868346,739,1243,3433
42029304201,221.7,0.2577502214348981,0.22940655447298494,1746,1554,6774
42029304300,388.6,0.07261334316255068,0.1219960765080922,591,995,8139
42029304403,247.4,0.07661888284725656,0.14852216748768474,310,603,4046
42029304404,332.2,0.16643272508522158,0.2073390816121917,830,1034,4987
42029304405,398.1,0.07638128032555956,0.11621411947245927,488,749,6389
42029304406,457.7,0.08667687595712098,0.0333843797856049,283,109,3265
42029304501,435,0.027972860373765028,0.2982978216878943,235,2506,8401
42029304502,396.1,0.023369036027263874,0.043407839326206676,72,134,3081
42029304600,418.6,0.07399039819260096,0.09820457018498367,262,361,3541
42029304900,297,0.2688336520076482,0.0348879911861917,2109,285,7845
42029305000,206.1,0.17853170189099,0.058954393770856504,321,106,1798
42029305101,238.4,0.18050373134328357,0.10074626865671642,774,432,4288
42029305102,257.9,0.13553267493170834,0.11767177978566926,645,560,4759
42029305300,187.3,0.24193118164843957,0.3575765575501584,1814,2709,7498
42029305400,154.9,0.46426043878273177,0.5893065608218538,1968,2524,4239
42029305500,94.1,0.5672002416188463,0.8803986710963455,1878,2915,3311
42029305600,99.3,0.5749293119698398,0.8909432779692886,1830,2843,3183
42029305700,140.2,0.5184563758389261,0.6187080536912751,1236,1475,2384
42029306000,247.7,0.10060894890124437,0.16298452176213785,760,1232,7554
42029306300,205.8,0.2847124824684432,0.5057752887644382,812,1445,2852
42029306501,404.7,0.07081295131609597,0.19832597070448732,304,853,4293
42029306503,335.3,0.32488560366068286,0.5588132635253054,923,1601,2841
42029306504,395.7,0.21646156949768006,0.3415372200927981,1073,1693,4957
42029306600,366.1,0.04405833074775054,0.054917778467266525,142,177,3223
42029306700,372.1,0.1314260169870362,0.08538220831470719,588,382,4474
42029306800,313,0.1876850207223209,0.08052101835405566,317,136,1689
42029306900,357.1,0.10875466576179166,0.07978993732000678,641,471,5894
42029307000,320.5,0.19535818713450293,0.13372093023255813,1069,736,5472
42029307100,308.4,0.17831118731247322,0.10330047149592798,416,241,2333
42029307200,248.5,0.19850187265917604,0.1780721118469463,265,242,1335
42029307300,237.5,0.18783958602846054,0.1997412677878396,726,772,3865
42029307400,188.5,0.30545062061521855,0.12577264176296696,1132,468,3706
42029307700,266.4,0.23811364514882102,0.06483983018139715,616,168,2587
42029307800,280.5,0.21258907363420426,0.11441013460015835,537,289,2526
42029307900,248.5,0.3001281229980782,0.43310208126858274,937,2185,3122
42029308000,206.9,0.38440545808966864,0.44171203303923406,1972,2353,5130
42029308101,282.9,0.10676156583629894,0.07384341637010676,480,332,4496
42029308102,250.9,0.142433234421365,0.2184432777904588,624,957,4381
42029308200,169,0.36898199191473724,0.15950018375597208,1004,434,2721
42029310400,NA,0.75,0.2651968503937008,6,842,8
42029311000,330.2,0.14236423642364238,0.15984489444205083,949,1113,6666
42029311100,531.1,0.11886524822695035,0.14513908014321122,419,527,3525
42029311200,489.4,0.1487058823529412,0.08967136150234742,316,191,2125
42029311300,514.4,0.051491365777080064,0.22510373443983403,164,1085,3185
42029311401,216.4,0.25160480044655315,0.3805514056770338,1803,2802,7166
42029311403,271.5,0.10158910329171396,0.07964120684968741,358,293,3524
42029311404,279.8,0.28872497365648053,0.10405690200210749,1096,395,3796
42029311500,285.3,0.14919594997022037,0.04050029779630732,501,136,3358
42029311600,155.8,0.38257940327237727,0.48898467432950193,795,1021,2078
42029311700,319.3,0.33101851851851855,0.4084436921238674,3289,4102,9936
42029311800,229.1,0.27808471454880296,0.15931758530183726,1057,607,3801
42045400301,69.7,0.5707469562356038,0.9170779861796644,3469,5574,6078
42045400302,84.6,0.4323637390567636,0.8416760404949382,1531,2993,3541
42045400401,96.8,0.5398773006134969,0.8694449930871025,2728,4402,5053
42045400402,86.1,0.518021978021978,0.8549450549450549,2357,3890,4550
42045400500,109.4,0.4446983546617916,0.7733607493717158,1946,3385,4376
42045400600,151.6,0.29341186736474695,0.4574098218166015,1345,2105,4584
42045400700,147.7,0.44459124690338564,0.6649050371593724,2692,4026,6055
42045400801,123.5,0.5155709342560554,0.9204152249134948,1192,2128,2312
42045400802,183.9,0.20353260869565218,0.43577235772357725,749,1608,3680
42045400900,258.5,0.09870967741935484,0.28,153,434,1550
42045401000,256.1,0.08898534997287032,0.15084102007596312,164,278,1843
42045401101,127.8,0.22161816437480014,0.24208506555804285,693,757,3127
42045401103,278.7,0.0912014030985092,0.22998839907192575,312,793,3421
42045401104,172.4,0.237,0.24334525228446563,1185,1225,5000
42045401200,208.6,0.19572953736654805,0.150636282923942,660,509,3372
42045401301,NA,0.2569072164948454,0.5245360824742268,623,1272,2425
42045401302,169.2,0.2905278921752153,0.22295562889622295,776,608,2671
42045401401,143.5,0.253259779338014,0.26113056528264134,505,522,1994
42045401402,136.7,0.2782493368700265,0.3535326806033342,1049,1336,3770
42045401501,144.2,0.15131948343627175,0.10780460415496912,539,384,3562
42045401502,194,0.2138030888030888,0.41457528957528955,886,1718,4144
42045401600,166.2,0.28953626634958385,0.5244755244755245,487,900,1682
42045401700,120,0.32844243792325056,0.7546746447270007,873,2018,2658
42045401800,160.7,0.24121443939756157,0.6712885488883577,1009,2808,4183
42045401900,160.1,0.27207465900933236,0.5582675281167744,1137,2333,4179
42045402000,155.6,0.15138218516893373,0.6472136902150066,345,1475,2279
42045402100,136,0.3370127630217316,0.9404007535536907,1954,5491,5798
42045402200,132.4,0.3300312825860271,0.8589065255731922,633,1948,1918
42045402300,146.4,0.4332552693208431,0.9947306791569087,1480,3398,3416
42045402400,68.5,0.6673457508731082,0.9074505238649593,2293,3118,3436
42045402500,66.7,0.5568615927123126,0.9502906976744186,1895,3269,3403
42045402600,77.5,0.4763935424916235,0.7743870631194575,1564,2969,3283
42045402700,88.5,0.3985904463586531,0.8347689898198903,1018,2132,2554
42045402800,123.6,0.3587812992470671,0.7700928033619331,2049,4398,5711
42045402900,86.4,0.516560139453806,0.9834926151172894,1778,3396,3442
42045403001,120.6,0.22473753280839895,0.04101049868766404,685,125,3048
42045403002,119.5,0.2707439198855508,0.13662374821173104,757,382,2796
42045403101,117.9,0.34367726920093095,0.4887509697439876,1329,1890,3867
42045403103,102,0.30111986727498963,0.4537536291995023,726,1094,2411
42045403104,125.8,0.534181240063593,0.7137192704203014,1344,1800,2516
42045403200,162.9,0.14712256200337107,0.239067755886593,611,995,4153
42045403300,130.9,0.3039964077233947,0.232805023923445,2031,1557,6681
42045403401,113.5,0.1916605705925384,0.5370705244122965,524,1485,2734
42045403402,106.2,0.42905317769130996,0.4337224383916991,1654,1672,3855
42045403501,157.4,0.22518518518518518,0.1508641975308642,912,611,4050
42045403502,151.4,0.2248957330766763,0.19473853063843438,701,607,3117
42045403601,167.6,0.24785906532909224,0.09689169499757164,1013,399,4087
42045403602,159.2,0.11586051743532058,0.16985376827896512,206,302,1778
42045403701,143.8,0.2740740740740741,0.08004851425106124,444,132,1620
42045403702,139,0.39496139780577,0.023567655424624138,972,58,2461
42045403800,196.8,0.20330106332328202,0.10181762168823166,1281,661,6301
42045403901,193.5,0.23812423873325214,0.07618763071407231,782,255,3284
42045403902,219.6,0.09437041066086484,0.043655097613882865,347,161,3677
42045404003,157.1,0.1337035454933789,0.3387441264416916,313,793,2341
42045404004,201.4,0.17469492614001284,0.07771355170199101,1088,484,6228
42045404101,222.4,0.16032428855062872,0.1100264725347452,969,665,6044
42045404102,167.8,0.29967918475183997,0.2958513234465928,1588,1576,5299
42045404103,151.2,0.21129587155963303,0.05490420360308836,737,192,3488
42045404300,90,0.6122526636225266,0.29749240121580545,1609,783,2628
42045404400,119.7,0.4667487684729064,0.5954433497536946,758,967,1624
42045404500,80.8,0.5866284622731615,0.8480428360413589,3071,4593,5235
42045404600,111.8,0.43275129778197263,0.8763567720622936,917,1857,2119
42045404700,90.2,0.6659182757072295,0.4896988906497623,1483,1854,2227
42045404800,45.1,0.7161764705882353,0.9341085271317829,1461,1928,2040
42045404900,31.9,0.8695987654320988,0.9652777777777778,1127,1251,1296
42045405000,70.8,0.6128482092097783,0.9394110985277463,1078,1659,1759
42045405100,61.8,0.5363201391909526,0.9682470639408438,1233,2226,2299
42045405200,65.7,0.6699059561128526,0.9852664576802508,2137,3143,3190
42045405300,54.3,0.6089466089466089,0.9325396825396826,1688,2585,2772
42045405400,46,0.5623551228558182,0.8515263644773358,1213,1841,2157
42045406100,130.2,0.2712742980561555,0.26971133132270575,628,626,2315
42045406201,190.5,0.12755102040816327,0.0507202881152461,425,169,3332
42045406202,203.1,0.11443102352193261,0.06378470014833651,540,301,4719
42045406300,112.1,0.40972008612734545,0.5223008305136881,1332,1698,3251
42045406401,91.5,0.5059357541899442,0.8559527941686914,1449,2466,2864
42045406402,100.4,0.4720394736842105,0.8700657894736842,574,1058,1216
42045406500,103.5,0.5609756097560976,0.3667252489748096,943,626,1681
42045406600,78.3,0.5372460496613995,0.209240337627721,1190,471,2215
42045406700,96.3,0.3387096774193548,0.14659384880712847,1176,510,3472
42045406801,212.1,0.1743391066545123,0.17388331814038285,765,763,4388
42045406802,181.8,0.2164900967296177,0.14191042047531993,940,621,4342
42045406803,226,0.16593406593406593,0.13638583638583637,1359,1117,8190
42045406902,216.6,0.1836978810663021,0.08817498291182502,1075,516,5852
42045406903,283.9,0.1208960988798764,0.023750239417736067,626,124,5178
42045406904,234.9,0.15259230164964652,0.1251329315845445,777,706,5092
42045407000,246.5,0.09669902912621359,0.10747303543913714,249,279,2575
42045407101,369.1,0.12449126167105579,0.1479555660600331,520,626,4177
42045407102,326.9,0.09781950333131435,0.08328285887341005,323,275,3302
42045407201,431.6,0.1293554006968641,0.09247714048212802,594,445,4592
42045407202,280.8,0.09138623031799938,0.02863497358910203,296,103,3239
42045407401,430.5,0.05595143837424123,0.20752744380554103,212,794,3789
42045407404,340.5,0.07718579234972678,0.15471311475409835,226,453,2928
42045407501,286.9,0.12413793103448276,0.09612068965517241,288,223,2320
42045407502,327.7,0.1828371278458844,0.19431592861863847,522,588,2855
42045407600,387.8,0.10204918032786885,0.1853275668748999,498,1157,4880
42045407700,198.9,0.23694029850746268,0.31361607142857145,635,843,2680
42045407801,299.6,0.07028531663187196,0.05155820348304308,303,225,4311
42045407802,346,0.04318181818181818,0.08015151515151515,285,529,6600
42045407803,274.5,0.06513194834362718,0.10294666169339799,348,552,5343
42045407804,286,0.10985853227232538,0.045755968169761276,497,207,4524
42045407805,295.2,0.049689440993788817,0.06493506493506493,88,115,1771
42045407806,262.6,0.12254901960784313,0.2647058823529412,200,432,1632
42045407901,526.6,0.047242083758937695,0.12292782453455751,185,482,3916
42045407902,401,0.1044395924308588,0.151018922852984,287,415,2748
42045407903,335.7,0.12103980503655565,0.2783616275936405,447,1033,3693
42045408001,366.6,0.14467611013846887,0.15724972147063504,909,988,6283
42045408002,418.4,0.11030554117037804,0.06915029344220465,426,271,3862
42045408101,344.6,0.11221793047367351,0.14032523296181254,552,768,4919
42045408102,312,0.10679048171793383,0.15121668597914253,368,522,3446
42045408103,326.9,0.1679784124128626,0.15884159719175076,747,724,4447
42045408300,475.6,0.11093847110006215,0.17465904091509019,357,794,3218
42045408400,546.1,0.08506841165972635,0.04977116704805492,143,87,1681
42045408500,306.7,0.0914765906362545,0.11860744297719088,381,494,4165
42045408600,363.4,0.0885264997087944,0.0891089108910891,304,306,3434
42045408700,343.7,0.0870110855469567,0.09970918155380142,416,480,4781
42045408800,289.4,0.14367702355036613,0.17910152384721947,726,905,5053
42045408900,353,0.0495345744680851,0.10571808510638298,149,318,3008
42045409000,287.8,0.09135802469135802,0.16803503010399562,333,614,3645
42045409100,326.4,0.08476544356711566,0.06595448211797492,365,284,4306
42045409200,274.4,0.13096665867114415,0.09738546414008155,546,406,4169
42045409300,284.9,0.14389067524115756,0.0727491961414791,358,181,2488
42045409400,311.3,0.07236608726498758,0.11719274680993956,204,349,2819
42045409500,290.6,0.09375,0.09140922556072789,441,432,4704
42045409601,698.7,0.10239130434782609,0.2556648140230868,471,1196,4600
42045409602,324.6,0.34014039566049775,0.2642610198789974,1066,1223,3134
42045409701,721.5,0.07410033681971281,0.18934665002080733,418,1365,5641
42045409702,459.5,0.17777777777777778,0.15035677879714576,88,295,495
42045409802,838.5,0.17914110429447852,0.20305608065532452,730,1289,4075
42045409803,546.4,0.16646989374262103,0.16862745098039217,1128,1161,6776
42045409902,388.8,0.23108828757653566,0.1504665629860031,1170,774,5063
42045409903,322.2,0.12391788276032649,0.0932475884244373,501,377,4043
42045409904,613.9,0.081787521079258,0.0467525195968645,291,167,3558
42045410000,500.4,0.07876195269250126,0.08217821782178218,313,332,3974
42045410100,511.5,0.09639462965756525,0.19595645412130638,639,1512,6629
42045410200,491.4,0.04261057173678533,0.23946308724832216,158,892,3708
42045410301,453.5,0.153525587597933,0.2260978670012547,921,1802,5999
42045410302,405,0.09098523714794263,0.22299687825182102,869,2143,9551
42045410400,416.3,0.06793239683933275,0.144315188762072,619,1315,9112
42045410500,117.2,0.645525962828128,0.9017208413001913,3369,4716,5219
42045410601,185.4,0.16914600550964187,0.10393181193291175,614,378,3630
42045410602,216.9,0.17832388153749212,0.10114702815432743,849,485,4761
42045410700,61.8,0.6526690391459075,0.8457560627674751,2751,4743,4215
42045410800,301.9,0.10849539406345957,0.21295718387217577,848,1706,7816
42045980000,NA,NaN,NaN,0,0,0
42091200103,425.1,0.12540513587634006,0.20929107186063392,503,865,4011
42091200104,371.7,0.1128254580520733,0.0670995670995671,468,279,4148
42091200105,397.3,0.1144082946013586,0.25670361101179834,320,718,2797
42091200106,426.3,0.2583412774070543,0.22735938989513824,542,477,2098
42091200200,435.7,0.12189054726368159,0.09911894273127753,147,135,1206
42091200301,244.3,0.2055783429040197,0.33584905660377357,1253,2047,6095
42091200305,260.3,0.11801242236024845,0.05659494855004677,247,121,2093
42091200306,313.7,0.15718868474773987,0.03820355788859726,539,131,3429
42091200307,215.3,0.23470483005366727,0.2504201680672269,656,745,2795
42091200308,258.7,0.21653255303584493,0.18629602535966838,888,764,4101
42091200309,249.7,0.15910676901605025,0.11933007676203769,456,342,2866
42091200310,334.1,0.21210906174819566,0.033307513555383424,529,86,2494
42091200401,277.7,0.18715763846622033,0.10772976262933658,615,354,3286
42091200402,234.3,0.1891304347826087,0.10915662650602409,783,453,4140
42091200501,342.1,0.07473765037112874,0.11046652163403432,292,457,3907
42091200502,236.4,0.15538700894593543,0.19548000772648252,799,1012,5142
42091200505,579.9,0.09767905453509897,0.186468200270636,686,1378,7023
42091200506,340.3,0.07869955156950673,0.13699551569506727,351,611,4460
42091200507,247.9,0.08126539117257056,0.14759660697455232,429,783,5279
42091200602,316.5,0.10220486908589803,0.4230857404860156,890,3691,8708
42091200603,372.3,0.07966522008679479,0.20106288751107174,257,681,3226
42091200605,439.1,0.13172086942310834,0.26967199870738406,806,1669,6119
42091200606,220,0.1152073732718894,0.2457757296466974,375,800,3255
42091200607,348.9,0.09873125720876585,0.27312572087658593,428,1184,4335
42091200703,278.9,0.20795107033639143,0.33083235638921454,884,1411,4251
42091200704,288,0.21850828729281768,0.22730989370400653,791,834,3620
