GEOID,hous,li,nw,tot199,totnw,univ
34021003001,19.56535650656083,-20.288959779052103,53.70587901253645,-8.653671968891913,79.3447177056951,14.596829815176743
34021003002,-1.014344578117314,-21.00300930740023,187.63180348923402,-30.467674269081407,148.6046511627907,-11.981046263481645
34021003003,-6.007937253649674,47.92698885612821,208.4932471455192,44.38368921031253,203.52564102564102,-2.395306103479038
34021003004,1.903162072079516,91.92129196742079,370.0160019077798,82.70161135360297,344.6808510638298,-4.803883778347127
34021003006,-1.3566608358693981,46.985332940182545,262.3956583833191,39.715368318025874,243.859649122807,-4.946047952940004
34021003007,-0.23809254456136517,156.78867635774668,230.69238747060274,150.205501827647,222.26681259880814,-2.5636545872823455
34021003008,0.8313795579490292,11.355003454956215,337.53229335547735,22.627737079357598,376.7543859649123,10.123239304681512
34021003009,-13.80898126580484,286.6237754599471,185.74465502959504,349.2823036288789,225.9100642398287,16.2065912973281
34021003100,-0.8395361686848174,74.17602536832892,464.663019196209,129.70046348029206,641.7592228848977,31.878346047957056
34021003201,-18.420161393946078,106.23895235963042,62.444019870625375,181.39500438301127,82.73518017688767,36.441255891086186
34021003202,-5.52951323117464,57.7570717149983,134.54124452927428,63.78440438653599,162.84875183553598,3.820643678653475
34021003301,-21.300729498418495,23.679539145557584,44.46652609762033,151.40176939248488,54.48460508701473,103.26868268697518
34021003302,-13.257858784742055,-1.8545380132643225,215.47902741911216,17.623462246502044,583.4972769873768,19.846054694217464
34021003400,-16.75800991203078,15.481689561712594,84.22176897367795,-2.9585802297489487,65.84536958368734,-15.968133311471295
34021003500,-12.295788334786984,58.60945735177733,30.36555656483267,58.538522889634294,28.385416666666668,-0.04472255986911452
34021003601,-14.72864255862505,153.33614570420846,454.34774879700865,213.88888818432355,582.5665859564165,23.90213272063049
34021003602,-14.618435912953634,121.18589107620217,209.06289524096374,144.80369745852647,243.02059496567506,10.677809771600023
34021003703,-25.161320238027052,138.28642545209271,43.27086979560726,198.7964848955747,64.88088286815369,25.393833496293755
34021003704,-11.23129562968734,70.17236728994676,255.92789563587152,69.60952572680623,372.18178365719416,-0.33075058165405685
34021003705,-30.111052538204934,157.7174140635649,102.98883329587858,123.57385608957163,98.99699097291875,-13.24844891916642
34021003706,1.9335312194940169,145.5513569107751,129.06199872885205,292.64650412872703,130.92105263157893,59.90402261950343
34021003800,0.7831027372634728,40.06363774858646,128.18323877706024,69.14235187069274,179.38092514601652,20.761073660234363
34021003902,16.542093395620462,-13.77706577517935,99.29149797570852,-13.70315626112346,100,0.08572063613846002
34021003903,20.16398679900871,181.661763899826,63.61121876195344,189.0441974363679,66.33445597635601,2.6210278337195856
34021003904,-14.135916924762343,25.359916605602756,520.2297433540762,150.60271606072283,2509.348914858093,99.90658138556716
34021003905,22.311024474111075,-26.15930031209398,102.56629852684766,53.50558331512063,158.10055865921788,107.88748920256623
34021004000,41.19200544017667,14.02529745869892,39.322227088034,40.78628577258594,63.51480420248329,23.469341827331032
