GEOID,li_d,moe_li_d,cv_li_d,cat_li_d,z_1dir,z_1dir_sig
42017101807,0.19189814814814815,0.09421970595948093,0.29847300533836685,Medium,0.9866986598662264,No
42101012201,0.4627488760436737,0.10188639694994257,0.13384585598996018,Medium,3.328059908922271,Yes
42101009801,0.3840670859538784,0.11421335602131534,0.18077730194106603,Medium,1.632358331915238,No
42101007101,0.7174940898345153,0.10794540936754136,0.09145763090683665,High,6.736560486116684,Yes
42101002801,0.5400500625782227,0.08818385172208856,0.09926339872706542,High,5.773307452749536,Yes
42101000801,0.1869225302061123,0.09474181626083727,0.3081159302391116,Medium,0.5251216395964684,No
42101001101,0.3002336448598131,0.07820012191127297,0.15833691141899084,Medium,0.5865656565039944,No
42101027402,0.5003767897513187,0.1097940105896814,0.13338764057980299,Medium,6.20536958838458,Yes
42101008601,0.39927464556544673,0.08628097434237107,0.13136431504542279,Medium,4.544783850178303,Yes
42101036502,0.16145057128663687,0.04608090334543775,0.17350639875495194,Medium,1.1182335165626558,No
42101036700,0.1944352434580987,0.05139237947027099,0.1606785246922926,Medium,1.326256010461119,No
42101037600,0.5166722802290333,0.10245605400311056,0.12054704284851779,Medium,6.311211118223656,Yes
42101038600,0.04703328509406657,0.034645727911241764,0.4477942106461175,Low,-0.8918178178138806,No
42101038500,0.19891304347826086,0.09571298612683243,0.2925106623372227,Medium,-0.0918132129652053,No
42101038700,0.1532481954469739,0.047512747001620975,0.18847288082005062,Medium,1.1135112981735635,No
42101038800,0.15635876840696117,0.05265257952241711,0.2047064418081233,Medium,1.4015294565874623,No
42101038900,0.517948717948718,0.11095410961342124,0.13022390908313303,Medium,5.969422346454427,Yes
42101980000,0.33516483516483514,0.1599178150835912,0.29004975180839704,Medium,3.062182148745852,Yes
42091200606,0.1152073732718894,0.05214682802735454,0.2751577308677431,Medium,0.5002034102292359,No
42091206502,0.1475756934152022,0.052449275689154785,0.21605223347989694,Medium,1.6175400176427486,No
42091206703,0.07315879618301933,0.03418912154930989,0.2840897007695957,Medium,-1.951359861335604,No
42091210600,0.12292518643252345,0.05439615755997641,0.26900567690364796,Medium,-3.1023382796037975,No
42091210700,0.08736676568233444,0.04375417058770515,0.30444391279445177,Medium,-1.0843781910261887,No
42029301300,0.17060248259158342,0.0732404329010012,0.2609754491139097,Medium,0.9828268661987679,No
42029301500,0.12114197530864197,0.040421568256236044,0.20283953481920475,Medium,-0.23280891214926552,No
42029301600,0.17191188040912667,0.05938957122646922,0.2100092368632285,Medium,3.8125907403831345,Yes
42029301700,0.12685714285714286,0.0651360011941311,0.3121334157280578,Medium,1.6117203292805604,No
42029302101,0.06666666666666667,0.036511202850960246,0.3329289013765372,Medium,-0.9909755398185995,No
42029302202,0.09527160146355193,0.03216137893246458,0.20521320028383158,Medium,1.3965264880474302,No
42091203104,0.08818429526876394,0.024151487272519426,0.1664894541155714,Medium,2.343248713245369,Yes
42091203203,0.1831528279181709,0.07193192125045283,0.23874931225162183,Medium,1.6957074866493467,Yes
42091203208,0.03682918274289723,0.027594839735158694,0.455480608394485,Low,-2.9399720610410025,No
42091203302,0.07021174972138194,0.03822383436901602,0.3309470789264377,Medium,0.5702252058051864,No
42091204002,0.1780515117581187,0.07158829155036503,0.24441644913871258,Medium,2.0492104284694674,Yes
42091204007,0.2586046511627907,0.08780042423108106,0.20639272276664,Medium,3.0702335885153067,Yes
42091204101,0.18664604279453467,0.060174201294707685,0.19598626914152303,Medium,4.198898076519664,Yes
42091205400,0.09304987735077677,0.04852403022796835,0.3170116023354859,Medium,1.3920371981248216,No
42091205801,0.07319422150882825,0.030875665300979495,0.2564328305139208,Medium,-2.177961189875498,No
42091205904,0.07744259342638452,0.02953888341287827,0.23187198720577734,Medium,1.3555713338858015,No
42091207003,0.058,0.030139691888125052,0.31589657151373074,Medium,-0.3693490301406219,No
42091205501,0.21898375032241424,0.061966648168847345,0.17202050325655513,Medium,5.352544110972946,Yes
42091205905,0.1615598885793872,0.04979260255910907,0.18735503950026366,Medium,0.29382892306621133,No
42091206801,0.07125,0.027023382344913357,0.23056263932096932,Medium,-0.7931566998708391,No
42091208704,0.316000845487212,0.09590198253532094,0.1844902580535334,Medium,3.3092796634113983,Yes
42091206906,0.08727399165507649,0.044971898000301096,0.31324956380887625,Medium,0.41411769419906697,No
