GEOID,hous_b,li_b,nw_b,tot199_b,totnw_b,univ_b
34007605900,99.18225389582994,0.05267146646456991,-0.056818181818181816,139,-150,2639
34007606000,122.50272719145003,0.15687276443536025,0.022426095820591234,307,44,1957
34007606100,185.36966574440171,0.06429192006950478,0.05326460481099656,148,124,2302
34007606200,130.2293900303603,0.08526342580809367,0.003821656050955414,335,15,3929
34007606300,111.96636877475422,0.09940174873446847,0.07527372262773722,216,165,2173
34007606400,251.68045330422257,0.03706598035781716,0.029042260132672842,118.02090731976205,94.03999999999996,3184.0762386539172
34007606500,70.82489119909994,0.27326002144008676,0.9803637736799043,747.0433971844614,2648.09,2733.8189066853374
34007606600,92.03161246609123,0.13632441449353686,-0.01418554522760779,313.65405464172363,-33.30000000000018,2300.7914514541626
34007606700,75.01763493559915,0.12017003937235529,0.13108697258553162,574.8758424036205,620.8999999999996,4783.85355421342
34007606800,69.68045032908167,0.13514902363823228,-0.006405329233922624,526,-25,3892
34007607000,63.08394224617348,0.1949268765181136,-0.19043245817732668,851.1891333460808,-835.6499999999996,4366.710020542145
34007607100,68.97802643463528,0.1398909940306255,-0.04378238341968912,539,-169,3853
34007607200,67.43393111466624,0.2918295672628129,0.033030039974707576,1340.1241770046763,154.09999999999945,4592.146468329709
34007607300,63.8839604721102,0.24856576832011346,0.12959824295104352,1091.2816749438643,571.1899999999996,4390.313550903462
34007607401,69.82093510797095,0.17159763313609466,0.14685556323427781,493,425,2873
34007607402,67.43269386685323,0.16673941510257528,0.14926022628372498,382,343,2291
34007607502,133.84424300887807,0.07742429685970437,0.27950724746746264,341.6108547303593,1337.0899999999997,4412.191890554735
34007607503,117.30249345776353,0.09909509024485179,0.3848509917187406,667.9868648776753,2688.8999999999996,6740.867635781703
34007607504,174.203424304315,0.018089318005137377,0.2609998587917806,69.01314387284947,998.0999999999999,3815.1324531033806
34007607505,131.28302587202987,0.111331569664903,0.22273324572930356,505,1017,4536
34007607506,28.78361973887818,0.19137709600818106,0.31649231448215,541.1513048410416,917.9100000000003,2827.670234441757
34007607507,50.27681977864305,0.19137709879522166,0.11648568608094768,945.2378426790237,590,4939.137886762619
34007607600,82.53480759745057,0.12789230122002523,0.06242299794661191,304,152,2377
34007607701,58.286301831296726,0.3845802159970128,0.0878494151553018,1703.2270324527053,390.1699999999996,4428.795486629824
34007607702,61.9537874901714,0.30612244897959184,0.2927211646136618,1365,1307,4459
34007607801,58.584716136032505,0.3091609917459437,0.23961010027237364,1794.1266975924373,1430.4099999999999,5803.211925807409
34007607802,58.582152796828744,0.22605504587155964,-0.17303978370027037,616,-448,2725
34007607900,77.40711316799194,0.1235383833248602,-0.13807106598984772,243,-272,1967
34007608001,73.12232741186897,0.2285874754282505,0.15608391608391609,814,558,3561
34007608202,86.74678936888765,0.11119203984792982,0.013932551138336307,468.8732958692708,58.590000000000146,4216.788127033215
34007608205,96.09158876026585,0.06611374407582939,-0.037914691943127965,279,-160,4220
34007608206,79.09293051466325,0.16342517558076716,0.11099166890620801,605,413,3702
34007608209,97.21546699138007,0.13920853213584058,0.15541264737406216,496,580,3563
34007608210,29.389915948088913,0.208396289595084,0.4705211892287743,764.2469472576922,1709.06,3667.2771740010066
34007608211,39.53990445476619,0.2084398959312311,0.1623721881390593,1028.8394797444344,794,4935.904743313789
34007608302,68.69761357641549,0.2522043163498656,-0.03464808554317727,1172.0113000971178,-161.01000000000022,4647.070744305485
34007608303,25.173718346740962,0.15973308735673847,0.06015185478885818,510.9296051301062,192.67000000000007,3198.6460134014487
34007608304,51.044540227977805,0.15973154493926148,0.37153419593345655,1036.1212844848633,2412,6486.641654968262
34007608401,78.53099139910614,0.11542964177007727,0.1513526119402985,493,649,4271
34007608402,115.40824585754152,0.1430329129498616,0.6872353297035693,465,2272,3251
34007608403,100.23588973749952,0.143997393712331,0.5698750202889141,884,3511,6139
34007608404,78.32026423077224,0.15635340833884845,0.40711592064272834,945,2483,6044
34007608503,58.349192969642345,0.30118059955999316,0.3207161746756476,1162.1814473867416,1135.13,3858.752578854561
34007608504,62.53796072223207,0.29660985537940454,-0.04858377814920657,564.8185816463083,-108.13000000000011,1904.2475175429136
34007608600,60.05746827112768,0.27220299078036925,-0.0037156105719637015,1360.1148917502724,-18.550000000000182,4996.693415233865
34007608700,95.33358107513682,0.12717010993870287,0.10789969763557203,774.6581314051946,663.3900000000003,6091.511277327518
34007608800,76.98565883132409,0.13534971644612476,0.13988657844990549,716,740,5290
34007608901,76.35347732632235,0.2164070988772184,0.06382209365395046,1195,353,5522
34007608903,86.9600781324628,0.09548997772828507,0.009187082405345211,343,33,3592
34007608904,82.78494406982355,0.07562408200006351,-0.05231433846333476,102.87439650297165,-71.69000000000005,1360.3391071557999
34007609000,65.54449178983552,0.33913055795236063,0.637456818987824,482.0804091124155,970.6300000000001,1421.51863877508
34007609103,76.83567143511678,0.15501111436803253,0.3582361857976592,739.7368385796435,1718.0899999999992,4772.1533458074555
34007609201,77.26408670434508,0.12282321369014836,0.28759362873386884,546.6365298768505,1274.7300000000005,4450.596215934493
34007609202,67.11462778061414,0.2884856548054616,0.42496162701458184,1171.6844011545181,1771.9200000000005,4061.499628074467
34007609203,97.53607762560591,0.08827666695998089,0.7310656836461126,525.6790879033506,4363,5954.904330644757
34007609204,61.81330271128212,0.24353899883585564,0.5533017778803971,1046,2396.35,4295
34007609205,82.32408042911665,0.13635512268215022,0.31394963552021204,728,1895,5339
34007610300,49.24032795651132,0.6891496851580372,0.6677647477098623,787.0819997638428,1202.0500000000002,1142.106013706827
34007610400,24.584836305623572,0.6314725940894165,0.9402411322732832,2500,5381,3959
34007610500,197.73232628665815,0.2150990485103728,0.315625,1379,2020,6411
34007610600,75.2122667819335,0.321450031132487,0.21491994563010822,404.3643169681309,365.25,1257.9383350659627
34007610800,101.4300103580584,0.2562390158172232,0.30737435897435894,729,899.0699999999999,2845
34007610900,109.92933948085968,0.1801752464403067,0.0777988614800759,658,287,3652
34007611000,144.83980703484514,0.3551750972762646,-0.05692570187684194,2282,-367,6425
34007611100,138.58195889444215,0.19528507486864977,-0.014928487998303474,581.8108807548415,-44.34999999999991,2979.290051797405
34007611200,151.7938035898644,0.14301144955713976,-0.045714285714285714,662,-216,4629
34007611300,97.62429948959719,0.25206996065128146,0.002529979401181258,1164.0126305818558,11.840000000000146,4617.81571739912
34007611400,291.5059161952509,0.1631372549019608,0.2533592989289192,832,1301,5100
34007611500,165.66354386609243,0.13439987785200772,-0.15176989335520913,610.3083333407994,-740.0299999999997,4540.988750048156
34007611600,139.22971579543244,0.31506274876708906,0.0036619186733964897,1313.9856829252094,15.329999999999927,4170.552336291876
34007611700,139.97500886972114,0.18813053853567693,0.0553300856235814,544.9187770344506,156.50999999999976,2896.4929781918654
34015500100,65.11159818713195,0.23005953693659195,0.016628759721744643,1042.269687266089,74.94000000000051,4530.4346039984375
34015500201,80.14656635633284,0.13532979529946929,-0.08605455243949289,357,-224,2638
34015500202,74.94862953742958,0.15952184666117064,-0.017745513208308125,774,-88,4852
34015500203,92.15801495136607,0.09979423868312758,0.09444444444444444,485,459,4860
34015500204,131.99717028487987,0.12448234352456346,0.14584166945191096,510.77354496717453,619.6199999999999,4103.18082600832
34015500205,72.06869157019938,0.18824850299401197,0.15204460966542752,503,409,2672
34015500300,65.18493740462478,0.20801767676767677,-0.04648985959438377,659,-149,3168
34015500400,55.21051810348607,0.3622432344310401,0.2603896103896104,2222,1604,6134
34015500500,80.35671876451448,0.13196299752255716,0.002822559981961943,641.9954080581665,13.770000000000437,4864.96520280838
34015500600,108.87215804204678,0.09613577647185323,0.08253674202595375,504.98546392045336,448.21000000000004,5252.835734367448
34015500701,79.1631729041079,0.10805173133083021,0.420863309352518,777,3042,7191
34015500702,93.14140840359102,0.1262671171972257,0.24528637495553185,710,1379,5623
34015500703,109.99958187030431,0.1054172767203514,0.019019751280175568,144,26,1366
34015500800,113.51170134253626,0.09451877427708244,0.021148036253776436,219,49,2317
34015500900,87.31129007968599,0.13326619671030548,-0.09939759036144578,397,-297,2979
34015501001,63.92057439462128,0.31309904153354634,0.15265486725663716,686,345,2191
34015501002,66.84039897917059,0.3398640417340886,0.29032558339360004,1298.127753501758,1216.38,3819.550127153285
34015501003,77.95733289892672,0.16305067259648626,0.07806537891579021,627.2264594200824,302.3800000000001,3846.8192092356912
34015501101,70.751513729224,0.1763939587889325,0.186468680419289,675.1554136276245,733.6200000000003,3827.542802810669
34015501102,79.07859943882994,0.1751308956834992,0.4003161956343088,663.5748973488808,1534.44,3789.022582769394
34015501103,75.99643968589251,0.17350427933847815,0.2775580424894289,811.9377589225769,1300.3400000000001,4679.641270637512
34015501104,80.21680874577748,0.11753673022819631,0.041784651992861396,376,140.48000000000002,3199
34015501105,67.74401943468068,0.16869559460484046,0.10003721439992798,398.8722693611717,244.6199999999999,2364.449916423021
34015501106,85.32174425580598,0.19532846608563065,0.5428988072378345,668.8215969800949,1950.8200000000002,3424.0866512060165
34015501107,70.80432856019588,0.12448389760528489,-0.010838445807770962,603,-53,4844
34015501201,117.77444749608136,0.0731244068924348,0.34571728460532547,461.9135602712631,2196.9399999999996,6316.817908644676
34015501202,102.97534292584044,0.03131115459882583,0.06829745596868884,160,349,5110
34015501203,87.17080530079672,0.1456953642384106,-0.048661099913619346,506,-169,3473
34015501204,89.27807698413588,0.08527715073990469,-0.019245188702824295,340,-77,3987
34015501205,111.74202620494702,0.13204442449129875,0.31685132520051434,320.9608919620514,781.0099999999998,2430.7038266658783
34015501206,95.68375309466421,0.14376754835429806,0.17698494890088476,586.0391174293254,739.9900000000002,4076.2962444569785
34015501208,103.32655487306363,0.059275521405049394,0.27195389681668497,216,991,3644
34015501209,121.13326079948311,0.1621283294941928,0.27208324108921844,965.1657767750148,1646.8599999999997,5953.097667957569
34015501210,95.20663994892136,0.048905108587920035,0.19212411370774396,200.91128414869308,790.9499999999998,4108.185959458351
34015501212,45.43169462981256,0.09066038313275142,0.11017199065103961,370.1429689299839,452.0500000000002,4082.7422431946616
34015501213,51.263871113668124,0.09067893977801003,0.43310315062580923,417.94574213027954,2007,4609.071699380875
34015501301,83.93965538634333,0.12489773656940278,0.022361603490591766,458,82,3667
34015501302,66.6600275829622,0.22068008327550312,0.02966540186271128,636,86,2882
34015501303,97.9881332752711,0.21952983725135625,-0.005063291139240506,607,-14,2765
34015501402,63.850332005176654,0.4960049170251998,0.36400060477774415,1614,1203.75,3254
34015501403,76.42371971576699,0.27521570961023506,0.30824159476346324,925,1036,3361
34015501404,75.93202298965451,0.5265866209262435,0.31321768873686784,921,1282,1749
34015501405,41.9130167258488,0.16855024524771206,0.6065028161802355,652.1755048632622,2369,3869.3238857388496
34015501406,47.22457547939781,0.16855024311604352,0.24948875255623723,734.8244951367378,1098,4359.67611426115
34015501500,67.64342103518715,0.2255469301340861,0.3024583274968483,1598,2159.25,7085
34015501603,78.95244573577399,0.17408975444538527,0.23811939793674952,1028,1408,5905
34015501604,77.40711316799194,0.24693460490463215,0.19121885065265298,1450,1128,5872
34015501605,80.28705113522211,0.21927007299270074,0.20343422584400467,751,699,3425
34015501606,78.0856440551477,0.16651401546882286,0.055111367541186576,908.7219450473785,301.84000000000015,5457.330140829086
34015501608,54.1447176608092,0.1611503620197885,0.16467927631578946,767.2855019569397,801,4761.301649451256
34015501609,37.59184021992648,0.16115037115150507,0.6091205211726385,532.7144593000412,2057,3305.6981101334095
34015501701,82.11335326078273,0.1422717960391532,0.24205267938237965,625,1066,4393
34015501702,79.88948776670674,0.18753413149127088,0.14189389476527994,494.2780312221439,378.15999999999985,2635.6697166575177
34015501703,77.3368707785473,0.1451493458405332,0.10616859179159499,588,432,4051
34015501704,75.65105343187597,0.19349593495934958,0.1596211596211596,833,691,4305
34015501800,72.49014590686721,0.1795031055900621,0.04888613861386139,289,79,1610
34015501900,89.84729671481604,0.20218158121250013,0.15139442231075698,704.0229906294553,532,3482.1321824018087
