GEOID,hous_d,li_d,nw_d,tot199_d,totnw_d,univ_d,rc_hous,rc_li,rc_nw,rc_pop,rr_hous,rr_li,rr_nw,rr_pop
34005701001,119.8,0.3602409638554217,0.4844844844844845,1794,2420,4980,-0.0016731204822700747,5.514964185049776,4.30622345067806,2.4194524459443274e-5,-0.0016108175316815682,3.6137529461591393,3.7342271890892555,2.2886838519827243e-5
34005701002,197.9,0.23396424815983174,0.46976866456361727,890,1787,3804,-4.488444432100363e-4,39.73115687292893,3.7106980286319056,7.69840163973118e-6,-4.321305642852509e-4,26.034364029611908,3.2178054919178187,7.282311974539839e-6
34005701102,269,0.07243121841661988,0.5060347887823926,387,2851,5343,5.323506834246482e-4,9.58590592051805,22.23653169711648,7.748230767180475e-4,5.125272345597088e-4,6.281291156120859,19.282850090220577,7.329447895538312e-4
34005701103,297.8,0.1383240911891559,0.5081638940234134,898,3299,6492,0.0024528091915473923,2.925832273729485,4.021390668606761,3.215607305950227e-4,0.0023614725236365012,1.9171901474573203,3.4872287851891755,3.041807466719394e-4
34005701104,237,0.207010582010582,0.5103615520282186,939,2315,4536,-9.471098840880365e-5,1.7517560335222784,3.0101391673499287,1.40220664423807e-5,-9.11841808097381e-5,1.1478612217018496,2.6103019618943963,1.3264190040974258e-5
34005701105,244.6,0.1311590391022269,0.5430507354156338,748,3286,5703,2.9474984844874666e-4,3.816471368550216,17.89999746195932,2.0270128958474717e-4,2.837740786590204e-4,2.500793149195377,15.522338302382353,1.917455203661233e-4
34005701201,166.8,0.1509560550150956,0.5252324037184595,450,1582,2981,-4.95765442900807e-4,-0.8816122370619481,6.438977094880838,1.691623467129985e-5,-4.7730433969882474e-4,-0.5776880342558035,5.583686869254519,1.6001931839351858e-5
34005701203,150.2,0.20808678500986194,0.34664694280078895,422,703,2028,-5.757871218925169e-4,0.6820237005639848,4.325327829493939,1.815278347217829e-5,-5.543462053626473e-4,0.44690501598265836,3.7507939306023284,1.7171646614074156e-5
34005701204,134.4,0.5834724540901502,0.7953795379537953,1398,1928,2396,-1.3135746926583615e-4,1.8173533647814117,1.2011052884421942,-3.779171292421814e-5,-1.2646603556227122e-4,1.1908447373048128,1.041562305447362,-3.574911474429332e-5
34005701205,154.8,0.34289329396878954,0.364403205398566,813,864,2371,-5.100897362100855e-4,2.5729660114179325,4.064936306768947,8.332417752217675e-6,-4.910952310518662e-4,1.685969879792603,3.524990250160499,7.88206025269967e-6
34005701301,172.6,0.24849565411187877,0.2575523704520397,1115,1168,4487,-6.083110238736764e-4,1.7805181037510465,2.238916249868471,-1.806215134986574e-5,-5.856589960822147e-4,1.1667079471817012,1.9415206921127444,-1.7085913052682872e-5
34005701302,162.2,0.12122342409548675,0.12756434166355837,325,342,2681,-2.7699271687174024e-4,-1.2095600097744266,14.697848518070968,1.0424195367773548e-5,-2.6667817961305973e-4,-0.7925801332904141,12.745531249348799,9.860779718207948e-6
34005701303,289.2,0.09132841328413284,0.34923558666421073,495,1896,5420,4.940460542818866e-4,-0.7326259372346006,20.711545693422543,2.3809705856059525e-4,4.756489769437333e-4,-0.48006279828456266,17.960428190103485,2.252281891490247e-4
34005701401,354.1,0.048742626513505125,0.31853461657870225,314,2052,6442,8.179498795151444e-4,-1.7287648326940295,55.65959898563657,2.1509109328856464e-4,7.874914089702355e-4,-1.132795934432342,48.26632668893235,2.0346566957331103e-4
34005701402,195.3,0.09095149253731344,0.12686567164179105,195,272,2144,-0.001391786139598755,17.70848829261545,34.10992373752065,0.0013243842327028816,-0.0013399593978882364,11.603720276723086,29.579097809788347,0.0012528028034973673
34005701502,251.8,0.19077306733167082,0.226231956197113,765,909,4010,2.781760801719252e-4,7.773821690576288,4.861499678279024,5.84338140636354e-5,2.678174773327913e-4,5.0938990888446405,4.215745997927645,5.527553429759813e-5
34005701700,218.7,0.20015801948907033,0.22520661157024793,760,872,3797,5.594187211331576e-4,0.1021225887826027,0.5450192692585956,-3.120724731585628e-5,5.385873241654055e-4,0.06691717184364596,0.4726242837032848,-2.9520531852716136e-5
34005702101,NA,0.30139174081679215,0.4719562243502052,1321,2070,4383,NA,-2.520312079006517,0.31925867690617943,-3.483289821969024e-5,NA,-1.6514676968238664,0.27685150232229483,-3.29502205372121e-5
34005702203,168.2,0.19144013880855987,0.5876229034123771,662,2032,3458,-5.011256696443889e-4,0.7890808719103498,-0.23173681158642553,-3.446425321048589e-5,-4.824649645933543e-4,0.5170556380681395,-0.20095517858057843,-3.260150036249063e-5
34005702204,185.1,0.40325670498084293,0.5002119542178889,842,1180,2088,3.673717242042214e-4,0.06316793964382253,1.2754021472062143,1.044375898335983e-5,3.536916918196705e-4,0.04139162473792312,1.1059903020987762,9.879285943099361e-6
34005702206,159.5,0.25806451612903225,0.272238514173998,528,557,2046,-1.3975613422606242e-4,-0.08819599467263874,0.7220060472191455,3.529731931284552e-6,-1.3455195460038884e-4,-0.05779158755947702,0.626101883261088,3.338954020981257e-6
34005702207,90.4,0.3286871961102107,0.42171799027552676,1014,1301,3085,-0.001860730940420774,0.640516683361075,-0.24023065157045587,-6.438057872485709e-5,-0.0017914418311975999,0.41970699607349743,-0.20832078061480291,-6.090088323739406e-5
34005702208,189.7,0.23319048322742722,0.3428402541746712,1578,2320,6767,1.8294998593070994e-4,1.7612443948417666,1.1068116846983103,-3.094082503727317e-5,1.7613737198306174e-4,1.1540785954729202,0.9597937342409198,-2.9268509388780663e-5
34005702209,171.6,0.4379493591747421,0.3431860609831985,1401,1103,3199,1.0467160431726757e-4,7.06142827447924,1.8939995650325052,2.6470598114967895e-5,1.0077388752944227e-4,4.627093916614525,1.6424193386327748,2.503989303844553e-5
34005702210,160.4,0.21206096752816433,0.4597751818382191,960,2086,4527,-1.703874845865574e-4,-0.29858395100694396,0.4716839050324543,-1.6435518004890864e-5,-1.640426677335039e-4,-0.19565106797106807,0.4090300661361728,-1.5547197350301054e-5
34005702300,239.2,0.28422515635858236,0.4586518415566366,409,660,1439,0.0013736891002840447,0.470271372808885,3.368232407619837,1.1806390326686207e-5,0.0013225362484446804,0.3081515132209462,2.920829627112142,1.11682686453237e-5
34005702400,363.4,0.11509715994020926,0.185949177877429,385,622,3345,7.464116062956051e-4,-0.6209192840048636,7.060524424366459,4.1449835225451344e-5,7.186170476140766e-4,-0.4068655419344935,6.122673980270684,3.9209519784881976e-5
34005702500,265.1,0.15032345931222335,0.39363651507579545,883,2363,5874,1.5647092965609613e-4,2.503838041020936,5.931630633912068,4.3194949520448284e-5,1.5064433157053886e-4,1.6406728663756622,5.143731309461292,4.0860312679579614e-5
34005702601,206.9,0.0916607606898181,0.3023860146468226,388,1280,4233,2.0186005604390177e-4,-2.394501942923992,1.5068773979101941,-1.7527832840624634e-5,1.9434327692920662e-4,-1.5690289475102475,1.306718662965407,-1.6580473838134352e-5
34005702603,142.1,0.4422815753734722,0.42135697764070934,977,1093,2209,-3.368009049953993e-4,0.8343114946025836,3.6129011158757764,-2.2101370516448547e-5,-3.2425925580488663e-4,0.5466935995355533,3.1329989567238723,-2.0906817115779268e-5
34005702700,237.9,0.08934707903780069,0.44856815578465065,780,3916,8730,2.0048883511459065e-4,4.208731467777816,6.065189248481238,1.259865907822791e-4,1.9302311694303144e-4,2.7578267475435085,5.259549314628385,1.1917716191244068e-4
34005702801,173.2,0.18548387096774194,0.8918406072106262,391,1880,2108,-6.356833218345998e-4,2.6484853011727143,0.4944829487138304,-3.99984720195688e-5,-6.120120160261483e-4,1.7354548894292932,0.42880070966532424,-3.783660107419049e-5
34005702802,163.9,0.3387191539365452,0.8595769682726204,1153,2926,3404,-2.6584523897870067e-4,5.64357491255565,0.20376322326121826,-3.826230041156675e-5,-2.5594580677175806e-4,3.698026819902859,0.17669732589438528,-3.619426752464463e-5
34005702803,161.3,0.14545934530095037,0.8676085818942961,551,3316,3788,-7.921479145473608e-4,2.3661906146418104,0.6033787306557439,-4.2185404560635335e-5,-7.62650246625759e-4,1.5504775766297691,0.5232318497030289,-3.990533245202956e-5
34005702804,161.3,0.16547619047619047,0.8478260869565217,417,2145,2520,-5.335731952134314e-4,-0.24904690486816322,0.5166814677617882,-5.1399599563369744e-5,-5.137042229732315e-4,-0.16319126579985518,0.44805059633187594,-4.862151091923942e-5
34005702805,164.6,0.2411674347158218,0.8236177132849637,942,3292,3906,-1.0804519028835609e-4,1.9445756489319699,0.6060333438345036,-2.3808121891998922e-5,-1.0402184933760282e-4,1.2742088152461504,0.5255338502429866,-2.2521320562259212e-5
34005702806,141.4,0.19580226456779895,0.8192837465564738,709,2974,3621,-5.618054261419292e-4,1.172114949391756,0.24922851779665495,-4.477562457777717e-5,-5.408851540657754e-4,0.7680437641071278,0.21612345901514693,-4.235555408637176e-5
34005702807,148.8,0.23803604723430702,0.9017094017094017,766,2954,3218,-4.7403502933389527e-4,4.305281099904918,2.111874438859827,1.054321562162501e-5,-4.5638311405177533e-4,2.821092166110637,1.8313538625802646,9.973367065607706e-6
34005702808,144.9,0.2736745326386761,0.8228623965675759,893,2685,3263,-5.029077591918966e-4,1.7045247744345726,-0.045146223347386105,-4.546991175840887e-5,-4.841806934464593e-4,1.1169123168763757,-0.03914944420312413,-4.301231585146204e-5
34005702809,111.7,0.2778335005015045,0.8410230692076228,554,1677,1994,-0.0011864557428992732,14.92783931441761,5.0139415287547875,1.1212193272469619e-4,-0.0011422750073762642,9.781663396564737,4.347938976142009,1.0606187251593136e-4
34005702810,239,0.08171521035598706,0.9085760517799353,101,1123,1236,-6.969188840159093e-4,-2.9989677247941366,0.9043279897039079,-5.720454821721049e-5,-6.709673143261233e-4,-1.9651131153833896,0.7842059766951998,-5.411270884210195e-5
34005702811,194.9,0.15511982570806102,0.9116117850953206,356,2104,2295,-9.093504930381712e-4,8.198052813373318,-0.29231224220536794,-7.299579663418634e-5,-8.754884852295513e-4,5.371882121629526,-0.2534843663013008,-6.905045862724982e-5
34005702905,310.5,0.09804866297277764,0.18809980806142035,407,784,4151,-1.3693881887810098e-4,5.537438141244363,5.9490031849268314,-2.6080816534847314e-6,-1.3183954924592538e-4,3.6284793020673423,5.158796262101628,-2.4671178699910925e-6
34005702906,263.2,0.11579509071504802,0.1360078277886497,217,278,1874,5.581306836140022e-5,0.17425469489944953,4.578860634741949,1.1888608208674044e-5,5.373472500408547e-5,0.11418268477282306,3.9706499379663023,1.1246042746304774e-5
34005702907,276.1,0.11443337024732374,0.12698412698412698,310,344,2709,-2.600156975792959e-4,11.812125125666284,4.168990679030302,1.816126354228566e-4,-2.5033334336142197e-4,7.740050622448722,3.615223065640798,1.7179668346243744e-4
34005702908,286.4,0.10241545893719807,0.16333894635554486,424,679,4140,-1.16404700099152e-4,5.295995305769755,12.095631623426582,4.749517966418603e-5,-1.1207007126913047e-4,3.470270702927092,10.488967187779169,4.4928120379739055e-5
