GEOID,li_c,moe_li_c,cv_li_c,cat_li_c
42101035500,0.23655610444601272,0.0606070800984912,0.15574829435325466,Medium
42101035601,0.3140562248995984,0.06667271166292711,0.12905499268549078,Medium
42101035602,0.18258903335217638,0.09092735149524182,0.30272894651224325,Medium
42101035701,0.3595456531236348,0.06707047494608197,0.11339957760848376,High
42101035702,0.39431616341030196,0.1047339199694535,0.16146443479504458,Medium
42101035800,0.1966067864271457,0.08845760588114601,0.27350846618088437,Medium
42101035900,0.24946570817952204,0.05644822851603913,0.13755410626558978,Medium
42101036000,0.2545731707317073,0.06496634161991899,0.15513503122387512,Medium
42101036100,0.31285578747628084,0.09556413344148931,0.1856884240798242,Medium
42101036201,0.1993503857084856,0.0682813654403166,0.20821845260834818,Medium
42101036202,0.13951675759937646,0.0515745914893267,0.22472092809022143,Medium
42101036203,0.21666666666666667,0.05666787927198629,0.15899334843671628,Medium
42101036301,0.24026666666666666,0.07010563744072645,0.1773754527409425,Medium
42101036302,0.2966029117898944,0.13059340635239952,0.2676578206496517,Medium
42101036303,0.13390795751885487,0.044094177081221854,0.200174592807671,Medium
42101036400,0.6531986531986532,0.4287730816056343,0.3990399061099658,Medium
42101036501,0.25687084605712235,0.07790292726903396,0.18436269947359535,Medium
42101036502,0.09486931268151017,0.06090369070299584,0.3902581260231667,Medium
42101036600,0.06496985934360348,0.04453768024625704,0.4167252004365729,Low
42101036700,0.1169744942832014,0.06264942530394794,0.3255817198189493,Medium
42101036900,0.5202156334231806,0.11742780258155859,0.13722133252833438,Medium
42101037200,0.3931163661905877,0.07360502719367232,0.11382048988639368,High
42101037300,0.19264521521103217,0.04722390315586595,0.14901766379680384,Medium
42101037500,0.3224376731301939,0.08994640508068756,0.1695790233558331,Medium
42101037600,0.3550561797752809,0.11978281959731232,0.20508389335079058,Medium
42101037700,0.7591489361702127,0.10724330912404674,0.08587708930497016,High
42101037800,0.34643226473629785,0.1155032243139202,0.20267952259050187,Medium
42101037900,0.41459661464058034,0.10140684534293527,0.14868789689022377,Medium
42101038000,0.43329043329043326,0.09451085963384427,0.1325979197727834,Medium
42101038100,0.6516129032258065,0.1673363719088859,0.15611145472856428,Medium
42101038200,0.5543685616177032,0.1153694711464175,0.12651045164903985,Medium
42101038300,0.64801657785672,0.08579195859333016,0.08048122239500051,High
42101038400,0.16365873666940114,0.060688639199137556,0.2254251165413494,Medium
42101038500,0.07576601671309192,0.03547645856733125,0.284642602933844,Medium
42101038600,0.07744107744107744,0.03988322168107476,0.31307828305217933,Medium
42101038700,0.08124618204031765,0.06311625894625657,0.47225045544722905,Low
42101038800,0.18349717009234434,0.05779591984464685,0.19147051565002118,Medium
42101038900,0.40190067443286326,0.10223835182392375,0.1546426211920362,Medium
42101039000,0.5827567855242151,0.0903765037091987,0.09427624902892914,High
42101980000,0.8767676767676768,0.19603739706396223,0.1359216051246779,Medium
42101980100,0.19607843137254902,0.3068416887400131,0.9513025000450255,Low
42101980200,0.21367521367521367,0.2475656535264777,0.7043205218868789,Low
42101989100,0.948051948051948,0.34498504621978693,0.22120871515113125,Medium
42091203304,0.17488262910798122,0.06290705831156378,0.21866878962670014,Medium
42091203401,0.17584881486226778,0.06069725767427249,0.20982813566426797,Medium
42091203402,0.12777119647994584,0.056510777311410874,0.2688638524391609,Medium
42091203403,0.19363474122546104,0.06606506003436333,0.2074066382189939,Medium
42091203500,0.29778481012658226,0.06852089263975489,0.13987966028613774,Medium
42091203601,0.45305164319248825,0.1279528064207242,0.1716865223088603,Medium
42091203602,0.2527285956827553,0.0716648544376826,0.17237962700124573,Medium
42091203700,0.5288326300984529,0.13631368999732463,0.15669506820813847,Medium
42091203801,0.4697406340057637,0.10921864009853473,0.1413424883517316,Medium
42091203803,0.4499196572040707,0.0895878164670714,0.12104534183240867,Medium
42091203804,0.4606741573033708,0.13554006890286383,0.1788578268567704,Medium
42091203901,0.6428386428386429,0.11625476685192355,0.10993674941408581,High
42091203902,0.5287321374277896,0.1528654336802074,0.17575499715072324,Medium
42091204002,0.1669068895935428,0.07359501429461597,0.2680453192938489,Medium
42091204007,0.2111716621253406,0.08238403991653509,0.2371600560789754,Medium
42091204008,0.07817836812144212,0.06485574052413454,0.5043080717711645,Low
42091204009,0.1834228702993093,0.07679918408429781,0.2545289691389911,Medium
42091204010,0.043859649122807015,0.028530424701238302,0.39543688947612965,Medium
42091204101,0.2570159027128157,0.10765236041167679,0.2546230162929715,Medium
42091204102,0.2072377721232683,0.05829237282997404,0.17099244284811818,Medium
42091204200,0.2111024237685692,0.06103022028892589,0.17574614825967852,Medium
42091204300,0.19351145038167938,0.08045282774282357,0.25273695159703097,Medium
42091204400,0.10430906389301635,0.05722886480535251,0.3335240694325569,Medium
42091204500,0.02580800771828268,0.013652596282585736,0.32158432058404374,Medium
42091204600,0.04730021598272138,0.03274147358536262,0.42079366754168274,Low
42091204701,0.058772687986171135,0.03474638744923889,0.359391831564182,Medium
42091204702,0.1001560062402496,0.036740376141802956,0.22299786104305216,Medium
42091204800,0.07103360272224585,0.032857972621593026,0.28119721760138766,Medium
42091204900,0.062193490860454746,0.024671595363975125,0.24114951749690583,Medium
42091205000,0.3524075366364271,0.12217824917169923,0.2107573878997803,Medium
42091205100,0.18036711891460494,0.0668236249298556,0.22521989949998403,Medium
42091205200,0.07842428623057462,0.036480021226391365,0.28277343362353424,Medium
42091205300,0.38299951148021494,0.18356605179977062,0.2913588704439322,Medium
42091205400,0.09227257906749266,0.03320534424662388,0.21876076085449095,Medium
42091205501,0.23303834808259588,0.07880941672678722,0.20558187272810485,Medium
42091205502,0.045355784899511135,0.025999116879947024,0.34846567661745786,Medium
42091205503,0.10169133192389006,0.039263262558440294,0.23471267673277255,Medium
42091205600,0.08049463369108727,0.034986533488296716,0.26422145725886914,Medium
42091205700,0.29995569339831635,0.08698291049789132,0.17628319916109486,Medium
42091205801,0.13312586445366528,0.045975928155708876,0.20994336908587227,Medium
42091205805,0.24397776405188387,0.09875855512440528,0.24606994843817037,Medium
42091205806,0.3735236220472441,0.15175635705364154,0.2469806436504596,Medium
42091205807,0.14676390154968094,0.07715102019878735,0.3195630242521842,Medium
42091205808,0.10584010584010584,0.06140420491463272,0.3526809033904926,Medium
42091205809,0.06882591093117409,0.03389956271329857,0.29941684213069003,Medium
42091205903,0.06072401712728688,0.050437851990652274,0.5049288510793614,Low
42091205904,0.05002337540906966,0.04052964339161589,0.49253135934247866,Low
42091205905,0.14078987036478746,0.04837950191476282,0.2088930935366639,Medium
42091205906,0.15499172642029785,0.11536875037308762,0.45249498518406445,Low
42091206004,0.18041829464490922,0.06660261691294148,0.2244113497285411,Medium
42091206005,0.14451524806554392,0.06595179432502014,0.27742592371456193,Medium
42091206006,0.08465430016863407,0.038183011258733024,0.27419229678766616,Medium
42091206007,0.08037443511943189,0.05148841527538007,0.389426668432093,Medium
42091206102,0.11496142658403946,0.03003145478096768,0.15880286159219117,Medium
42091206104,0.19576379974326058,0.12884567115971407,0.40010275682263097,Low
42091206105,0.035001955416503715,0.02262908862996048,0.3930147535399905,Medium
42091206106,0.08043190832966064,0.04746321830358819,0.35872604348866755,Medium
42091206201,0.3103049015824006,0.09631789923764252,0.18869155508531188,Medium
