GEOID,hous,li,nw,tot199,totnw,univ
34005700102,-17.004303143626043,11.252393857117806,-0.8677839817300708,229.21565201938836,-211.5842477876106,-688.3106656185321
34005700103,-19.097722801167304,7.932380293037124,-0.10777042802171444,203.215646850408,-141.5842477876106,-67.31071552109489
34005700104,-0.8387131590527117,1.524230510363223,7.250094052964947,-70.78435364263999,-184.5842477876106,-529.3107005941476
34005700200,-1.765048698593982,4.413565393729579,-7.241526262315807,56.21564964517245,-381.5842477876106,-519.3106921801066
34005700303,-1.0544625540254726,4.109274374426004,-14.859583880373425,258.2156511614447,-237.5842477876106,775.6893239797007
34005700304,-13.58612574427205,15.840575868943136,-6.636625880451481,330.2156499952224,-382.5842477876106,-453.31068675160924
34005700305,-11.608800426030182,-2.8321908916150687,-9.103049617435659,-59.704317349291046,-258.06424778761016,-21.052698961776798
34005700306,-12.66605041357057,-1.430974464124748,-9.998464336796804,-111.78435002431172,-478.5842477876106,-807.31068806193
34005700307,-19.335433370442484,-0.07515728603181948,-14.037321173883866,-45.784349264088746,-543.5842477876106,-129.31066645068432
34005700401,4.168032823067439,6.364569319458605,-6.0283157297504335,35.2156491831164,-411.5842477876106,-562.3106964536985
34005700402,2.2013317361364573,-3.950881040695835,-7.643523944490591,-212.7843484640208,-371.5842477876106,-852.3106752273654
34005700403,-4.001513938723558,2.51636851975589,-6.236253089520444,145.21564903111073,-187.5842477876106,-359.31069300830706
34005700405,2.300381956179753,8.786879234135606,-4.861999821926883,76.21564922689583,-400.5842477876106,-430.3106956212344
34005700407,-58.31773477957854,17.603351649702276,14.593734479054739,1026.7239835213277,989.2457522123898,-261.5589957162959
34005700408,-61.32060766016355,0.15270013875294097,31.99774322398784,-135.3008821598654,330.58575221238925,-818.1321021375791
34005700501,25.885534367729083,-5.803782869296901,-2.8084950988916972,-238.78434919073345,76.4157522123894,-274.3106779122375
34005700502,89.65871096928483,6.156356173297819,-12.209814196795893,74.13562088205515,-518.1042477876106,-321.56863402416485
34005700503,181.18123401436586,-8.99042583122603,-15.523928590402686,-331.9161026355606,-565.5842477876106,-332.2756961771577
34005700504,50.72177458963673,-12.052307506198378,-11.942873139332876,-378.65259668715777,-496.5842477876106,-371.3456727772885
34005700505,-34.10674782462244,-4.047427442685777,1.0402685625539085,-30.784349690638123,747.2857522123893,3290.68932163586
34005700602,-33.30414149333556,7.016290598488068,-1.0430375037570379,732.2156512567079,437.4157522123894,2534.689329714264
34005700603,16.604887290984994,-1.181890747141514,-10.374127789218583,186.16991997071534,-124.5842477876106,606.4356563413328
34005700605,-33.07264131157465,-1.159449328881327,-5.866455815849509,-63.78435700126204,-208.5842477876106,-1113.31081443656
34005700701,-17.216740385878477,4.886354474185447,11.560306221861005,130.21564909894084,274.4157522123894,-438.3106938062031
34005700702,-5.004411702018397,-6.793281400478827,8.44335160413674,-176.78434783843397,21.415752212389407,-250.31067699213446
34005700703,1.3269890713628927,23.461413293698726,10.894986215034177,365.2613826886776,-51.58424778761059,-870.0570143002562
34005700800,40.094693337850025,-3.8221196833068714,6.98302436102324,2.2156502438175494,421.4157522123894,655.6893154669294
34005700900,-30.88439472121676,7.475106578387043,-2.708352637820287,-40.584842705231495,-416.5842477876106,-1075.5705220795282
34005701001,-87.89096915557079,12.331316802397337,12.335273209220514,733.2156750919112,840.4157522123894,-77.310557986981
34005701002,-29.890090597625242,16.366558978138677,10.817099848440755,613.003177406584,402.2957522123895,-393.35878655209837
34005701102,25.223589979415767,-7.364532977916102,16.58543753782378,77.07810459734324,1926.3357522123895,3502.510730715933
34005701103,105.6813634076809,-10.474835735397113,-11.163764066116741,144.21564970734187,1303.4157522123894,3094.6893123210807
34005701104,-11.21658722828563,0.0646054464925978,9.79322083022074,58.88244819493593,573.5457522123891,-270.0422904908185
34005701105,10.743304593078893,-4.762567061804431,25.437784967231316,138.56252329110714,2228.515752212389,2002.4231205366684
34005701201,-28.50815299773397,-8.22423758502198,19.78632207232252,-256.7843540023197,493.4157522123894,-320.3107070920726
34005701203,-30.098668844082265,-3.1078024491981626,4.7867922632771,-122.78432585101314,-170.5842477876106,-370.31056419946805
34005701204,-10.063529417707098,16.871143645593406,15.792036080966838,180.21564509658208,-34.58424778761059,-913.3106992715532
34005701205,-27.56247351324863,6.130421311505783,5.868378823902589,91.2156475003984,-88.5842477876106,-429.31069660012537
34005701301,-35.612936463328516,3.3062357416931274,-2.8920885460211423,105.10134875479946,-86.5842477876106,-840.1826548521333
34005701302,-17.348346826968918,-8.220397671438489,-4.2030519325667655,-262.67099749401604,-301.5842477876106,-399.44336157940626
34005701303,25.409845485603302,-15.26379642097417,11.628916245725954,-246.79561262252867,1070.4157522123894,2094.600601720855
34005701401,53.15274739965562,-12.337921210835761,13.093807015444163,-315.9856007749572,1361.4157522123894,2421.573672850137
34005701402,-105.63738451917798,-8.117492277125724,-3.8346337437040603,-20.621031949682447,-335.5842477876106,1290.391983434
34005701502,10.337685486478609,5.319661304935444,-2.699762066501684,280.21564537102904,-23.584247787610593,235.68926549878387
34005701700,20.577570262647942,-1.388277712662072,-9.239821708559987,-155.78435054934346,-451.5842477876106,-1024.3106894397754
34005702101,NA,-22.568367868787128,-1.638108518753306,-1309.434568439914,-386.5842477876106,-1185.4637056224767
34005702203,-28.984338180750267,0.524778162102141,-11.195016799142678,-85.94676731945287,-755.5842477876106,-1034.9288764841033
34005702204,9.563036374695702,-5.27445516051692,0.2441514720009863,-160.12242088146456,-233.7142477876107,-422.2714482571244
34005702206,-11.240879280000751,-4.910697466897206,-9.492037948010786,-178.4828957776956,-477.5842477876106,-475.7645820406397
34005702207,-80.42244661786982,6.653825708355191,-7.029785251810914,-62.999836004030726,-698.7642477876104,-1525.712752564936
34005702208,2.4592107114381934,3.6818609774541553,-2.4152986821810174,216.06524505105574,39.41575221238941,-1422.830918820335
34005702209,-1.363743601267525,18.655927718488577,-4.70156830667899,621.4640738734445,-158.8642477876108,-206.30799462885972
34005702210,-12.563734161735123,-3.9329102609135855,-4.348140844247922,-225.51748250383548,-302.30424778761085,-810.5004316771331
34005702300,54.29891978313287,-3.060878828552182,9.24776458937859,-137.2500594048227,-236.59424778761058,-440.491506060542
34005702400,50.23161140711019,-7.692141817052484,-2.52289699205717,-219.37282167386786,-149.13424778761078,-41.28767189186357
34005702500,4.09745487619124,-1.109852279726283,8.787105310103968,108.47192998325613,983.4257522123896,337.29703457347995
34005702601,4.061057133135582,-10.221070377183914,-3.5621594907062324,-474.67896498669836,-157.7742477876102,-811.0282891137861
34005702603,-18.311097414112776,5.028940277983752,9.1865533557515775,-39.90480205258643,11.415752212389407,-709.7097503446441
34005702700,5.440307072058222,-2.6850561143392087,8.497848825956687,170.38893152778297,2033.9857522123891,2356.2288992557455
34005702801,-37.31897448482625,3.8740553651508343,11.446551682768572,-41.7822247646323,-319.6842477876105,-888.9451270889397
34005702802,-16.961524778003007,15.576642986158598,2.76633661511228,417.215648901093,-399.5842477876106,-1094.3106940643831
34005702803,-44.141005275347204,1.9341124899817128,11.385292696027868,-2.802611353358884,-30.584247787610593,-1241.5544414727121
34005702804,-29.69292454704178,-1.4750151815114734,11.927578819832746,-189.78434823258715,-270.5842477876106,-1128.3106735934764
