geoid,year,pop,hu,own,vhu,rm,em
34005700102,2000,2.76,1.138,80.36866359447005,4.657293497363796,3.876811594202899,1.6304347826086956
34005700103,2000,2.467,1.308,65.1778329197684,7.568807339449542,16.295095257397648,3.1617349006890962
34005700104,2000,1.864,0.773,62.53521126760564,8.15006468305304,45.01072961373391,5.686695278969957
34005700200,2000,2.759,1.113,76.26641651031895,4.22282120395328,4.168176875679594,1.0873504893077202
34005700303,2000,2.411,0.902,92.12328767123287,2.882483370288248,23.973454997926172,2.364164247200332
34005700304,2000,2.39,0.894,95.9954233409611,2.237136465324385,5.941422594142259,1.0878661087866108
34005700305,2000,4.93337,1.6952,96.47380154076943,1.2983718735252472,6.844017059367236,1.2557364554786192
34005700306,2000,2.622,0.895,97.74266365688487,1.005586592178771,4.385964912280701,1.7543859649122806
34005700307,2000,2.266,0.769,98.67724867724867,1.6905071521456438,3.927625772285966,1.500441306266549
34005700401,2000,2.051,0.807,90.42145593869732,2.973977695167286,1.8527547537786446,0.9263773768893223
34005700402,2000,3.452,1.313,93.141075604053,2.284843869002285,3.0127462340672073,1.8539976825028968
34005700403,2000,4.248,1.651,79.30174563591022,2.8467595396729255,4.731638418079096,2.236346516007533
34005700405,2000,1.741,0.703,80.99415204678363,2.7027027027027026,2.757036186099943,1.4359563469270535
34005700407,2000,5.23122,2.93412,12.764862020044848,10.63351192180279,43.45066733954985,9.57711585442784
34005700408,2000,2.35582,1.60091,10.25021535479703,7.182789788307914,23.21909144162117,6.197417459738011
34005700501,2000,5.387,2.259,76.17295308187673,3.7627268702965915,9.021718953035085,1.6892519027287918
34005700502,2000,1.91863,0.7258,89.12137438013026,2.478644254615598,6.273193512071046,1.9310553308593585
34005700503,2000,3.69018,1.36907,83.55867184156989,2.702564514597501,20.406050653355663,2.4389054192478414
34005700504,2000,3.13882,1.1879300000000002,72.59831002793123,4.4615423467712745,6.912788882446271,1.9115463773010237
34005700505,2000,4.855,1.661,89.40520446096654,2.8296207104154125,9.845520082389289,1.0916580844490216
34005700602,2000,4.51,1.705,93.73116335141651,2.6979472140762466,10.776053215077605,2.4390243902439024
34005700603,2000,6.13,2.493,51.65508786268901,1.8451664661050944,29.086460032626427,4.747145187601958
34005700605,2000,4.896,1.738,81.57894736842105,1.611047180667434,8.006535947712418,2.1241830065359477
34005700701,2000,3.123,1.248,73.45424567188789,2.8044871794871797,5.731668267691322,2.4335574767851424
34005700702,2000,2.324,0.94,61.373873873873876,5.531914893617021,12.564543889845096,4.862306368330465
34005700703,2000,2.464,0.93,66.1345496009122,5.698924731182796,12.297077922077921,5.51948051948052
34005700800,2000,3.237,1.285,81.25509372453138,4.5136186770428015,4.10874266295953,1.9462465245597778
34005700900,2000,2.661,1.042,69.79166666666666,7.869481765834934,35.32506576475009,4.584742577978203
34005701001,2000,3.776,1.797,54.97041420118344,5.954368391764051,31.25,6.753177966101695
34005701002,2000,4.09323,1.50577,75.60818981124085,2.7892706057366,32.538850736459956,6.44967421816023
34005701102,2000,4.6998299999999995,1.71672,76.85533603522526,3.5585302204203315,22.617839368658014,3.982901545584531
34005701103,2000,5.787,2.04,87.03054581872809,2.107843137254902,37.72248142388111,4.199066874027993
34005701104,2000,4.5795900000000005,1.73665,64.59975114060555,2.818645092563271,35.815433259309245,3.8407284478993797
34005701105,2000,5.22639,1.85486,78.22175566918379,4.4747312465630715,31.816033629331137,3.976741115760591
34005701201,2000,2.948,1.189,83.43504795117698,3.532380151387721,25.780189959294436,2.8154681139755766
34005701203,2000,1.857,0.784,65.87926509186352,2.806122448979592,22.186322024771137,3.607969843834141
34005701204,2000,2.648,1.162,46.16895874263262,12.392426850258175,55.966767371601215,4.229607250755287
34005701205,2000,2.283,1.046,65.39649845520083,7.170172084130019,19.44809461235217,3.0661410424879545
34005701301,2000,4.598,1.952,66.53992395437263,5.686475409836065,19.791213571117876,1.8051326663766853
34005701302,2000,2.612,1.082,83.31688055281342,6.377079482439926,4.862174578866769,1.8376722817764166
34005701303,2000,3.536,1.357,87.72200772200772,4.568901989683124,14.677601809954751,3.4502262443438916
34005701401,2000,3.53756,1.19821,92.02829108610294,1.5890369801620718,5.65363033738039,2.3176992051018215
34005701402,2000,1.553,0.924,98.55233853006682,2.813852813852814,2.1249195106245975,0.7083065035415326
34005701502,2000,3.272,1.411,59.63503649635037,2.9057406094968106,10.574572127139364,4.21760391198044
34005701700,2000,3.969,1.884,55.833807626636315,6.740976645435244,18.74527588813303,2.821869488536155
34005702101,2000,3.08988,0.94896,1.2600662107518013,8.007713707637835,31.780095731563264,8.12294288793452
34005702203,2000,3.571,1.458,63.22081575246132,2.4691358024691357,50.43405208625035,10.557266872024643
34005702204,2000,2.0356300000000003,0.6625800000000001,56.80668502273164,5.720063992272627,34.94660103555673,8.765793558782494
34005702206,2000,1.87997,0.7669900000000001,79.77340556443514,7.822787780805486,22.97855816848141,6.436272919248712
34005702207,2000,3.78924,1.6457899999999999,76.84041017041636,8.688836364299213,32.704183424644526,7.761978655350413
34005702208,2000,7.18756,2.4748200000000002,92.91845857614237,4.727616553931213,25.335579807333787,7.485154906532953
34005702209,2000,3.02,1.121,85.17073170731707,8.563782337198928,29.00662251655629,6.357615894039735
34005702210,2000,5.042590000000001,1.87179,74.39854692321144,5.289054861923613,39.877404027303484,11.283288944768463
34005702300,2000,1.2859800000000001,0.5237999999999999,49.01985266575103,8.258877434135165,22.732857431686345,8.548277980388649
34005702400,2000,3.21752,1.1340299999999999,91.0603955690418,3.519307249367308,8.08075785076705,1.7656455903926005
34005702500,2000,6.199949999999999,2.3110999999999997,70.43385254226625,3.717710181298952,21.753688733475705,4.72487681352269
34005702601,2000,4.4713199999999995,1.80549,75.25036427134168,4.209937468498856,22.083908295331803,5.88282654786506
34005702603,2000,2.708,0.992,47.15261958997722,11.491935483870968,27.141802067946823,7.23781388478582
34005702700,2000,7.2148900000000005,2.58039,93.06805577562986,2.169827041648752,29.195732713873667,6.208402056854565
