geoid,year,pop,hu,own,vhu,rm,em
34005700102,2010,2.638,1.118,83.36501901140684,5.903398926654741,8.263836239575435,2.312357846853677
34005700103,2010,2.839,1.519,73.23340471092077,7.7682685977616845,17.47094047199718,5.424445227192674
34005700104,2010,1.921,0.755,62.44665718349929,6.887417218543046,44.66423737636648,9.474232170744404
34005700200,2010,2.779,1.112,78.240302743614,4.946043165467626,6.585102554875855,2.0151133501259446
34005700303,2010,2.897,1.187,81.66214995483288,6.739679865206402,25.232999654815323,5.108733172247152
34005700304,2010,2.454,0.907,94.21112372304201,2.8665931642778393,8.149959250203748,3.5452322738386304
34005700305,2010,4.894,1.832,96.19750283768444,3.820960698689956,6.824683285655905,2.370249284838578
34005700306,2010,2.542,0.892,96.875,3.1390134529147984,6.254917387883556,2.675059008654603
34005700307,2010,2.782,0.94,98.58849077090119,2.021276595744681,7.6923076923076925,2.12077641984184
34005700401,2010,2.051,0.816,88.63346104725414,4.044117647058823,4.680643588493418,2.925402242808386
34005700402,2010,3.345,1.323,92.1278254091972,3.0234315948601664,6.547085201793721,4.125560538116592
34005700403,2010,4.438,1.763,73.44868735083531,4.934770277935337,7.908968003605228,4.641730509238395
34005700405,2010,1.643,0.694,79.64071856287424,3.7463976945244957,7.912355447352404,3.956177723676202
34005700407,2010,5.529,3.139,12.025540971975877,10.194329404268876,48.05570627599928,17.344908663411104
34005700408,2010,2.125,1.451,12.422839506172838,10.682288077188145,30.023529411764706,7.670588235294118
34005700501,2010,5.483,2.228,72.90201593999063,4.26391382405745,15.648367681925954,4.4136421666970636
34005700502,2010,2.215,0.86,78.55392156862744,5.116279069767442,11.060948081264108,5.056433408577878
34005700503,2010,3.713,1.402,82.84862043251306,4.3509272467903,19.849178561809858,3.932130352814436
34005700504,2010,3.136,1.219,72.4778761061947,7.301066447908121,10.299744897959185,2.8380102040816326
34005700505,2010,6.179,2.153,87.0935960591133,5.712958662331631,16.99304094513675,2.1362680045314777
34005700602,2010,6.505,2.389,92.40069084628671,3.055671829217246,19.661798616448888,4.25826287471176
34005700603,2010,5.621,2.296,59.81132075471698,7.665505226480835,24.71090553282334,6.262230919765166
34005700605,2010,4.77,1.757,78.91355140186917,2.5611838360842345,11.320754716981133,3.1446540880503147
34005700701,2010,3.205,1.259,71.68576104746317,2.938840349483717,17.19188767550702,8.76755070202808
34005700702,2010,2.451,0.961,57.674943566591416,7.804370447450572,22.807017543859647,12.933496532027744
34005700703,2010,2.423,0.927,65.09988249118685,8.198489751887811,20.181593066446553,13.12422616591003
34005700800,2010,4.283,1.853,82.39316239316238,5.2887209929843495,17.207564791034322,3.5489143123978524
34005700900,2010,2.577,1.086,68.46307385229541,7.734806629834254,38.33915405510283,9.157935584012417
34005701001,2010,4.862,2.484,52.66608391608392,7.890499194847021,41.95804195804196,11.3944878650761
34005701002,2010,4.019,1.442,76.48745519713262,3.259361997226075,42.697188355312264,10.350833540681762
34005701102,2010,5.516,1.988,80.64684402712572,3.571428571428571,33.37563451776649,6.961566352429297
34005701103,2010,6.371,2.125,86.65060240963855,2.3529411764705883,42.175482655784016,7.157432114267776
34005701104,2010,4.556,1.785,65.74941451990632,4.313725490196078,43.129938542581215,6.957857769973661
34005701105,2010,6.151,2.207,78.54077253218884,4.984141368373358,45.033327914160296,7.088278328727037
34005701201,2010,2.967,1.193,81.78603006189213,5.1969823973176865,35.760026963262554,6.268958543983821
34005701203,2010,1.857,0.788,65.02659574468085,4.568527918781726,29.509962304792676,5.546580506192784
34005701204,2010,2.818,1.203,36.16412213740458,12.884455527847049,63.697657913413764,6.8488289567068845
34005701205,2010,2.278,1.039,64.18554476806904,10.779595765158806,29.455662862159787,7.1553994732221256
34005701301,2010,4.426,1.998,69.84383414108778,7.057057057057057,25.802078626299142,5.241753276095797
34005701302,2010,2.649,1.091,83.0945558739255,4.032997250229148,11.43827859569649,3.5107587768969424
34005701303,2010,5.034,1.964,90.16568679850347,4.7352342158859475,23.182359952324195,4.986094557012316
34005701401,2010,6.495,2.305,93.05555555555556,3.16702819956616,25.357967667436487,5.973826020015396
34005701402,2010,2.049,1.224,96.40718562874252,4.493464052287582,7.027818448023426,1.9521717911176184
34005701502,2010,3.724,1.664,66.62362814719174,6.9110576923076925,15.70891514500537,6.095596133190118
34005701700,2010,3.924,2.014,52.77030661646046,7.696127110228401,16.488277268093782,5.81039755351682
34005702101,2010,2.887,1.391,0.4484304932735426,35.873472322070455,31.4859715968133,14.513335642535505
34005702203,2010,3.309,1.465,62.7855563743552,7.3720136518771335,46.32819582955576,14.415231187669992
34005702204,2010,2.289,0.7,57.993730407523515,8.857142857142856,38.79423328964614,15.98951507208388
34005702206,2010,1.875,0.772,78.71148459383754,7.512953367875648,20.106666666666666,8.746666666666666
34005702207,2010,3.682,1.595,73.6664415935179,7.147335423197493,31.45029875067898,10.320478001086366
34005702208,2010,7.064,2.574,91.29714048901782,6.2548562548562545,25.59456398640997,10.206681766704417
34005702209,2010,3.065,1.139,85.07042253521126,6.4969271290605795,26.42740619902121,9.853181076672104
34005702210,2010,4.863,1.859,74.94305239179954,5.540613232920926,39.50236479539379,13.798067036808554
34005702300,2010,1.409,0.642,66.60929432013769,9.501557632398754,25.621007806955287,12.70404542228531
