GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,CL8AA1990,CL8AA1990L,CL8AA1990U,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,CM1AA1990,CM1AA1990L,CM1AA1990U,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AB1990,CM1AB1990L,CM1AB1990U,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AC1990,CM1AC1990L,CM1AC1990U,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AD1990,CM1AD1990L,CM1AD1990U,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AE1990,CM1AE1990L,CM1AE1990U,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AF1990,CM1AF1990L,CM1AF1990U,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AG1990,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,CY8AA1990,CY8AA1990L,CY8AA1990U,CY8AA2000,CY8AA2000L,CY8AA2000U,CY8AA2010,CY8AB1990,CY8AB1990L,CY8AB1990U,CY8AB2000,CY8AB2000L,CY8AB2000U,CY8AB2010,CY8AC1990,CY8AC1990L,CY8AC1990U,CY8AC2000,CY8AC2000L,CY8AC2000U,CY8AC2010,CY8AD1990,CY8AD1990L,CY8AD1990U,CY8AD2000,CY8AD2000L,CY8AD2000U,CY8AD2010,CY8AE1990,CY8AE1990L,CY8AE1990U,CY8AE2000,CY8AE2000L,CY8AE2000U,CY8AE2010,CY8AF1990,CY8AF1990L,CY8AF1990U,CY8AF2000,CY8AF2000L,CY8AF2000U,CY8AF2010,CM7AA1990,CM7AA1990L,CM7AA1990U,CM7AA2000,CM7AA2000L,CM7AA2000U,CM7AA2010,CN1AA1990,CN1AA1990L,CN1AA1990U,CN1AA2000,CN1AA2000L,CN1AA2000U,CN1AA2010,CN1AB1990,CN1AB1990L,CN1AB1990U,CN1AB2000,CN1AB2000L,CN1AB2000U,CN1AB2010
G4201290803302,2010,Pennsylvania,42,Westmoreland County,129,803302,3647.14,3389,3650,3581.6,3317,3584,4137,3625.17,3369,3628,3550.66,3291,3553,4056,7,6,7,5,4,5,28,1,1,1,1,1,1,5,13,13,13,10,10,10,14,0,0,0,0,0,0,0,0.98,0,1,0,0,0,1,NA,14.94,11,15,33,3617.21,3363,3620,3547.73,3291,3550,4049,7,6,7,11.94,7,12,37,1,1,1,1,1,1,5,13,13,13,10,10,10,15,0,0,0,0,0,0,1,8.93,6,9,10.93,8,11,30,1353.99,1259,1355,1465.02,1356,1466,1689,1162.07,1075,1163,1275.09,1172,1276,1467,168.95,164,169,159.95,156,160,149
G4201290803400,2010,Pennsylvania,42,Westmoreland County,129,803400,2142.53,2141,2149,2131,2131,2131,3190,2133.53,2132,2140,2112,2112,2112,3072,0,0,0,5,5,5,40,0,0,0,0,0,0,0,8,8,8,11,11,11,39,0,0,0,0,0,0,0,1,1,1,0,0,0,11,NA,3,3,3,28,2132.53,2131,2139,2108,2108,2108,3075,0,0,0,7,7,7,52,0,0,0,0,0,0,0,8,8,8,11,11,11,41,1,1,1,0,0,0,3,1,1,1,5,5,5,19,818.57,818,821,858,858,858,1245,692.57,692,695,736,736,736,1049,116,116,116,110,110,110,132
G4201290803501,2010,Pennsylvania,42,Westmoreland County,129,803501,3688.95,2873,4487,3936,3299,4287,4601,3660.75,2857,4428,3888.7,3256,4225,4475,20.24,9,47,13.29,12,18,25,1,1,1,7.04,7,10,3,6.94,6,9,10.85,10,11,68,0,0,0,0,0,0,0,0.02,0,2,1.23,0,5,0,NA,14.88,14,18,30,3656.71,2853,4420,3894.59,3265,4231,4477,20.24,9,47,15.29,14,21,33,1,1,1,7.01,7,8,3,6.94,6,9,10.85,10,11,68,0.02,0,2,0.23,0,4,0,4.05,4,8,8.01,3,12,20,1204.85,943,1586,1354.99,1147,1516,1852,1105.39,877,1222,1266.77,1080,1346,1612,73.38,46,328,63.4,49,134,152
G4201290803502,2010,Pennsylvania,42,Westmoreland County,129,803502,4006.02,3143,4723,4277.83,3800,4743,3986,3990.96,3134,4671,4223.88,3760,4649,3913,2.07,2,31,17.06,17,35,26,0,0,0,0,0,0,1,7.01,5,15,20.96,16,30,9,0,0,0,1,1,1,0,5.98,2,6,1.02,1,8,12,NA,13.9,5,20,25,3979.95,3123,4657,4219.81,3752,4639,3908,2.07,2,31,18.05,17,37,33,0,0,0,0,0,0,0,7.01,5,15,21.98,17,35,10,2.99,2,3,0.01,0,2,6,13.99,11,17,17.99,14,30,29,1438.74,1172,1896,1630.01,1469,1950,1681,1275.43,1022,1286,1472.01,1316,1484,1471,116.77,110,520,114.84,111,370,131
G4201290803600,2010,Pennsylvania,42,Westmoreland County,129,803600,2094.11,1338,2388,1910.88,1624,2181,1717,2079.1,1329,2372,1870.98,1587,2137,1685,8,8,8,9.9,7,14,9,0,0,0,4,4,4,0,7,1,7,15,15,15,10,0,0,0,6,6,6,0,0.02,0,1,0,0,0,0,NA,5,5,5,13,2077.14,1329,2367,1867.2,1585,2130,1680,8,8,8,12.9,10,17,14,0,0,0,4,4,4,0,7,1,7,21,21,21,10,0,0,0,0,0,0,0,1.97,0,6,5.79,4,9,13,833.25,533,957,804.9,685,919,819,666.12,428,755,651.67,566,732,610,133.61,86,164,106.75,81,136,132
G4201290803700,2010,Pennsylvania,42,Westmoreland County,129,803700,4578.29,4441,6212,4224.02,4118,5646,4166,4475.63,4356,6006,4140.16,4041,5449,4049,62.01,45,112,27.91,24,90,57,1,1,1,1.01,1,2,4,39.41,39,72,27.17,27,48,29,0,0,0,0,0,0,2,0.23,0,21,5.88,5,18,3,NA,21.89,20,39,22,4460.43,4341,5979,4147.49,4048,5452,4031,62,45,111,35.65,31,101,65,1,1,1,0,0,0,4,39.41,39,72,27.17,27,48,31,0.02,0,2,4.84,4,12,2,15.42,15,47,8.88,8,33,33,1783.88,1728,2336,1719.73,1675,2260,1929,1426.02,1389,1674,1429.88,1402,1682,1558,266.57,249,552,202.39,188,475,239
G4201290803800,2010,Pennsylvania,42,Westmoreland County,129,803800,4597.27,3677,6577,4854.77,3950,5829,5838,4466.38,3558,6300,4719.51,3825,5636,5643,97.84,94,189,67.11,63,91,84,4,3,6,0,0,0,9,26.04,19,65,38.1,32,61,56,0,0,0,0,0,0,3,3.01,3,17,6,6,6,7,NA,24.07,24,35,36,4459.38,3551,6292,4724.51,3832,5640,5628,97.84,94,188,76.15,72,106,103,4,3,6,0,0,0,8,26.04,19,65,34.1,32,57,60,3.01,3,9,2,2,2,4,7,7,17,18.01,12,24,35,1780.56,1466,2487,2068.11,1700,2506,2578,1322.05,1059,1663,1540.81,1237,1733,1902,381.42,345,716,418.21,371,632,470
G4201290803901,2010,Pennsylvania,42,Westmoreland County,129,803901,3381.42,2047,3817,3551.48,3167,4036,3170,3243.68,2036,3668,3405.65,3056,3883,2991,95.03,8,97,66.92,57,68,65,2.75,0,5,4,4,4,4,33.98,3,41,49.9,27,56,32,0,0,0,1,1,1,0,5.99,0,6,2,2,2,9,NA,22,20,22,69,3232.3,2026,3656,3373.67,3024,3849,2988,94.03,8,96,80.92,71,82,118,2.75,0,5,3,3,3,4,33.98,3,41,50.9,28,53,32,4.99,0,5,2,2,2,1,13.37,10,14,41,39,47,27,1323.98,827,1478,1609.6,1407,1807,1594,883.43,672,999,1023.23,932,1204,971,405.44,140,437,505.38,401,513,514
G4201290803902,2010,Pennsylvania,42,Westmoreland County,129,803902,3777.74,2337,3868,3613.14,2511,3640,3878,3589.55,2250,3677,3351.08,2349,3377,3477,99.54,66,101,162.47,102,163,241,2.25,1,3,2.99,2,3,5,45.63,8,46,28.83,12,29,39,0,0,0,0,0,0,1,40.77,12,41,27.91,19,28,9,NA,39.86,27,40,106,3572.04,2243,3659,3329.1,2332,3355,3438,98.55,66,100,175.43,113,176,312,2.25,1,3,2,2,2,5,44.63,7,45,28.83,12,29,40,4.98,2,5,14.96,11,15,2,55.3,18,56,62.82,41,63,81,1633.66,1157,1672,1740.1,1326,1752,1649,691.66,538,706,709.14,586,714,685,834.2,526,855,909.12,638,916,791
G4201290804000,2010,Pennsylvania,42,Westmoreland County,129,804000,1633.7,1274,1750,1491.59,1180,1592,1325,1451.45,1115,1551,1322.58,1039,1417,1160,176.24,153,193,130.55,113,134,106,1,1,1,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,3,3,3,5.2,2,6,5,NA,32.25,25,34,51,1428.45,1096,1528,1319.23,1034,1414,1146,176.24,153,193,153.85,132,158,153,1,1,1,0,0,0,2,2,2,2,1,1,1,1,1,1,1,5.2,2,6,4,25,21,25,12.3,11,13,19,823.85,667,873,770.22,626,813,734,380.78,275,414,376.7,277,405,312,339.24,297,354,316.11,278,328,311
G4201290804100,2010,Pennsylvania,42,Westmoreland County,129,804100,3282.48,2982,3287,3046.73,2841,3049,2668,3087.52,2799,3092,2776.81,2590,2779,2353,171.98,162,172,146.99,143,147,191,8,8,8,4,4,4,9,7.99,6,8,16,16,16,10,0,0,0,0,0,0,0,7,7,7,11,11,11,10,NA,91.93,77,92,95,3084.52,2796,3089,2800.8,2606,2803,2354,165.98,156,166,195.94,186,196,254,7,7,7,4,4,4,6,7.99,6,8,13,13,13,10,0,0,0,4,4,4,3,17,17,17,28.99,28,29,41,1831.66,1670,1834,1709.53,1595,1711,1590,516.74,469,518,511.15,476,512,425,1087.05,995,1088,1009.51,940,1010,934
G4201290804200,2010,Pennsylvania,42,Westmoreland County,129,804200,4243.32,3156,4410,4174.12,3215,4385,3851,4107.07,3096,4268,3985.1,3097,4190,3618,101.89,47,103,108.41,67,110,118,3.99,2,4,2.95,2,3,8,16.43,5,21,16.61,12,20,37,0,0,0,1,1,1,2,13.95,6,14,13.9,12,14,14,NA,46.17,24,47,54,4093.49,3087,4253,3974.7,3087,4179,3601,100.89,47,102,144.68,84,147,150,2.99,2,3,2.95,2,3,8,16.43,5,21,17.61,13,21,39,5.98,3,6,8,8,8,4,23.54,12,25,26.19,21,27,49,1932.38,1435,2001,1901.84,1481,2032,1942,1112.78,927,1168,1116.68,927,1158,1123,712.45,429,724,665,457,741,695
G4201290804300,2010,Pennsylvania,42,Westmoreland County,129,804300,2454.98,2237,2615,2396.99,2235,2492,2155,2415.01,2204,2568,2316.15,2180,2403,2031,28.97,22,36,41.92,28,44,59,2,2,2,2.98,0,3,1,7,7,7,4,4,4,6,0,0,0,1,1,1,0,2,2,2,8.97,6,9,2,NA,21.97,16,28,56,2411.01,2200,2564,2319.14,2180,2412,2032,28.97,22,36,53.9,37,56,101,2,2,2,2.98,0,3,1,7,7,7,5,5,5,6,1,1,1,4.97,2,5,1,5,5,5,11,11,11,14,1179.5,1068,1274,1186.55,1113,1230,1165,644.87,618,675,650.86,631,668,589,463.65,387,511,445.72,397,470,448
G4201290804400,2010,Pennsylvania,42,Westmoreland County,129,804400,2280.7,1801,2679,2263.92,1793,2617,2117,2269.66,1790,2662,2223.86,1762,2569,2059,6,6,8,14.95,6,17,18,2,2,3,1,1,1,4,3.04,3,6,2.08,2,6,11,0,0,0,0,0,0,0,0,0,0,7,7,7,6,NA,15.04,15,17,19,2262.33,1785,2654,2229.9,1768,2574,2056,6,6,8,14.95,6,17,27,2,2,3,1,1,1,4,3.04,3,6,2.08,2,6,11,0,0,0,4,4,4,0,7.33,5,8,12,12,15,19,1071.48,852,1228,1119.24,888,1264,1137,669.3,490,790,727.02,548,843,729,346.65,314,378,312.18,279,333,301
G4201290804501,2010,Pennsylvania,42,Westmoreland County,129,804501,5023.4,4595,5272,4821.84,4403,5084,4804,4962.42,4540,5211,4706.98,4296,4965,4689,18.98,16,19,26.97,25,31,44,2,1,2,1,1,1,5,39,37,39,57.92,54,58,41,1,1,1,5,5,5,0,0,0,0,8,8,8,4,NA,15.96,14,16,21,4943.76,4525,5192,4706.95,4295,4965,4683,18.98,16,19,30.97,29,35,50,2,1,2,1,1,1,4,40,38,40,62.92,59,63,41,0,0,0,1,1,1,4,18.66,15,19,19,18,19,22,1765.36,1597,1878,1817.54,1653,1936,1943,1459.22,1319,1558,1518.72,1374,1622,1625,257.49,237,269,231.86,216,244,239
G4201290804502,2010,Pennsylvania,42,Westmoreland County,129,804502,5727.29,4844,6908,5670.61,4649,6677,5736,5633,4787,6736,5473.03,4495,6403,5503,24.36,24,79,50.62,49,95,72,2.01,2,4,6.05,6,7,8,60.87,24,74,101.91,70,108,96,0,0,0,2,2,2,3,7.05,7,15,7.1,7,9,13,NA,29.9,20,53,41,5621.63,4778,6720,5460.46,4478,6390,5489,24.35,24,78,57.34,55,121,82,2.01,2,3,4.05,4,5,7,56.07,24,69,107.91,76,114,104,2.02,2,5,0,0,0,6,21.21,14,33,40.85,36,47,48,2489.49,2122,3091,2629.63,2124,3116,2750,1696.85,1390,1968,1827.02,1460,2094,1835,719.14,668,1016,663.05,564,853,786
G4201290804600,2010,Pennsylvania,42,Westmoreland County,129,804600,3348.81,2897,3590,4115.15,3075,4319,3050,3333.8,2882,3574,3619.83,3051,3808,2979,3.02,3,4,467.53,8,482,25,2,2,2,9.76,2,10,3,7,7,7,6.88,3,7,5,0,0,0,0,0,0,0,3,3,3,1,1,1,2,NA,10.16,10,11,36,3322.79,2871,3560,3536.78,3057,3722,2969,3.02,3,4,467.53,8,482,53,2,2,2,9.76,2,10,3,7,7,7,5.88,2,6,6,2,2,2,0,0,0,0,12.01,12,15,95.21,6,99,19,1562.5,1356,1661,1601.2,1490,1672,1593,942.61,821,1007,955.28,893,1014,897,519.03,445,545,551.12,511,563,536
G4201290804701,2010,Pennsylvania,42,Westmoreland County,129,804701,3688.64,3605,3795,3342.35,3304,4214,3147,3644.64,3561,3751,3285.73,3262,3690,3089,23,23,23,36.29,22,493,24,0,0,0,3.21,3,10,3,20,20,20,3.12,3,7,11,0,0,0,0,0,0,0,1,1,1,2,2,2,3,NA,12,12,12,17,3642.64,3559,3749,3281.94,3261,3597,3078,23,23,23,40.29,26,497,26,0,0,0,3.21,3,10,2,20,20,20,3.12,3,7,11,0,0,0,1,1,1,0,3,3,3,12.79,10,102,30,1274.57,1243,1313,1269.09,1264,1296,1327,1151.55,1131,1185,1161.09,1156,1186,1199,95.02,86,99,79,79,80,78
G4201290804702,2010,Pennsylvania,42,Westmoreland County,129,804702,6234.68,6193,6722,5606.45,5577,5961,6708,5732.64,5691,6208,5376.2,5347,5690,5892,449.04,449,461,161.16,161,186,626,14,14,14,6.02,6,9,4,16,16,16,32,32,32,33,1,1,1,3,3,3,1,22,22,22,8.03,8,11,110,NA,20.04,20,30,42,5710.63,5669,6180,5376.22,5347,5694,5885,437.04,437,449,166.18,166,197,641,13,13,13,6.02,6,9,4,16,16,16,35,35,35,35,1,1,1,6.03,6,9,8,57.01,57,63,17,17,17,135,1957.9,1945,2188,2033.33,2017,2213,2269,1559.03,1552,1671,1625.58,1616,1710,1680,354.04,349,460,320.03,315,400,498
G4201290804801,2010,Pennsylvania,42,Westmoreland County,129,804801,2090.43,1771,2561,1850.73,1830,1915,2458,2050.36,1740,2518,1779.49,1762,1842,2279,22.07,13,24,26.24,23,28,69,5,5,5,0,0,0,0,12,12,13,34,34,34,43,0,0,0,0,0,0,0,1,1,1,2,2,2,8,NA,9,9,9,59,2043.36,1734,2509,1779.49,1762,1842,2292,22.07,13,24,25.24,22,27,94,5,5,5,0,0,0,0,12,12,13,32,32,32,42,0,0,0,0,0,0,0,8,7,10,14,14,14,30,1061.13,912,1230,975.89,968,1001,1306,714.7,607,866,659.17,652,679,714,266.35,256,279,225.47,225,229,472
G4201290804802,2010,Pennsylvania,42,Westmoreland County,129,804802,6297.88,6171,7266,6125.98,6095,6683,6465,6225.87,6099,7183,6005.98,5975,6557,6298,48,48,59,62,62,62,51,2,2,2,7,7,10,6,18,18,18,22,22,22,47,0,0,0,2,2,2,1,4,4,4,6,6,7,6,NA,21,21,23,56,6204.87,6078,7161,6000.96,5970,6550,6292,48,48,59,72,72,72,78,2,2,2,6,6,7,3,17,17,17,24,24,24,48,4,4,4,1,1,1,1,22,22,23,22.02,22,29,43,2290.42,2245,2642,2477.69,2464,2662,2729,1983.15,1944,2255,2197.35,2186,2347,2340,232.26,228,275,186.13,184,211,239
G4201290804900,2010,Pennsylvania,42,Westmoreland County,129,804900,5623.92,4898,6325,5487.51,4699,5979,5432,5532.95,4810,6234,5373.51,4591,5860,5283,39.98,37,40,44.19,44,47,57,1,1,1,8.03,7,9,8,48,48,48,24.97,23,26,30,0,0,0,0,0,0,0,2,2,2,11,11,11,10,NA,25.82,23,26,44,5523.95,4801,6225,5368.33,4583,5855,5268,38.98,36,39,54.19,54,57,74,1,1,1,7.03,6,8,8,46,46,46,24.97,23,26,31,0,0,0,3,3,3,3,14,14,14,30,30,30,48,2332.05,2054,2644,2481.56,2157,2698,2594,1604.03,1376,1807,1730.08,1461,1883,1760,614.79,575,705,596.79,552,649,634
G4201290805000,2010,Pennsylvania,42,Westmoreland County,129,805000,4295.92,4252,4671,3970.79,3910,4300,3803,4253.9,4212,4626,3928.84,3873,4256,3751,30.02,28,33,5,5,5,15,3,3,3,10.96,8,11,0,6,6,6,6,6,6,7,0,0,0,1,1,1,0,3,3,3,5,5,5,2,NA,13.99,12,16,28,4235.9,4194,4608,3927.84,3870,4257,3753,30.02,28,33,7,7,7,19,3,3,3,3.99,3,4,0,6,6,6,7,7,7,7,0,0,0,0,0,0,1,21,21,21,24.97,23,25,23,1778.52,1761,1927,1718.67,1691,1863,1772,1351.42,1337,1472,1281.93,1261,1390,1263,339.05,337,360,335.4,330,366,348
G4201290805100,2010,Pennsylvania,42,Westmoreland County,129,805100,3126.75,2917,3369,2920.07,2733,3192,2798,3076.73,2867,3318,2896.07,2710,3167,2753,44,44,44,7,7,8,7,1,1,1,0,0,0,0,5,5,5,4,4,4,11,0,0,0,0,0,0,0,0.02,0,1,3,3,3,4,NA,10,9,10,23,3072.68,2863,3312,2890,2706,3158,2751,44,44,44,11,10,12,22,1,1,1,0,0,0,0,5,5,5,4,4,4,11,0,0,0,3,3,3,4,4.07,4,7,12.07,10,15,10,1229.41,1147,1319,1237.3,1157,1331,1277,953.34,895,1024,989.86,935,1077,976,217.05,197,231,188.46,173,194,175
G4201290805200,2010,Pennsylvania,42,Westmoreland County,129,805200,2772.2,2449,2822,2358.97,2200,2359,2105,2513.2,2221,2561,2015.97,1862,2016,1663,238.99,208,241,279,274,279,327,0,0,0,0,0,0,1,1,1,1,5,5,5,10,0,0,0,0,0,0,1,19,19,19,13,13,13,10,NA,46,46,46,93,2510.2,2218,2558,2007.97,1854,2008,1645,238.99,208,241,319,314,319,394,0,0,0,0,0,0,0,1,1,1,5,5,5,10,18,18,18,10,10,10,7,4,4,4,17,17,17,49,1276.42,1092,1298,1204.99,1138,1205,1092,823.5,721,842,747.99,688,748,585,345.92,283,348,297,292,297,304
G4201290805400,2010,Pennsylvania,42,Westmoreland County,129,805400,2686.33,2672,2968,2258,2258,2258,1823,1920.14,1906,2198,1395,1395,1395,1081,698.18,698,702,765,765,765,594,6,6,6,6,6,6,1,11,11,11,9,9,9,2,0,0,0,1,1,1,0,51,51,51,14,14,14,18,NA,68,68,68,127,1913.14,1899,2191,1393,1393,1393,1054,694.18,694,698,810,810,810,706,6,6,6,5,5,5,1,11,11,11,8,8,8,3,38,38,38,12,12,12,6,24,24,24,30,30,30,53,1575.86,1569,1703,1272,1272,1272,1191,685.49,679,805,531,531,531,313,554.28,554,560,472,472,472,517
G4201290805500,2010,Pennsylvania,42,Westmoreland County,129,805500,4442.18,4111,4615,4052,4052,4052,3792,4275.35,3950,4418,3846,3846,3846,3475,157.82,152,188,169,169,169,231,0,0,0,2,2,2,3,2,2,2,6,6,6,11,3,3,3,0,0,0,0,4,4,4,2,2,2,16,NA,27,27,27,56,4260.35,3935,4403,3830,3830,3830,3464,157.82,152,188,188,188,188,277,0,0,0,2,2,2,2,5,5,5,6,6,6,11,4,4,4,2,2,2,2,15,15,15,24,24,24,36,2049.44,1901,2167,1991,1991,1991,1955,1795.73,1658,1837,1726,1726,1726,1607,154.8,147,214,142,142,142,199
G4201290805600,2010,Pennsylvania,42,Westmoreland County,129,805600,2153.6,1943,2948,2158.13,2037,2587,1971,2120.49,1911,2893,2103.17,1983,2526,1866,30.1,30,50,27.16,27,29,52,0,0,0,1.38,1,2,1,2,2,2,12,12,12,15,0,0,1,2,2,2,0,1.01,0,2,1,1,1,4,NA,11.41,11,15,33,2114.42,1905,2886,2087.98,1968,2513,1847,30.1,30,50,35.16,35,37,77,0,0,0,1.38,1,2,1,2,2,3,14,14,14,15,0,0,0,0,0,0,3,7.08,6,9,19.61,19,21,28,1006.44,904,1450,1016.51,952,1241,979,702.34,622,873,651.61,606,771,563,252.85,234,508,299.64,287,384,311
G4201290805800,2010,Pennsylvania,42,Westmoreland County,129,805800,3565.75,3096,4346,3279.92,2993,3667,3315,3385.76,2919,4164,3107.75,2822,3488,3162,167,165,168,122.17,121,129,78,2,2,2,3,3,3,3,6,6,6,1,1,1,13,0,0,0,1,1,1,0,4.99,4,6,11,11,11,4,NA,34,34,34,55,3369.78,2906,4147,3091.36,2807,3471,3159,167,165,168,148.17,147,155,110,2,2,2,3,3,3,3,6,6,6,2,2,2,13,1,1,1,11,11,11,0,19.97,16,22,24.39,23,25,30,1497.51,1287,1845,1404.54,1263,1579,1497,1065.94,923,1353,1029.51,938,1170,1047,345.61,284,389,286.92,245,308,335
G4201290805901,2010,Pennsylvania,42,Westmoreland County,129,805901,1745.59,1122,2185,1625.27,1194,1898,1661,1683.6,1073,2123,1581.25,1158,1848,1614,52.99,40,53,23.03,20,28,25,0,0,0,3.99,1,4,0,6,6,6,14,14,14,10,0,0,0,0.01,0,1,0,3,3,3,0,0,0,1,NA,2.99,1,3,11,1673.61,1066,2112,1572.26,1150,1839,1609,52.99,40,53,25.03,21,30,31,0,0,0,3.99,1,4,0,6,6,6,14.01,14,15,11,3,3,3,0,0,0,0,10,7,11,9.99,8,10,10,682.68,438,898,698.35,494,829,733,549.43,351,682,547.19,396,622,573,107.21,72,177,88.28,66,142,101
G4201290805902,2010,Pennsylvania,42,Westmoreland County,129,805902,5863.54,4986,6119,6685.36,6072,6890,6387,5805.47,4928,6048,6541.47,5940,6743,6138,41.07,41,54,79.95,72,83,85,1,1,1,7,7,7,4,9,9,9,17.96,16,18,76,0,0,0,1.99,1,2,1,7,7,7,8,8,8,23,NA,28.98,28,29,60,5781.47,4905,6024,6536.47,5935,6738,6115,41.07,41,54,90.95,83,94,107,1,1,1,6,6,6,4,9,9,9,19.95,17,20,77,6,6,6,6,6,6,3,25,24,25,25.98,25,26,81,2419.52,2040,2534,2797.93,2530,2887,2738,1976.13,1700,2066,2351,2159,2424,2312,256.42,174,269,269.05,206,283,249
G4201290806000,2010,Pennsylvania,42,Westmoreland County,129,806000,3126.32,2551,3832,3066.91,2571,3552,2633,3055.44,2495,3761,2990.02,2503,3470,2538,63.89,49,64,35.01,31,37,46,5,5,5,5,5,5,1,2,2,2,7.04,7,9,6,0,0,0,0,0,0,0,0,0,0,5,5,5,6,NA,24.84,20,26,36,3047.47,2489,3751,2993.86,2503,3473,2533,63.89,49,64,43.01,39,45,68,4,4,4,5,5,5,1,2,2,2,7.02,6,9,6,0,0,0,5,5,5,1,8.97,7,11,13.02,13,15,24,1441.92,1188,1712,1401.23,1185,1600,1361,911.48,720,1122,891.9,732,1065,819,425.59,384,466,417.54,373,435,405
G4201290806100,2010,Pennsylvania,42,Westmoreland County,129,806100,4090.42,3487,4639,3839.79,3384,4301,3623,4028.01,3426,4573,3774.61,3320,4230,3556,51.41,50,55,40,39,41,27,5,5,5,1,1,1,3,6,6,6,2,2,2,5,0,0,0,0,0,0,0,0,0,0,2,2,2,2,NA,20.18,20,25,30,4005.99,3408,4549,3784.77,3331,4244,3544,45.41,44,49,42,41,43,40,5,5,5,1,1,1,3,6,6,6,2.02,2,3,5,0,0,0,0,0,0,0,28.03,24,30,10,9,10,31,1664.54,1415,1904,1618.14,1429,1831,1655,1289.38,1116,1460,1286.5,1131,1441,1218,264.47,211,319,256.55,230,299,298
G4201290806200,2010,Pennsylvania,42,Westmoreland County,129,806200,2671.38,2589,2981,2800.4,2749,3088,2572,2656.74,2576,2964,2739.3,2688,3021,2512,10.64,9,13,16.1,16,20,21,1,1,1,7,7,7,2,3,3,3,3,3,3,5,0,0,0,1,1,1,0,0,0,0,2,2,2,5,NA,32,32,34,27,2656.74,2576,2962,2749.3,2698,3031,2520,10.64,9,13,28.11,28,34,29,1,1,1,6,6,6,2,3,3,3,4,4,4,5,0,0,0,0,0,0,0,0,0,2,13,13,13,16,1099.8,1061,1222,1184.44,1159,1303,1139,847.17,826,941,922.35,905,1017,864,184.5,169,202,192.79,187,210,180
G4201290806300,2010,Pennsylvania,42,Westmoreland County,129,806300,2275.31,1973,2420,2102.06,1901,2275,1982,2220.2,1921,2362,2051.71,1851,2215,1928,49.11,47,52,34.31,34,43,23,2,1,2,1,1,1,2,0,0,0,3,3,3,2,0,0,0,2,2,2,1,4,4,4,2,2,2,0,NA,8.03,8,9,26,2213.2,1917,2355,2051.75,1851,2216,1924,49.11,47,52,37.31,37,46,39,2,1,2,1,1,1,2,0,0,0,5,5,5,3,3,3,3,2,2,2,0,8,5,8,5,5,5,14,999.8,878,1074,1002.2,917,1063,953,611.06,521,617,598.85,529,621,548,320.66,291,387,315.29,302,352,305
G4201290806400,2010,Pennsylvania,42,Westmoreland County,129,806400,2941.8,2286,3402,2691.72,2402,3099,2402,2914.62,2265,3371,2652.44,2366,3054,2355,19.99,14,21,18.99,18,19,15,4,4,4,4,4,4,1,0.19,0,3,3.22,2,8,1,0,0,0,1,1,1,0,3,3,3,2.06,2,3,2,NA,9.99,9,10,28,2906.62,2258,3363,2646.45,2361,3048,2348,19.99,14,21,23.99,22,24,30,4,4,4,4,4,4,1,0.19,0,3,3.98,3,5,1,3,3,3,1,1,1,2,8,7,8,12.3,11,17,20,1303.54,1056,1475,1220.46,1106,1392,1191,897.15,687,1032,847.04,740,988,779,315.71,289,344,281.33,276,308,321
G4201290806500,2010,Pennsylvania,42,Westmoreland County,129,806500,4428.36,3435,5886,4700.38,3782,5697,4783,4383.56,3401,5826,4635.75,3737,5613,4659,29.94,25,41,29.75,19,39,38,0.05,0,4,1.03,1,2,1,14.81,9,15,13.78,9,15,36,0,0,0,0,0,0,2,0,0,0,3.97,3,5,9,NA,16.1,13,23,38,4370.48,3389,5804,4639.7,3740,5617,4659,29.94,25,41,34.77,22,46,50,0.05,0,4,1.03,1,2,0,13.81,8,14,10.02,9,11,38,0,0,0,0.03,0,1,3,14.08,13,23,14.83,10,20,33,1770.28,1369,2364,1942,1566,2366,2145,1375.36,1106,1809,1575.72,1291,1889,1653,287.4,174,421,293.31,213,387,371
G4201290806600,2010,Pennsylvania,42,Westmoreland County,129,806600,3243.06,3016,3650,3054.66,2820,3501,3180,3216.15,2991,3623,3016.55,2783,3457,3097,14.91,13,15,7.02,6,9,21,3,3,3,6,6,7,7,4,4,4,3.09,3,6,5,0,0,0,2,2,2,0,5,5,5,6,6,6,10,NA,14,14,14,40,3215.15,2990,3622,3018.4,2785,3456,3093,14.91,13,15,11.02,10,13,43,3,3,3,6,6,7,6,3,3,3,5.09,5,8,5,1,1,1,6,6,6,0,6,6,6,8.15,8,11,33,1322.65,1227,1513,1337.48,1229,1534,1424,920.64,847,1042,980.05,889,1126,1000,304.38,288,360,283.31,271,328,338
