GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,RES_ONLYA,TRUSTA,AIANHHA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,FL5001
G4200110000300,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,000300,000300,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 3,1915
G4200110000400,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,000400,000400,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 4,3411
G4200110000500,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,000500,000500,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 5,3119
G4200110000600,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,000600,000600,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 6,3370
G4200110000700,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,000700,000700,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 7,3602
G4200110000800,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,000800,000800,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 8,3640
G4200110000900,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,000900,000900,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9,2378
G4200110001000,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,001000,001000,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 10,2982
G4200110001100,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,001100,001100,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 11,3834
G4200110001200,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,001200,001200,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 12,1900
G4200110001300,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,001300,001300,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 13,3011
G4200110001400,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,001400,001400,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 14,4060
G4200110001500,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,001500,001500,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 15,3080
G4200110001600,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,001600,001600,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 16,2358
G4200110001700,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,001700,001700,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 17,2954
G4200110001800,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,001800,001800,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 18,2597
G4200110001900,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,001900,001900,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 19,2399
G4200110002000,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,002000,002000,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 20,3784
G4200110002100,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,002100,002100,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 21,2745
G4200110002200,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,002200,002200,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 22,2066
G4200110002300,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,002300,002300,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 23,2118
G4200110002500,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,002500,002500,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 25,3599
G4200110002600,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,002600,002600,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 26,3183
G4200110002700,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,002700,002700,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 27,1928
G4200110002900,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,002900,002900,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 29,2453
G4200110010100,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010100,010100,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 101,6000
G4200110010200,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010200,010200,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 102,8990
G4200110010301,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010301,010301,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 103.01,8563
G4200110010302,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010302,010302,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 103.02,2858
G4200110010400,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010400,010400,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 104,7792
G4200110010500,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010500,010500,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 105,6271
G4200110010600,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010600,010600,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 106,6300
G4200110010700,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010700,010700,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 107,5491
G4200110010800,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010800,010800,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 108,9119
G4200110010902,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010902,010902,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 109.02,2639
G4200110010903,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010903,010903,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 109.03,4901
G4200110010904,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010904,010904,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 109.04,3506
G4200110010905,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,010905,010905,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 109.05,4281
G4200110011000,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011000,011000,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 110,4165
G4200110011100,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011100,011100,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 111,8587
G4200110011200,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011200,011200,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 112,4049
G4200110011300,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011300,011300,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 113,2679
G4200110011400,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011400,011400,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 114,5059
G4200110011500,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011500,011500,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 115,2963
G4200110011601,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011601,011601,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 116.01,5069
G4200110011602,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011602,011602,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 116.02,3907
G4200110011603,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011603,011603,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 116.03,4839
G4200110011701,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011701,011701,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 117.01,6869
G4200110011702,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011702,011702,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 117.02,4459
G4200110011703,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011703,011703,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 117.03,2347
G4200110011800,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011800,011800,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 118,5064
G4200110011901,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011901,011901,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 119.01,8867
G4200110011902,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,011902,011902,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 119.02,3453
G4200110012001,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012001,012001,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 120.01,2624
G4200110012002,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012002,012002,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 120.02,7251
G4200110012101,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012101,012101,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 121.01,1812
G4200110012102,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012102,012102,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 121.02,9093
G4200110012103,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012103,012103,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 121.03,2193
G4200110012200,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012200,012200,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 122,3113
G4200110012300,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012300,012300,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 123,4381
G4200110012400,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012400,012400,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 124,5067
G4200110012500,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012500,012500,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 125,1865
G4200110012600,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012600,012600,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 126,2096
G4200110012700,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012700,012700,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 127,7277
G4200110012800,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012800,012800,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 128,3759
G4200110012900,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,012900,012900,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 129,7272
G4200110013000,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,013000,013000,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 130,6377
G4200110013100,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,013100,013100,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 131,5270
G4200110013200,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,013200,013200,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 132,3940
G4200110013300,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,013300,013300,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 133,8521
G4200110013401,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,013401,013401,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 134.01,7541
G4200110013402,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,013402,013402,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 134.02,3126
G4200110013500,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,013500,013500,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 135,7770
G4200110013600,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,013600,013600,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 136,4018
G4200110013700,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,013700,013700,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 137,8141
G4200110013800,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,013800,013800,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 138,4114
G4200110013900,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,013900,013900,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 139,7613
G4200110014000,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,014000,014000,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 140,5067
G4200110014100,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,014100,014100,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 141,6486
G4200110014200,2000,1,2,Pennsylvania,42,Berks,011,NA,NA,014200,014200,NA,NA,NA,NA,NA,NA,NA,NA,6680,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 142,7556
G4200130010101,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,010101,010101,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 101.01,4162
G4200130010102,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,010102,010102,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 101.02,2862
G4200130010103,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,010103,010103,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 101.03,2632
G4200130010401,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,010401,010401,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 104.01,2016
G4200130010402,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,010402,010402,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 104.02,6328
G4200130010500,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,010500,010500,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 105,4046
G4200130010600,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,010600,010600,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 106,2524
G4200130010700,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,010700,010700,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 107,6383
G4200130010800,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,010800,010800,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 108,3740
G4200130010900,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,010900,010900,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 109,7694
G4200130011001,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,011001,011001,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 110.01,3944
G4200130011002,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,011002,011002,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 110.02,4254
G4200130011100,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,011100,011100,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 111,6070
G4200130011200,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,011200,011200,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 112,5368
G4200130011300,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,011300,011300,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 113,5774
G4200130011400,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,011400,011400,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 114,2418
G4200130011500,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,011500,011500,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 115,5500
G4200130011600,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,011600,011600,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 116,3904
G4200130100200,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,100200,100200,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1002,2341
G4200130100300,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,100300,100300,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1003,3317
G4200130100400,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,100400,100400,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1004,1831
G4200130100500,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,100500,100500,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1005,3665
G4200130100600,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,100600,100600,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1006,2936
G4200130100700,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,100700,100700,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1007,2630
G4200130100800,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,100800,100800,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1008,2392
G4200130100900,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,100900,100900,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1009,4596
G4200130101100,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,101100,101100,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1011,1671
G4200130101200,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,101200,101200,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1012,3917
G4200130101400,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,101400,101400,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1014,4055
G4200130101500,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,101500,101500,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1015,3731
G4200130101600,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,101600,101600,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1016,3562
G4200130101700,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,101700,101700,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1017,4019
G4200130101800,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,101800,101800,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1018,3123
G4200130101900,2000,1,2,Pennsylvania,42,Blair,013,NA,NA,101900,101900,NA,NA,NA,NA,NA,NA,NA,NA,0280,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 1019,1739
G4200150980100,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,980100,980100,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9801,4187
G4200150980200,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,980200,980200,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9802,5177
G4200150980300,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,980300,980300,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9803,5813
G4200150980400,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,980400,980400,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9804,3415
G4200150980500,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,980500,980500,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9805,6045
G4200150980600,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,980600,980600,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9806,4521
G4200150980700,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,980700,980700,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9807,4681
G4200150980800,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,980800,980800,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9808,4045
G4200150980900,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,980900,980900,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9809,5514
G4200150981000,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,981000,981000,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9810,3024
G4200150981100,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,981100,981100,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9811,2977
G4200150981200,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,981200,981200,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9812,5137
G4200150981300,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,981300,981300,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9813,4148
G4200150981400,2000,1,2,Pennsylvania,42,Bradford,015,NA,NA,981400,981400,NA,NA,NA,NA,NA,NA,NA,NA,9999,9999,9999,NA,NA,NA,NA,NA,NA,Census Tract 9814,4077
G4200170100102,2000,1,2,Pennsylvania,42,Bucks,017,NA,NA,100102,100102,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 1001.02,2771
G4200170100103,2000,1,2,Pennsylvania,42,Bucks,017,NA,NA,100103,100103,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 1001.03,2420
G4200170100104,2000,1,2,Pennsylvania,42,Bucks,017,NA,NA,100104,100104,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 1001.04,4475
