geoid,pop,hu,own,mhv,vhu,rm,em,pov199,pov99,mhi,unemp,year
42045409100,4.306,1.514,88.48484848484848,326.4,1.915455746367239,5.294937296795169,2.2294472828611243,2.8670721112076456,2.8670721112076456,101.488,6.66383701188455,2017
42045401401,1.999,0.875,76.5625,143.5,4.914285714285714,24.012006003001503,3.0515257628814405,31.106471816283925,15.44885177453027,63.45,8.145580589254767,2017
42045401402,3.779,1.782,57.073170731707314,136.7,7.968574635241302,30.934109552791746,10.426038634559408,30.450236966824644,6.872037914691943,49.651,5.488372093023256,2017
42045401600,1.716,0.817,59.500693481276,166.2,11.75030599755202,52.27272727272727,0.17482517482517482,48.1283422459893,10.427807486631016,53.702,5.336426914153132,2017
42045407401,3.826,1.519,87.02023726448012,430.5,5.661619486504279,19.210663878724514,1.8034500784108731,5.351833498513379,1.1892963330029733,132.042,1.3151239251390996,2017
42045406600,2.251,0.953,40.993071593533486,78.3,9.12906610703043,17.68103065304309,5.0644158151932475,66.66666666666666,28.32369942196532,34.851,14.43478260869565,2017
42045406904,5.642,2.164,91.93942354665364,234.9,5.406654343807763,11.839773130095711,1.205246366536689,4.0625,1.5625,89.531,3.695881731784583,2017
42045407202,3.597,1.452,69.89942528735632,280.8,4.132231404958678,2.1962746733388934,0.778426466499861,9.090909090909092,0,81.439,3.1627372052903966,2017
42045407804,4.524,1.588,95.9792477302205,286,2.8967254408060454,4.575596816976128,0.707338638373121,13.943161634103019,3.5523978685612785,108.69,5.5026892842366575,2017
42045409400,2.978,1.02,88.94575230296827,311.3,4.215686274509804,11.719274680993957,0,0.8278145695364238,0.8278145695364238,113.566,3.308823529411765,2017
42045410000,4.04,1.838,74.41140024783147,500.4,12.18715995647443,8.217821782178218,0,14.356435643564355,7.673267326732673,112.128,4.600606673407482,2017
42045408102,3.452,1.362,89.77002379064236,312,7.415565345080763,14.803012746234067,1.8539976825028968,8.294209702660407,1.5649452269170578,83.359,4.7082906857727735,2017
42045408500,4.165,1.585,85.78811369509044,306.7,2.3343848580441637,10.876350540216087,1.9687875150060024,4.820627802690583,4.820627802690583,95.809,4.593226936551187,2017
42045409500,4.726,1.729,93.09734513274336,290.6,1.9664545980335453,7.99830723656369,1.1426153195090987,5.981308411214954,0,99.413,6.0109289617486334,2017
42045409601,4.678,1.959,63.97306397306397,698.7,9.03522205206738,24.540401881145787,1.5177426250534416,5.033557046979865,1.5939597315436242,125.179,3.5402521823472357,2017
42045409802,6.348,1.687,65.04010695187165,838.5,11.32187314759929,17.20226843100189,5.5450535601764335,21.960072595281307,20.689655172413794,134,5.4024851431658565,2017
42045410302,9.61,4.261,55.03972194637537,405,5.468199953062661,21.768990634755465,1.4672216441207075,5.340314136125655,2.1989528795811517,89.286,3.556187766714083,2017
42045406803,8.19,3.643,62.89398280802292,226,4.199835300576448,12.991452991452993,1.3308913308913308,7.349298100743187,0,67.927,6.751906684611933,2017
42045406902,5.852,2.351,88.79576532862814,216.6,3.5729476818375163,7.723855092276145,1.0936431989063569,13.531047265987025,0,76.133,8.011490584104692,2017
42045407404,2.928,1.14,94.9074074074074,340.5,5.263157894736842,13.28551912568306,2.5614754098360657,5.3977272727272725,0.9943181818181818,112.667,5.100671140939597,2017
