"GEOID","tot200_a","univ_a","tot199_a","li_a","hi_a"
"42017105506",3232,3299,67,0.0203091846013944,0.979690815398606
"42017105507",6266,6508,242,0.0371850030731408,0.962814996926859
"42017105600",2150,2324,174,0.0748709122203098,0.92512908777969
"42017105701",1036,1314,278,0.211567732115677,0.788432267884323
"42017105702",1619,2090,471,0.225358851674641,0.774641148325359
"42017105703",489,518,29,0.055984555984556,0.944015444015444
"42017105704",5164,6351,1187,0.186899700834514,0.813100299165486
"42017105801",5130,5644,514,0.091070163004961,0.908929836995039
"42017105802",10307,11901,1594,0.133938324510545,0.866061675489455
"42017105803",8963,10200,1237,0.121274509803922,0.878725490196078
"42017105805",5644,6486,842,0.12981806968856,0.87018193031144
"42017105806",38,72,34,0.472222222222222,0.527777777777778
"42017105901",1443,1656,213,0.128623188405797,0.871376811594203
"42017105902",363,569,206,0.362038664323374,0.637961335676626
"42017106000",0,0,0,NA,NA
"42017106100",0,0,0,NA,NA
"42029300101",2859,2962,103,0.0347738014854828,0.965226198514517
"42029300103",2096,2366,270,0.114116652578191,0.885883347421809
"42029300104",4961,5133,172,0.0335086693941165,0.966491330605884
"42029300106",4411,4561,150,0.0328875246656435,0.967112475334357
"42029300107",3263,3409,146,0.0428278087415664,0.957172191258434
"42029300198",8738,9514,776,0.0815640109312592,0.918435989068741
"42029300201",4218,4773,555,0.116279069767442,0.883720930232558
"42029300202",4373,4540,167,0.036784140969163,0.963215859030837
"42029300301",2616,2854,238,0.0833917309039944,0.916608269096006
"42029300302",3139,3339,200,0.0598981731057203,0.94010182689428
"42029300303",2665,3021,356,0.117841774246938,0.882158225753062
"42029300400",2532,2944,412,0.139945652173913,0.860054347826087
"42029300500",5049,5526,477,0.0863192182410423,0.913680781758958
"42029300600",2424,3194,770,0.241077019411396,0.758922980588604
"42029300700",3509,4724,1215,0.257197290431837,0.742802709568163
"42029300800",3823,4561,738,0.161806621354966,0.838193378645034
"42029300900",2088,2331,243,0.104247104247104,0.895752895752896
"42029301000",5446,5811,365,0.0628119084494923,0.937188091550508
"42029301100",2844,3409,565,0.165737753006747,0.834262246993253
"42029301201",0,0,0,NA,NA
"42029301202",3249,4066,817,0.200934579439252,0.799065420560748
"42029301300",3867,4266,399,0.0935302390998594,0.906469760900141
"42029301401",2703,3132,429,0.136973180076628,0.863026819923372
"42029301402",3906,4342,436,0.100414555504376,0.899585444495624
"42029301500",1428,1627,199,0.122311001843884,0.877688998156116
"42029301600",2214,2571,357,0.138856476079347,0.861143523920653
"42029301700",1187,1336,149,0.111526946107784,0.888473053892216
"42029301800",1867,2272,405,0.178257042253521,0.821742957746479
"42029301900",2180,2281,101,0.0442788250767207,0.955721174923279
"42029302000",2208,2373,165,0.0695322376738306,0.930467762326169
"42029302101",4095,4623,528,0.114211550940947,0.885788449059053
"42029302102",2661,3044,383,0.125821287779238,0.874178712220762
"42029302201",7904,8304,400,0.0481695568400771,0.951830443159923
"42029302202",3573,3846,273,0.0709828393135725,0.929017160686427
"42029302300",2137,2366,229,0.0967878275570583,0.903212172442942
"42029302400",2807,4084,1277,0.312683643486778,0.687316356513222
"42029302500",2852,3830,978,0.255352480417755,0.744647519582246
"42029302600",2171,4399,2228,0.506478745169357,0.493521254830643
"42029302701",6934,7543,609,0.0807371072517566,0.919262892748243
"42029302702",4284,4711,427,0.0906389301634472,0.909361069836553
"42029302703",2683,2882,199,0.0690492713393477,0.930950728660652
"42029302704",2521,2636,115,0.0436267071320182,0.956373292867982
"42029302801",9229,9636,407,0.0422374429223744,0.957762557077626
"42029302802",3508,3671,163,0.0444020702805775,0.955597929719422
"42029302803",1747,1818,71,0.0390539053905391,0.960946094609461
"42029302901",4136,4357,221,0.0507229745237549,0.949277025476245
"42029302902",5107,5305,198,0.0373232799245994,0.962676720075401
"42029303098",1031,1118,87,0.0778175313059034,0.922182468694097
"42029303100",2521,2630,109,0.0414448669201521,0.958555133079848
"42029303200",2691,2842,151,0.0531315974665728,0.946868402533427
"42029303300",4128,4585,457,0.0996728462377317,0.900327153762268
"42029303401",2729,3420,691,0.202046783625731,0.797953216374269
"42029303402",1236,1647,411,0.249544626593807,0.750455373406193
"42029303500",4489,4778,289,0.0604855588112181,0.939514441188782
"42029303600",2250,2376,126,0.053030303030303,0.946969696969697
"42029303700",958,1084,126,0.116236162361624,0.883763837638376
"42029303801",3386,3617,231,0.0638650815593033,0.936134918440697
"42029303802",6205,6488,283,0.0436189889025894,0.956381011097411
"42029303900",5793,6201,408,0.065795839380745,0.934204160619255
"42029304000",2185,2499,314,0.125650260104042,0.874349739895958
"42029304101",3842,4281,439,0.102546134080822,0.897453865919178
"42029304102",2832,3307,475,0.143634714242516,0.856365285757484
"42029304201",5234,5957,723,0.121369817021991,0.878630182978009
"42029304202",4135,4907,772,0.157326268595883,0.842673731404117
"42029304300",4952,5311,359,0.0675955563923931,0.932404443607607
"42029304401",8039,8419,380,0.0451360019004632,0.954863998099537
"42029304402",4375,4580,205,0.0447598253275109,0.955240174672489
"42029304500",4152,4390,238,0.0542141230068337,0.945785876993166
"42029304600",1987,2316,329,0.142055267702936,0.857944732297064
"42029304700",1534,1950,416,0.213333333333333,0.786666666666667
"42029304800",405,468,63,0.134615384615385,0.865384615384615
"42029304900",3860,5119,1259,0.245946473920688,0.754053526079312
"42029305000",979,1181,202,0.171041490262489,0.828958509737511
"42029305100",5254,6143,889,0.144717564707797,0.855282435292202
"42029305200",5163,5802,639,0.110134436401241,0.889865563598759
"42029305300",3196,3877,681,0.175651276760382,0.824348723239618
"42029305400",1362,2202,840,0.381471389645777,0.618528610354223
"42029305500",1766,3315,1549,0.467269984917044,0.532730015082956
"42029305600",1522,3022,1500,0.496360026472535,0.503639973527465
"42029305700",1959,2488,529,0.212620578778135,0.787379421221865
"42029305800",636,1070,434,0.405607476635514,0.594392523364486
"42029305900",249,511,262,0.512720156555773,0.487279843444227
"42029306000",3799,4422,623,0.140886476707372,0.859113523292628
"42029306100",690,876,186,0.212328767123288,0.787671232876712
"42029306200",3156,3788,632,0.166842661034847,0.833157338965153
"42029306300",1657,2122,465,0.219132893496701,0.780867106503299
"42029306400",703,950,247,0.26,0.74
"42029306500",3681,5386,1705,0.316561455625696,0.683438544374304
"42029306600",2495,2664,169,0.0634384384384384,0.936561561561562
"42029306700",2526,2779,253,0.0910399424253329,0.908960057574667
"42029306800",908,1129,221,0.195748449955713,0.804251550044287
"42029306900",2389,2710,321,0.118450184501845,0.881549815498155
"42029307000",1809,2254,445,0.197426796805679,0.802573203194321
"42029307100",1023,1241,218,0.17566478646253,0.82433521353747
"42029307200",981,1198,217,0.181135225375626,0.818864774624374
"42029307300",2155,2511,356,0.141776184786937,0.858223815213063
"42029307400",2362,2957,595,0.201217450118363,0.798782549881637
"42029307500",1803,2162,359,0.166049953746531,0.833950046253469
"42029307600",637,813,176,0.216482164821648,0.783517835178352
"42029307700",2051,2336,285,0.122003424657534,0.877996575342466
"42029307800",1295,1632,337,0.206495098039216,0.793504901960784
"42029307900",1792,2261,469,0.207430340557276,0.792569659442725
"42029308000",2206,3623,1417,0.391112337841568,0.608887662158432
"42029308100",3094,3817,723,0.189415771548336,0.810584228451664
"42029308200",1543,2175,632,0.290574712643678,0.709425287356322
"42029310200",149,243,94,0.386831275720165,0.613168724279835
"42029310300",0,0,0,NA,NA
"42029310497",68,85,17,0.2,0.8
"42029310498",34,55,21,0.381818181818182,0.618181818181818
"42029310500",240,283,43,0.151943462897526,0.848056537102474
"42029310600",0,0,0,NA,NA
"42029310700",0,0,0,NA,NA
"42029310800",0,0,0,NA,NA
"42045400100",448,818,370,0.452322738386308,0.547677261613692
"42045400200",2386,3323,937,0.281974119771291,0.718025880228709
"42045400301",3934,5966,2032,0.340596714716728,0.659403285283272
"42045400302",2611,3797,1186,0.312351856728997,0.687648143271003
"42045400401",2834,3992,1158,0.290080160320641,0.709919839679359
"42045400402",2840,3861,1021,0.264439264439264,0.735560735560736
"42045400500",3192,4244,1052,0.247879359095193,0.752120640904807
"42045400600",4325,5331,1006,0.188707559557306,0.811292440442694
"42045400700",3846,4822,976,0.202405640812941,0.797594359187059
"42045400801",1561,1984,423,0.21320564516129,0.78679435483871
"42045400802",3151,3523,372,0.105591825149021,0.894408174850979
"42045400900",1721,1836,115,0.062636165577342,0.937363834422658
"42045401000",1837,2046,209,0.102150537634409,0.897849462365591
"42045401101",2811,3267,456,0.139577594123049,0.860422405876951
"42045401102",6951,7777,826,0.106210621062106,0.893789378937894
"42045401200",3375,3863,488,0.126326689101734,0.873673310898266
"42045401301",1682,2096,414,0.197519083969466,0.802480916030534
"42045401302",2739,3110,371,0.119292604501608,0.880707395498392
"42045401401",1987,2198,211,0.0959963603275705,0.904003639672429
"42045401402",3394,4051,657,0.162182177240188,0.837817822759812
"42045401501",3454,3874,420,0.108415074858028,0.891584925141972
"42045401502",2570,3021,451,0.149288315127441,0.850711684872559
"42045401503",858,1025,167,0.162926829268293,0.837073170731707
"42045401600",1688,1863,175,0.0939345142243693,0.906065485775631
"42045401700",2060,2637,577,0.218809252938946,0.781190747061054
"42045401800",3366,3918,552,0.140888208269525,0.859111791730475
"42045401900",4539,5079,540,0.106320141760189,0.893679858239811
"42045402000",2127,2704,577,0.213387573964497,0.786612426035503
"42045402100",5331,6174,843,0.136540330417881,0.863459669582119
"42045402200",1748,2172,424,0.195211786372007,0.804788213627993
"42045402300",2836,3322,486,0.146297411198073,0.853702588801927
"42045402400",2262,3858,1596,0.413685847589425,0.586314152410575
"42045402500",1957,3526,1569,0.444980147475893,0.555019852524107
"42045402600",2627,3388,761,0.224616292798111,0.775383707201889
"42045402700",1867,2613,746,0.285495598928435,0.714504401071565
"42045402800",4305,5740,1435,0.25,0.75
"42045402900",2006,3954,1948,0.492665655032878,0.507334344967122
"42045403001",2911,3591,680,0.189362294625453,0.810637705374547
"42045403002",2696,3375,679,0.201185185185185,0.798814814814815
"42045403101",2688,3633,945,0.260115606936416,0.739884393063584
"42045403103",2493,2992,499,0.16677807486631,0.83322192513369
"42045403104",1874,2505,631,0.25189620758483,0.74810379241517
"42045403200",3990,4540,550,0.121145374449339,0.878854625550661
"42045403300",5603,7105,1502,0.211400422237861,0.788599577762139
"42045403401",2635,3207,572,0.178359837854693,0.821640162145307
"42045403402",3727,4267,540,0.126552613077103,0.873447386922897
"42045403501",3683,4408,725,0.164473684210526,0.835526315789474
"42045403502",2347,2830,483,0.170671378091873,0.829328621908127
"42045403601",3477,3986,509,0.127696939287506,0.872303060712494
"42045403602",1858,2140,282,0.131775700934579,0.868224299065421
"42045403701",1427,1768,341,0.192873303167421,0.807126696832579
"42045403702",2054,2638,584,0.221379833206975,0.778620166793025
"42045403800",5185,6584,1399,0.212484811664642,0.787515188335358
"42045403901",2849,3504,655,0.186929223744292,0.813070776255708
"42045403902",3653,3916,263,0.0671603677221655,0.932839632277835
"42045404002",6429,7550,1121,0.148476821192053,0.851523178807947
"42045404003",1576,1913,337,0.176163094615787,0.823836905384213
"42045404004",5743,6440,697,0.108229813664596,0.891770186335404
"42045404101",5115,6531,1416,0.216812126779972,0.783187873220028
"42045404102",3994,5197,1203,0.231479699826823,0.768520300173177
"42045404103",3104,3524,420,0.119182746878547,0.880817253121453
"42045404200",720,828,108,0.130434782608696,0.869565217391304
"42045404300",1874,2427,553,0.227853316852081,0.772146683147919
"42045404400",1170,1563,393,0.251439539347409,0.748560460652591
"42045404500",3108,4595,1487,0.323612622415669,0.676387377584331
"42045404600",1514,2232,718,0.32168458781362,0.67831541218638
"42045404700",1443,2697,1254,0.46496106785317,0.53503893214683
"42045404800",1240,2744,1504,0.548104956268222,0.451895043731778
"42045404901",1112,2192,1080,0.492700729927007,0.507299270072993
"42045404902",155,939,784,0.83493077742279,0.16506922257721
"42045405000",1162,1957,795,0.406234031681145,0.593765968318855
"42045405100",1377,2554,1177,0.460845732184808,0.539154267815192
"42045405200",1495,4513,3018,0.668734766230889,0.331265233769111
"42045405300",2206,4000,1794,0.4485,0.5515
"42045405400",1724,3344,1620,0.48444976076555,0.51555023923445
"42045405500",275,871,596,0.684270952927669,0.315729047072331
"42045405600",159,526,367,0.697718631178707,0.302281368821293
"42045405700",754,1719,965,0.561372891215823,0.438627108784177
"42045405801",512,1277,765,0.599060297572435,0.400939702427565
"42045405802",493,1601,1108,0.692067457838851,0.307932542161149
"42045405900",124,486,362,0.744855967078189,0.255144032921811
"42045406000",104,195,91,0.466666666666667,0.533333333333333
"42045406100",2111,2585,474,0.183365570599613,0.816634429400387
"42045406201",2856,3437,581,0.169042769857434,0.830957230142566
"42045406202",4850,5123,273,0.0532890884247511,0.946710911575249
"42045406300",2269,3285,1016,0.309284627092846,0.690715372907154
"42045406401",2598,3230,632,0.195665634674923,0.804334365325077
"42045406402",804,2023,1219,0.602570439940682,0.397429560059318
"42045406500",1524,2256,732,0.324468085106383,0.675531914893617
"42045406600",1523,2450,927,0.378367346938775,0.621632653061225
"42045406700",2584,3630,1046,0.288154269972452,0.711845730027548
"42045406800",38,38,0,0,1
"42045406801",3259,3720,461,0.123924731182796,0.876075268817204
"42045406802",4032,4976,944,0.189710610932476,0.810289389067524
"42045406803",5622,6258,636,0.101629913710451,0.898370086289549
"42045406902",5360,5876,516,0.0878148400272294,0.912185159972771
"42045406903",5355,5785,430,0.0743301642178047,0.925669835782195
"42045406904",2859,3252,393,0.120848708487085,0.879151291512915
"42045407000",2120,2254,134,0.059449866903283,0.940550133096717
"42045407101",2799,3083,284,0.0921180668180344,0.907881933181966
"42045407102",2875,3072,197,0.0641276041666667,0.935872395833333
"42045407201",2545,2748,203,0.0738719068413392,0.926128093158661
"42045407202",2141,2290,149,0.0650655021834061,0.934934497816594
"42045407300",939,982,43,0.0437881873727088,0.956211812627291
"42045407401",2186,2405,219,0.0910602910602911,0.908939708939709
"42045407402",1186,1351,165,0.122131754256107,0.877868245743893
"42045407403",5775,6545,770,0.117647058823529,0.882352941176471
"42045407404",2562,2719,157,0.0577418168444281,0.942258183155572
"42045407501",1972,2495,523,0.209619238476954,0.790380761523046
"42045407502",2347,3000,653,0.217666666666667,0.782333333333333
"42045407600",4555,4905,350,0.0713557594291539,0.928644240570846
"42045407700",2352,2834,482,0.170077628793225,0.829922371206775
"42045407801",3794,3944,150,0.0380324543610548,0.961967545638945
"42045407802",6178,6572,394,0.0599513085818624,0.940048691418138
"42045407803",4993,5452,459,0.0841892883345561,0.915810711665444
"42045407804",4247,4577,330,0.072099628577671,0.927900371422329
"42045407805",3175,3443,268,0.0778390938135347,0.922160906186465
"42045407901",3767,3913,146,0.0373115256836187,0.962688474316381
"42045407902",2388,2668,280,0.104947526236882,0.895052473763118
"42045407903",2609,3067,458,0.149331594391914,0.850668405608086
"42045408001",5513,6014,501,0.0833056202194879,0.916694379780512
"42045408002",3396,3745,349,0.0931909212283044,0.906809078771696
"42045408101",4395,4766,371,0.0778430549727235,0.922156945027277
"42045408102",2996,3350,354,0.105671641791045,0.894328358208955
"42045408103",3776,4345,569,0.130955120828539,0.869044879171461
"42045408200",954,1257,303,0.241050119331742,0.758949880668258
"42045408300",2255,2840,585,0.205985915492958,0.794014084507042
"42045408400",1503,1533,30,0.0195694716242661,0.980430528375734
"42045408500",3348,4010,662,0.165087281795511,0.834912718204489
"42045408600",3365,3624,259,0.0714679911699779,0.928532008830022
"42045408700",4710,4920,210,0.0426829268292683,0.957317073170732
"42045408800",4649,5153,504,0.0978071026586455,0.902192897341355
"42045408900",2809,3142,333,0.105983450031827,0.894016549968173
"42045409000",3606,3886,280,0.0720535254760679,0.927946474523932
"42045409100",3977,4368,391,0.089514652014652,0.910485347985348
"42045409200",3879,4196,317,0.0755481410867493,0.924451858913251
"42045409300",1931,2374,443,0.186604886267902,0.813395113732098
"42045409400",2539,2676,137,0.0511958146487294,0.948804185351271
"42045409500",4483,4649,166,0.0357066035706604,0.96429339642934
"42045409601",4136,4591,455,0.0991069483772599,0.90089305162274
"42045409602",2927,3565,638,0.178962131837307,0.821037868162693
"42045409701",5130,5510,380,0.0689655172413793,0.931034482758621
"42045409702",40,40,0,0,1
"42045409802",3344,3600,256,0.0711111111111111,0.928888888888889
"42045409898",5699,6650,951,0.143007518796992,0.856992481203008
"42045409902",3471,3825,354,0.0925490196078431,0.907450980392157
"42045409903",3792,4165,373,0.0895558223289316,0.910444177671068
"42045409904",2943,3317,374,0.112752487187217,0.887247512812783
"42045410000",2480,2761,281,0.1017747193046,0.8982252806954
"42045410101",0,0,0,NA,NA
"42045410102",2606,2789,183,0.0656149157404087,0.934385084259591
"42045410200",2970,3118,148,0.0474663245670301,0.95253367543297
"42045410301",4035,4295,260,0.0605355064027939,0.939464493597206
"42045410302",2234,2491,257,0.103171417101566,0.896828582898434
"42045410400",2921,3290,369,0.112158054711246,0.887841945288754
"42091200103",3474,3622,148,0.0408614025400331,0.959138597459967
"42091200104",3925,4224,299,0.0707859848484848,0.929214015151515
"42091200105",2147,2299,152,0.0661157024793388,0.933884297520661
"42091200106",1413,1617,204,0.126159554730983,0.873840445269017
"42091200200",893,996,103,0.103413654618474,0.896586345381526
"42091200301",5185,6052,867,0.143258426966292,0.856741573033708
"42091200305",1727,1943,216,0.111168296448791,0.888831703551209
"42091200306",3932,4426,494,0.111613194758247,0.888386805241753
"42091200307",2579,3022,443,0.146591661151555,0.853408338848445
"42091200308",3467,4066,599,0.147319232661092,0.852680767338908
"42091200309",2436,2667,231,0.0866141732283465,0.913385826771654
"42091200310",2723,2800,77,0.0275,0.9725
"42091200401",3051,3601,550,0.152735351291308,0.847264648708692
"42091200402",3279,3750,471,0.1256,0.8744
"42091200501",3327,3608,281,0.0778824833702882,0.922117516629712
"42091200502",5107,5965,858,0.143839061190277,0.856160938809723
"42091200504",45,45,0,0,1
"42091200505",2598,2865,267,0.0931937172774869,0.906806282722513
"42091200506",3463,3730,267,0.0715817694369973,0.928418230563003
"42091200507",5046,5252,206,0.0392231530845392,0.960776846915461
"42091200601",8093,8501,408,0.0479943536054582,0.952005646394542
"42091200602",3330,3586,256,0.0713887339654211,0.928611266034579
"42091200703",3925,4315,390,0.0903823870220162,0.909617612977984
"42091200704",2800,3084,284,0.0920881971465629,0.907911802853437
"42091200706",6619,7787,1168,0.149993579041993,0.850006420958007
"42091200800",2219,2590,371,0.143243243243243,0.856756756756757
"42091200901",3345,3806,461,0.121124540199685,0.878875459800315
"42091200902",1109,1287,178,0.138306138306138,0.861693861693862
"42091200903",3463,4129,666,0.161298135141681,0.838701864858319
"42091200905",723,899,176,0.195773081201335,0.804226918798665
"42091200906",1684,2026,342,0.168805528134255,0.831194471865745
"42091200907",2374,2772,398,0.143578643578644,0.856421356421356
"42091200908",1032,1158,126,0.10880829015544,0.89119170984456
"42091201002",5858,6051,193,0.0318955544538093,0.968104445546191
"42091201003",3051,3348,297,0.0887096774193548,0.911290322580645
"42091201004",2489,2562,73,0.0284933645589383,0.971506635441062
"42091201100",3203,3787,584,0.154211777132295,0.845788222867705
"42091201201",4435,4581,146,0.0318707705741105,0.96812922942589
"42091201203",2018,2203,185,0.0839763958238765,0.916023604176123
"42091201204",2064,2265,201,0.0887417218543046,0.911258278145695
"42091201301",2816,3244,428,0.13193588162762,0.86806411837238
"42091201302",2450,3169,719,0.226885452824235,0.773114547175765
"42091201404",4364,4671,307,0.065724684221794,0.934275315778206
"42091201406",4290,4461,171,0.0383322125084062,0.961667787491594
"42091201407",2105,2618,513,0.195951107715814,0.804048892284186
"42091201408",3247,3408,161,0.0472417840375587,0.952758215962441
"42091201409",3315,3486,171,0.0490533562822719,0.950946643717728
"42091201410",2124,2381,257,0.107937841243175,0.892062158756825
"42091201411",2319,2573,254,0.0987174504469491,0.901282549553051
"42091201501",2746,3052,306,0.100262123197903,0.899737876802097
"42091201502",1666,1756,90,0.05125284738041,0.94874715261959
"42091201603",4274,5233,959,0.183260080259889,0.816739919740111
"42091201604",3189,3552,363,0.102195945945946,0.897804054054054
"42091201605",2717,3105,388,0.124959742351047,0.875040257648953
"42091201606",1461,2014,553,0.274577954319762,0.725422045680238
"42091201607",3076,3410,334,0.0979472140762463,0.902052785923754
"42091201608",4304,4629,325,0.0702095484985958,0.929790451501404
"42091201703",2781,3061,280,0.0914733747141457,0.908526625285854
"42091201704",3238,3489,251,0.0719403840642018,0.928059615935798
"42091201705",4203,4730,527,0.111416490486258,0.888583509513742
"42091201706",3890,4311,421,0.0976571561122709,0.902342843887729
"42091201800",2737,3020,283,0.0937086092715232,0.906291390728477
"42091201901",4250,4673,423,0.0905200085598117,0.909479991440188
"42091201902",4722,5587,865,0.154823697870055,0.845176302129945
"42091202000",2374,2679,305,0.11384845091452,0.88615154908548
"42091202100",4127,4574,447,0.0977262789680804,0.90227372103192
"42091202201",4240,4636,396,0.0854184641932701,0.91458153580673
"42091202298",2605,2831,226,0.0798304486047333,0.920169551395267
"42091202301",3679,3984,305,0.0765562248995984,0.923443775100402
"42091202302",2182,2342,160,0.0683176771989752,0.931682322801025
"42091202401",2462,3239,777,0.239888854584748,0.760111145415252
"42091202402",4002,4726,724,0.153195090986035,0.846804909013965
"42091202500",4015,4348,333,0.0765869365225391,0.923413063477461
"42091202602",2049,2289,240,0.104849279161206,0.895150720838794
"42091202603",2950,3297,347,0.105247194419169,0.894752805580831
"42091202604",2024,2233,209,0.0935960591133005,0.9064039408867
"42091203000",1946,2129,183,0.085955847815876,0.914044152184124
"42091203103",2844,3012,168,0.0557768924302789,0.944223107569721
"42091203104",3515,3783,268,0.0708432461009781,0.929156753899022
"42091203105",3817,4003,186,0.0464651511366475,0.953534848863352
"42091203106",1425,1670,245,0.146706586826347,0.853293413173653
"42091203203",3630,3950,320,0.0810126582278481,0.918987341772152
"42091203204",2385,2623,238,0.0907357987037743,0.909264201296226
"42091203205",2383,2501,118,0.0471811275489804,0.95281887245102
"42091203206",5897,6040,143,0.0236754966887417,0.976324503311258
"42091203302",5592,5949,357,0.0600100857286939,0.939989914271306
"42091203303",3048,3344,296,0.0885167464114833,0.911483253588517
"42091203304",2885,3147,262,0.0832538925961233,0.916746107403877
"42091203401",5868,6550,682,0.10412213740458,0.89587786259542
"42091203402",5014,5401,387,0.071653397518978,0.928346602481022
"42091203403",2803,3019,216,0.0715468698244452,0.928453130175555
"42091203500",5262,6331,1069,0.168851682198705,0.831148317801295
"42091203601",1543,2763,1220,0.441549040897575,0.558450959102425
"42091203602",3665,4378,713,0.162859753312015,0.837140246687985
"42091203700",83,170,87,0.511764705882353,0.488235294117647
"42091203801",2532,3188,656,0.205771643663739,0.794228356336261
"42091203803",3285,4404,1119,0.25408719346049,0.74591280653951
"42091203804",2196,3007,811,0.26970402394413,0.73029597605587
"42091203901",1600,3159,1559,0.493510604621716,0.506489395378284
"42091203902",1263,2438,1175,0.481952420016407,0.518047579983593
"42091204002",2807,3083,276,0.0895231916963996,0.9104768083036
"42091204004",2293,2411,118,0.0489423475736209,0.951057652426379
"42091204005",1265,1452,187,0.128787878787879,0.871212121212121
"42091204007",2105,2403,298,0.12401165210154,0.87598834789846
"42091204008",1947,2250,303,0.134666666666667,0.865333333333333
"42091204009",1348,1403,55,0.0392017106200998,0.9607982893799
"42091204010",2588,2721,133,0.0488790885703785,0.951120911429622
"42091204101",4028,4896,868,0.177287581699346,0.822712418300654
"42091204102",1851,3155,1304,0.413312202852615,0.586687797147385
"42091204200",956,1255,299,0.238247011952191,0.761752988047809
"42091204300",2293,2414,121,0.0501242750621375,0.949875724937862
"42091204400",2941,3276,335,0.102258852258852,0.897741147741148
"42091204500",4271,4564,293,0.0641980718667835,0.935801928133216
"42091204600",4373,4631,258,0.0557115093932196,0.94428849060678
"42091204701",2058,2174,116,0.0533578656853726,0.946642134314627
"42091204702",3194,3543,349,0.0985040925769122,0.901495907423088
"42091204800",4908,5131,223,0.0434613135840967,0.956538686415903
"42091204900",4091,4396,305,0.0693812556869882,0.930618744313012
"42091205000",1397,1677,280,0.166964818127609,0.833035181872391
"42091205100",1338,1779,441,0.247892074198988,0.752107925801012
"42091205200",2538,2681,143,0.0533383066020142,0.946661693397986
"42091205300",1355,1779,424,0.238336143901068,0.761663856098932
"42091205400",5661,6135,474,0.0772616136919315,0.922738386308068
"42091205501",2941,3616,675,0.186670353982301,0.813329646017699
"42091205502",5503,5854,351,0.0599590023915272,0.940040997608473
"42091205503",2005,2209,204,0.0923494794024445,0.907650520597555
"42091205600",3758,4278,520,0.121552127162225,0.878447872837775
"42091205700",3068,4276,1208,0.282507015902713,0.717492984097287
"42091205805",3425,3749,324,0.0864230461456388,0.913576953854361
"42091205806",1445,1694,249,0.146989374262102,0.853010625737898
"42091205807",1512,1742,230,0.13203214695752,0.86796785304248
"42091205808",4300,4461,161,0.0360905626541134,0.963909437345887
"42091205809",2418,2668,250,0.0937031484257871,0.906296851574213
"42091205898",2231,2407,176,0.0731200664727877,0.926879933527212
"42091205904",1659,1813,154,0.0849420849420849,0.915057915057915
"42091205905",2833,3175,342,0.107716535433071,0.892283464566929
"42091205906",1613,1754,141,0.080387685290764,0.919612314709236
"42091205998",2192,2230,38,0.0170403587443946,0.982959641255605
"42091206004",3504,3812,308,0.080797481636936,0.919202518363064
"42091206005",3539,3989,450,0.11281022812735,0.88718977187265
"42091206006",1886,2054,168,0.0817916260954236,0.918208373904576
"42091206007",4423,4719,296,0.0627251536342445,0.937274846365755
"42091206008",2527,2909,382,0.131316603643864,0.868683396356136
"42091206009",460,567,107,0.188712522045855,0.811287477954145
"42091206102",2805,3141,336,0.106972301814709,0.893027698185291
"42091206104",963,1094,131,0.119744058500914,0.880255941499086
"42091206105",1283,1339,56,0.0418222554144884,0.958177744585512
"42091206106",3285,3465,180,0.051948051948052,0.948051948051948
"42091206201",2262,2654,392,0.147701582516956,0.852298417483044
"42091206202",1542,1804,262,0.145232815964523,0.854767184035477
"42091206300",3071,3306,235,0.0710828796128252,0.928917120387175
"42091206400",1874,2112,238,0.112689393939394,0.887310606060606
"42091206500",2801,3197,396,0.123866124491711,0.876133875508289
"42091206600",1021,1250,229,0.1832,0.8168
"42091206701",4224,4547,323,0.071035847811744,0.928964152188256
"42091206702",0,0,0,NA,NA
"42091206800",4605,5183,578,0.111518425622227,0.888481574377774
"42091206901",3457,3899,442,0.113362400615542,0.886637599384458
"42091206904",3523,3926,403,0.102649006622517,0.897350993377483
"42091206905",2602,2745,143,0.0520947176684882,0.947905282331512
"42091206906",3392,3488,96,0.0275229357798165,0.972477064220183
"42091207001",4465,4941,476,0.0963367739324024,0.903663226067598
"42091207002",5031,5708,677,0.118605466012614,0.881394533987386
"42091207101",2936,3266,330,0.101041028781384,0.898958971218616
"42091207102",3364,3638,274,0.0753161077515118,0.924683892248488
"42091207201",1733,2057,324,0.157510938259601,0.842489061740399
"42091207202",3172,3869,697,0.180149909537348,0.819850090462652
"42091207300",2288,2565,277,0.107992202729045,0.892007797270955
"42091207400",1995,2216,221,0.0997292418772563,0.900270758122744
"42091207500",2449,2704,255,0.0943047337278106,0.905695266272189
"42091207698",2733,3057,324,0.105986261040236,0.894013738959764
"42091207700",371,440,69,0.156818181818182,0.843181818181818
"42091207800",4288,4590,302,0.0657952069716776,0.934204793028322
"42091207900",1480,1775,295,0.166197183098592,0.833802816901408
"42091208000",1842,2341,499,0.21315677061085,0.78684322938915
"42091208100",2483,3110,627,0.201607717041801,0.798392282958199
"42091208201",1518,1661,143,0.0860927152317881,0.913907284768212
"42091208202",4813,5300,487,0.0918867924528302,0.90811320754717
"42091208300",5552,5983,431,0.0720374394116664,0.927962560588334
"42091208400",1829,2011,182,0.0905022376926902,0.90949776230731
"42091208500",2815,3381,566,0.167406092871931,0.832593907128069
"42091208601",2318,2855,537,0.188091068301226,0.811908931698774
"42091208602",3295,3862,567,0.146815121698602,0.853184878301398
