"GEOID","tot200_a","univ_a","tot199_a","li_a","hi_a"
"34007610400",16,16,0,0,1
"34015500100",3655,4548,893,0.196350043975374,0.803649956024626
"34015500201",2538,2951,413,0.139952558454761,0.860047441545239
"34015500202",4052,5165,1113,0.215488867376573,0.784511132623427
"34015500203",4201,4652,451,0.0969475494411006,0.903052450558899
"34015500204",3467,3929,462,0.117587172308475,0.882412827691525
"34015500205",2008,2497,489,0.195835002002403,0.804164997997597
"34015500300",2422,3371,949,0.281518837140314,0.718481162859686
"34015500400",3708,6535,2827,0.432593726090283,0.567406273909717
"34015500500",4456,5179,723,0.139602239814636,0.860397760185364
"34015500600",4502,5045,543,0.107631318136769,0.892368681863231
"34015500701",3634,4347,713,0.164021164021164,0.835978835978836
"34015500702",3913,4297,384,0.0893646730276937,0.910635326972306
"34015500703",1266,1430,164,0.114685314685315,0.885314685314685
"34015500800",2185,2331,146,0.0626340626340626,0.937365937365937
"34015500900",3016,3385,369,0.109010339734121,0.890989660265879
"34015501001",1716,2176,460,0.211397058823529,0.788602941176471
"34015501002",2461,4287,1826,0.425938885001166,0.574061114998834
"34015501003",3116,3976,860,0.216297786720322,0.783702213279678
"34015501101",3201,3935,734,0.186531130876747,0.813468869123253
"34015501102",2279,2507,228,0.0909453530115676,0.909054646988432
"34015501103",2996,3540,544,0.153672316384181,0.846327683615819
"34015501104",2849,3247,398,0.122574684323991,0.877425315676009
"34015501105",2012,2450,438,0.178775510204082,0.821224489795918
"34015501106",2211,2801,590,0.210639057479472,0.789360942520528
"34015501107",4263,5157,894,0.173356602675974,0.826643397324026
"34015501201",4249,4389,140,0.0318979266347687,0.968102073365231
"34015501202",4990,5382,392,0.0728353771832033,0.927164622816797
"34015501203",3489,3745,256,0.0683578104138852,0.931642189586115
"34015501204",3876,4300,424,0.0986046511627907,0.901395348837209
"34015501205",1499,1793,294,0.163970998326827,0.836029001673174
"34015501206",3329,3613,284,0.0786050373650706,0.921394962634929
"34015501207",9767,10874,1107,0.101802464594445,0.898197535405555
"34015501208",2675,2871,196,0.0682688958551027,0.931731104144897
"34015501298",4184,4793,609,0.127060296265387,0.872939703734613
"34015501301",3226,3662,436,0.119060622610595,0.880939377389405
"34015501302",2441,3103,662,0.213341927167258,0.786658072832742
"34015501303",2060,2337,277,0.118528027385537,0.881471972614463
"34015501401",4568,5539,971,0.175302401155443,0.824697598844557
"34015501402",2154,3419,1265,0.369991225504534,0.630008774495467
"34015501403",2135,3151,1016,0.322437321485243,0.677562678514757
"34015501404",956,1584,628,0.396464646464646,0.603535353535354
"34015501500",4481,6109,1628,0.266492060893763,0.733507939106237
"34015501603",4025,5265,1240,0.235517568850902,0.764482431149098
"34015501604",4323,5437,1114,0.204892403899209,0.795107596100791
"34015501605",2714,3469,755,0.217641971749784,0.782358028250216
"34015501606",5284,6098,814,0.133486388979993,0.866513611020007
"34015501607",4879,6132,1253,0.204337899543379,0.795662100456621
"34015501701",2822,3805,983,0.258344283837056,0.741655716162944
"34015501702",2061,2510,449,0.178884462151394,0.821115537848606
"34015501703",3107,4174,1067,0.25563009103977,0.74436990896023
"34015501704",3029,3952,923,0.233552631578947,0.766447368421053
"34015501800",1396,1590,194,0.122012578616352,0.877987421383648
"34015501900",2981,3760,779,0.20718085106383,0.79281914893617
"34015502000",4034,4700,666,0.141702127659574,0.858297872340426
"34015502100",1657,1909,252,0.13200628601362,0.86799371398638
"34015502200",1165,1465,300,0.204778156996587,0.795221843003413
"34015502300",1495,2015,520,0.258064516129032,0.741935483870968
"34015502400",4586,5113,527,0.103070604341874,0.896929395658126
"34015502500",0,0,0,NA,NA
"34021000100",1695,2817,1122,0.398296059637913,0.601703940362087
"34021000200",2332,3044,712,0.233902759526938,0.766097240473062
"34021000300",2958,3532,574,0.162514156285391,0.837485843714609
"34021000400",2996,4144,1148,0.277027027027027,0.722972972972973
"34021000500",2535,3216,681,0.211753731343284,0.788246268656716
"34021000600",3043,3538,495,0.139909553420011,0.860090446579989
"34021000700",1640,2076,436,0.210019267822736,0.789980732177264
"34021000800",1448,2231,783,0.350963693411026,0.649036306588973
"34021000900",1932,4494,2562,0.570093457943925,0.429906542056075
"34021001000",1105,3094,1989,0.642857142857143,0.357142857142857
"34021001100",3773,6955,3182,0.457512580877067,0.542487419122933
"34021001200",3517,4386,869,0.19813041495668,0.80186958504332
"34021001300",3188,3778,590,0.156167284277395,0.843832715722605
"34021001400",3873,7910,4037,0.510366624525917,0.489633375474083
"34021001500",1512,3487,1975,0.56638944651563,0.43361055348437
"34021001600",786,1459,673,0.461274845784784,0.538725154215216
"34021001700",2524,5176,2652,0.512364760432767,0.487635239567233
"34021001800",2340,3485,1145,0.328550932568149,0.671449067431851
"34021001900",1010,2164,1154,0.533271719038817,0.466728280961183
"34021002000",458,1777,1319,0.742262239729882,0.257737760270118
"34021002100",3314,6108,2794,0.45743287491814,0.54256712508186
"34021002200",4056,6143,2087,0.33973628520267,0.66026371479733
"34021002300",0,0,0,NA,NA
"34021002400",0,0,0,NA,NA
"34021002500",5605,6498,893,0.137426900584795,0.862573099415205
"34021002600",6707,8092,1385,0.171156697973307,0.828843302026693
"34021002700",8566,10073,1507,0.149607862602998,0.850392137397002
"34021002800",4693,5757,1064,0.184818481848185,0.815181518151815
"34021002901",8330,9054,724,0.079964656505412,0.920035343494588
"34021002902",3682,4554,872,0.191480017566974,0.808519982433026
"34021003001",4633,5070,437,0.0861932938856016,0.913806706114398
"34021003002",5777,6040,263,0.0435430463576159,0.956456953642384
"34021003003",6028,6498,470,0.0723299476762081,0.927670052323792
"34021003004",5242,5559,317,0.0570246447202734,0.942975355279727
"34021003006",5967,6138,171,0.0278592375366569,0.972140762463343
"34021003007",3411,3543,132,0.0372565622353937,0.962743437764606
"34021003008",4133,4544,411,0.0904489436619718,0.909551056338028
"34021003009",4283,4492,209,0.0465271593944791,0.953472840605521
"34021003100",3096,3547,451,0.12714970397519,0.87285029602481
"34021003200",8697,9731,1034,0.106258349604357,0.893741650395643
"34021003300",9361,10136,775,0.0764601420678769,0.923539857932123
"34021003400",2211,2887,676,0.234153100103914,0.765846899896086
"34021003500",5449,6708,1259,0.187686344663089,0.812313655336911
"34021003601",2864,3188,324,0.101631116687578,0.898368883312422
"34021003602",2798,3231,433,0.134014237078304,0.865985762921696
"34021003701",8246,8749,503,0.0574922848325523,0.942507715167448
"34021003702",5278,5814,536,0.0921912624699002,0.9078087375301
"34021003800",5517,5810,293,0.0504302925989673,0.949569707401033
"34021003901",5088,5319,231,0.0434292160180485,0.956570783981952
"34021003902",1753,1969,216,0.109700355510411,0.890299644489589
"34021003903",2447,2532,85,0.0335703001579779,0.966429699842022
"34021004000",3235,4020,785,0.195273631840796,0.804726368159204
"34021004100",2424,2988,564,0.188755020080321,0.811244979919679
"34021004201",5164,6068,904,0.148978246539222,0.851021753460778
"34021004202",6171,7151,980,0.137043770102084,0.862956229897916
"34021004301",2382,3190,808,0.253291536050157,0.746708463949843
"34021004304",3893,3959,66,0.0166708764839606,0.983329123516039
"34021004305",8623,8860,237,0.0267494356659142,0.973250564334086
"34021004398",5206,5788,582,0.100552868002764,0.899447131997236
"34021004401",9924,10935,1011,0.0924554183813443,0.907544581618656
"34021004403",4575,5032,457,0.090818759936407,0.909181240063593
"34021004404",6965,7700,735,0.0954545454545455,0.904545454545455
"34021004405",3311,3632,321,0.0883810572687225,0.911618942731278
"42017100101",7626,10198,2572,0.252206314963718,0.747793685036282
"42017100102",2072,2496,424,0.169871794871795,0.830128205128205
"42017100201",3523,4375,852,0.194742857142857,0.805257142857143
"42017100205",9882,10659,777,0.0728961441035745,0.927103855896426
"42017100206",3870,4268,398,0.0932521087160262,0.906747891283974
"42017100207",2472,3409,937,0.274860662951012,0.725139337048988
"42017100208",4534,6051,1517,0.250702363245745,0.749297636754255
"42017100209",6272,7498,1226,0.163510269405175,0.836489730594825
"42017100210",6356,7242,886,0.122341894504281,0.877658105495719
"42017100302",4025,5288,1263,0.238842662632375,0.761157337367625
"42017100303",3802,5372,1570,0.292256142963515,0.707743857036485
"42017100304",1610,2343,733,0.31284677763551,0.68715322236449
"42017100305",6616,8384,1768,0.21087786259542,0.78912213740458
"42017100401",5148,6485,1337,0.206168080185042,0.793831919814958
"42017100402",6305,7072,767,0.108455882352941,0.891544117647059
"42017100403",1852,2432,580,0.238486842105263,0.761513157894737
"42017100404",6066,6969,903,0.129573826947912,0.870426173052088
"42017100405",7861,8962,1101,0.122852041954921,0.877147958045079
"42017100406",3053,3560,507,0.142415730337079,0.857584269662921
"42017100500",2233,2774,541,0.195025234318673,0.804974765681327
"42017100600",2741,3847,1106,0.287496750714843,0.712503249285157
"42017100700",2462,3634,1172,0.322509631260319,0.677490368739681
"42017100802",6477,7642,1165,0.152447003402251,0.847552996597749
"42017100803",4688,5214,526,0.100882240122746,0.899117759877254
"42017100804",3420,3686,266,0.0721649484536082,0.927835051546392
"42017100805",6002,6634,632,0.0952668073560446,0.904733192643955
"42017100806",8962,9654,692,0.0716801325875285,0.928319867412472
"42017100807",1916,2148,232,0.108007448789572,0.891992551210428
"42017100900",6184,6943,759,0.109318738297566,0.890681261702434
"42017101000",805,913,108,0.11829134720701,0.88170865279299
"42017101100",1905,2399,494,0.205919132972072,0.794080867027928
"42017101200",717,778,61,0.0784061696658098,0.92159383033419
"42017101300",1178,1362,184,0.135095447870778,0.864904552129222
"42017101401",3701,3998,297,0.0742871435717859,0.925712856428214
"42017101402",7810,9150,1340,0.146448087431694,0.853551912568306
"42017101403",6160,6559,399,0.0608324439701174,0.939167556029883
"42017101503",3693,4000,307,0.07675,0.92325
"42017101504",2491,2758,267,0.0968092820884699,0.90319071791153
"42017101505",3120,3275,155,0.0473282442748092,0.952671755725191
"42017101506",5162,5852,690,0.117908407382092,0.882091592617908
"42017101603",2849,3194,345,0.108015028177833,0.891984971822167
"42017101605",2557,4304,1747,0.405901486988848,0.594098513011152
"42017101607",2424,2621,197,0.0751621518504388,0.924837848149561
"42017101608",4105,4828,723,0.149751449875725,0.850248550124275
"42017101609",4873,5293,420,0.0793500850179482,0.920649914982052
"42017101610",5073,5340,267,0.05,0.95
"42017101611",6249,6850,601,0.0877372262773723,0.912262773722628
"42017101700",471,498,27,0.0542168674698795,0.94578313253012
"42017101802",1193,1297,104,0.0801850424055513,0.919814957594449
"42017101803",3460,3750,290,0.0773333333333333,0.922666666666667
"42017101804",6276,7058,782,0.110796259563616,0.889203740436384
"42017101900",2646,2956,310,0.104871447902571,0.895128552097429
"42017102002",2163,2350,187,0.0795744680851064,0.920425531914894
"42017102003",3187,3412,225,0.0659437280187573,0.934056271981243
"42017102004",3050,3294,244,0.0740740740740741,0.925925925925926
"42017102101",6470,7290,820,0.112482853223594,0.887517146776406
"42017102102",2867,3191,324,0.101535568787214,0.898464431212786
"42017102200",824,892,68,0.0762331838565022,0.923766816143498
"42017102300",3289,3732,443,0.118703108252947,0.881296891747053
"42017102400",6956,7825,869,0.111054313099042,0.888945686900958
"42017102500",3909,4458,549,0.123149394347241,0.876850605652759
"42017102600",1276,1616,340,0.21039603960396,0.78960396039604
"42017102700",3702,4283,581,0.135652579967313,0.864347420032687
"42017102801",2504,2722,218,0.0800881704628949,0.919911829537105
"42017102802",3912,4496,584,0.129893238434164,0.870106761565836
"42017102900",783,934,151,0.161670235546039,0.838329764453961
"42017103001",3466,3933,467,0.118738876175947,0.881261123824053
"42017103002",3838,4558,720,0.157964019306713,0.842035980693287
"42017103101",2072,2405,333,0.138461538461538,0.861538461538462
"42017103102",1568,1996,428,0.214428857715431,0.785571142284569
"42017103103",3140,4316,1176,0.272474513438369,0.727525486561631
"42017103200",778,1064,286,0.268796992481203,0.731203007518797
"42017103300",1819,2116,297,0.140359168241966,0.859640831758034
"42017103400",4249,4970,721,0.145070422535211,0.854929577464789
"42017103500",1052,1203,151,0.125519534497091,0.874480465502909
"42017103600",768,910,142,0.156043956043956,0.843956043956044
"42017103700",2909,3324,415,0.124849578820698,0.875150421179302
"42017103800",1135,1374,239,0.173944687045124,0.826055312954876
"42017103900",3342,4148,806,0.194310511089682,0.805689488910318
"42017104000",3825,4580,755,0.164847161572052,0.835152838427948
"42017104100",1599,1972,373,0.189148073022312,0.810851926977688
"42017104200",5665,6276,611,0.0973550031867431,0.902644996813257
"42017104300",5533,5965,432,0.0724224643755239,0.927577535624476
"42017104400",1207,1400,193,0.137857142857143,0.862142857142857
"42017104501",5592,6140,548,0.0892508143322476,0.910749185667752
"42017104502",2740,3078,338,0.109811565951917,0.890188434048083
"42017104601",4919,5011,92,0.0183596088605069,0.981640391139493
"42017104603",2275,2667,392,0.146981627296588,0.853018372703412
"42017104604",4272,4688,416,0.0887372013651877,0.911262798634812
"42017104701",2657,3220,563,0.174844720496894,0.825155279503106
"42017104702",2302,2773,471,0.169852145690588,0.830147854309412
"42017104703",2129,2232,103,0.0461469534050179,0.953853046594982
"42017104704",0,0,0,NA,NA
"42017104800",2042,2194,152,0.0692798541476755,0.930720145852325
"42017104901",2832,2916,84,0.0288065843621399,0.97119341563786
"42017104902",2705,2954,249,0.0842924847664184,0.915707515233582
"42017105003",4089,4324,235,0.0543478260869565,0.945652173913043
"42017105004",4952,5370,418,0.0778398510242086,0.922160148975791
"42017105005",9593,10143,550,0.0542245883860791,0.945775411613921
"42017105006",5279,5506,227,0.0412277515437704,0.95877224845623
"42017105007",7046,7373,327,0.0443510104435101,0.95564898955649
"42017105008",2256,2398,142,0.0592160133444537,0.940783986655546
"42017105100",2189,2386,197,0.0825649622799665,0.917435037720034
"42017105202",4702,4873,171,0.0350913195156988,0.964908680484301
"42017105203",1993,2014,21,0.0104270109235353,0.989572989076465
"42017105204",6305,6608,303,0.0458535108958838,0.954146489104116
"42017105300",2113,2565,452,0.176218323586745,0.823781676413255
"42017105400",5671,5997,326,0.0543605135901284,0.945639486409872
"42017105501",5150,5593,443,0.0792061505453245,0.920793849454675
"42017105503",5477,5707,230,0.0403013842649378,0.959698615735062
"42017105505",3736,3891,155,0.0398355178617322,0.960164482138268
