"GEOID","tot200_b","univ_b","tot199_b","li_b","hi_b"
"340211600",471,1243,772,0.621078037007241,0.378921962992759
"340211500",1544,2906,1362,0.468685478320716,0.531314521679284
"340211402",1345,2575,1230,0.477669902912621,0.522330097087379
"340211401",1999,3712,1713,0.461476293103448,0.538523706896552
"340211200",2766,4009,1243,0.310052382140185,0.689947617859815
"34007602501",26,173,147,0.84971098265896,0.15028901734104
"34007602601",2238,2756,518,0.187953555878084,0.812046444121916
"34007602602",1931,2610,679,0.260153256704981,0.739846743295019
"34007609000",939,1421,482,0.339197748064743,0.660802251935257
"34007602503",1963,2591,628,0.242377460439985,0.757622539560015
"34007602703",1973,2329,356,0.152855302705024,0.847144697294976
"34007601500",2446,6200,3754,0.605483870967742,0.394516129032258
"34007603001",3081,3645,564,0.154732510288066,0.845267489711934
"340211100",3009,6594,3585,0.543676069153776,0.456323930846224
"340211300",2668,3493,825,0.23618665903235,0.76381334096765
"340211000",945,3129,2184,0.697986577181208,0.302013422818792
"34021900",1365,4281,2916,0.68114926419061,0.31885073580939
"34021800",1040,2346,1306,0.556692242114237,0.443307757885763
"34021700",1512,2488,976,0.392282958199357,0.607717041800643
"34007609102",149,172,23,0.133720930232558,0.866279069767442
"34007602502",826,1083,257,0.23730378578024,0.76269621421976
"34007607504",3746,3815,69,0.018086500655308,0.981913499344692
"34007602901",4572,4999,427,0.0854170834166833,0.914582916583317
"34007601400",2286,4743,2457,0.518026565464896,0.481973434535104
"34007601102",2009,4912,2903,0.591001628664495,0.408998371335505
"34007601600",946,2267,1321,0.582708425231584,0.417291574768416
"34007601000",2687,5671,2984,0.526185857873391,0.473814142126609
"34007601300",1493,4995,3502,0.701101101101101,0.298898898898899
"34007602702",3033,4056,1023,0.252218934911243,0.747781065088757
"34007601200",2810,6042,3232,0.534922211188348,0.465077788811652
"34007601101",1590,3716,2126,0.572120559741658,0.427879440258342
"34007603002",3591,4920,1329,0.270121951219512,0.729878048780488
"34021600",2965,3765,800,0.212483399734396,0.787516600265604
"34021500",2384,3533,1149,0.325219360317011,0.674780639682989
"34021400",2822,4583,1761,0.384246126991054,0.615753873008946
"34021300",2512,3629,1117,0.307798291540369,0.692201708459631
"34021200",1871,3437,1566,0.455629909805063,0.544370090194937
"340214204",4974,5757,783,0.136008337675873,0.863991662324127
"340214203",3280,3567,287,0.0804597701149425,0.919540229885057
"340214100",2455,2879,424,0.147273358805141,0.852726641194859
"340214000",3476,4378,902,0.206030150753769,0.793969849246231
"340213202",4535,5084,549,0.107985837922895,0.892014162077105
"340213903",2554,2696,142,0.0526706231454006,0.947329376854599
"340213201",4184,5090,906,0.177996070726916,0.822003929273085
"340213302",4973,5630,657,0.116696269982238,0.883303730017762
"340213100",3128,3745,617,0.16475300400534,0.83524699599466
"34007607600",2073,2377,304,0.127892301220025,0.872107698779975
"34007606100",2154,2302,148,0.0642919200695048,0.935708079930495
"34007606902",98,119,21,0.176470588235294,0.823529411764706
"34007608100",712,1033,321,0.310745401742498,0.689254598257502
"34007607402",1909,2291,382,0.166739415102575,0.833260584897425
"34007604800",796,1102,306,0.277676950998185,0.722323049001815
"34007603601",3056,3489,433,0.124104327887647,0.875895672112353
"34007603800",4702,5195,493,0.0948989412897016,0.905101058710298
"34007601800",509,1645,1136,0.690577507598784,0.309422492401216
"34007608402",2786,3251,465,0.143032912949862,0.856967087050138
"34007602902",2398,3147,749,0.238004448681284,0.761995551318716
"34007600100",35,97,62,0.639175257731959,0.360824742268041
"34007608600",3630,4986,1356,0.271961492178099,0.728038507821901
"340213706",3400,3742,342,0.0913949759486905,0.908605024051309
"340213800",6093,6299,206,0.0327036037466264,0.967296396253374
"340213902",1889,2035,146,0.0717444717444717,0.928255528255528
"340213901",8559,8920,361,0.0404708520179372,0.959529147982063
"340213004",5047,5697,650,0.11409513779182,0.88590486220818
"340213008",4034,4563,529,0.115932500547885,0.884067499452115
"340213007",3187,3414,227,0.0664909197422379,0.933509080257762
"340213006",5582,5937,355,0.0597945090112852,0.940205490988715
"340213009",4719,5025,306,0.0608955223880597,0.93910447761194
"340213003",5582,6048,466,0.0770502645502645,0.922949735449735
"34015502400",5198,6024,826,0.137118193891102,0.862881806108898
"34015502200",2684,3025,341,0.112727272727273,0.887272727272727
"340214201",5402,6298,896,0.142267386471896,0.857732613528104
"34015501404",828,1749,921,0.526586620926244,0.473413379073756
"34015501403",2436,3361,925,0.275215709610235,0.724784290389765
"34015502100",1990,2409,419,0.173931091739311,0.826068908260689
"34015501205",2110,2431,321,0.132044426162073,0.867955573837927
"34015501203",2967,3473,506,0.145695364238411,0.854304635761589
"34015501202",4950,5110,160,0.0313111545988258,0.968688845401174
"34015501603",4877,5905,1028,0.174089754445385,0.825910245554615
"34015501401",6842,8229,1387,0.168550249118969,0.831449750881031
"34015501301",3209,3667,458,0.124897736569403,0.875102263430597
"34015501208",3428,3644,216,0.0592755214050494,0.940724478594951
"34015501302",2246,2882,636,0.220680083275503,0.779319916724497
"34015501303",2158,2765,607,0.219529837251356,0.780470162748644
"34015501106",2756,3425,669,0.195328467153285,0.804671532846715
"34015501002",2506,3801,1295,0.340699815837937,0.659300184162063
"34015501001",1505,2191,686,0.313099041533546,0.686900958466454
"34015500800",2098,2317,219,0.0945187742770824,0.905481225722918
"34015501107",4241,4844,603,0.124483897605285,0.875516102394715
"34015500900",2582,2979,397,0.133266196710305,0.866733803289695
"34015500203",4375,4860,485,0.0997942386831276,0.900205761316872
"34015500703",1222,1366,144,0.105417276720351,0.894582723279649
"34015501104",2823,3199,376,0.117536730228196,0.882463269771804
"34015501204",3647,3987,340,0.0852771507399047,0.914722849260095
"34015501211",7902,8690,788,0.0906789413118527,0.909321058688147
"34015501003",3218,3845,627,0.163068920676203,0.836931079323797
"34015500702",4913,5623,710,0.126267117197226,0.873732882802774
"34015502300",1581,2048,467,0.22802734375,0.77197265625
"34015501402",1640,3254,1614,0.4960049170252,0.5039950829748
"34015502000",7911,8734,823,0.0942294481337303,0.90577055186627
"34015501607",6767,8067,1300,0.161150365687368,0.838849634312632
"34015501103",3868,4680,812,0.173504273504273,0.826495726495726
"34015501210",3909,4110,201,0.0489051094890511,0.951094890510949
"34015500204",3594,4105,511,0.124482338611449,0.875517661388551
"34015501105",1981,2383,402,0.168694922366765,0.831305077633235
"34015501206",3490,4076,586,0.143768400392542,0.856231599607458
"34015501500",5487,7085,1598,0.225546930134086,0.774453069865914
"34015500400",3912,6134,2222,0.36224323443104,0.63775676556896
"34015501701",3768,4393,625,0.142271796039153,0.857728203960847
"34015500205",2169,2672,503,0.188248502994012,0.811751497005988
"34015501201",5856,6318,462,0.0731244064577398,0.92687559354226
"34015501800",1321,1610,289,0.179503105590062,0.820496894409938
"34015501704",3472,4305,833,0.19349593495935,0.80650406504065
"34015500300",2509,3168,659,0.208017676767677,0.791982323232323
"34015500201",2281,2638,357,0.135329795299469,0.864670204700531
"34015501102",3151,3820,669,0.175130890052356,0.824869109947644
"34015501703",3463,4051,588,0.145149345840533,0.854850654159467
"34015500100",3454,4489,1035,0.230563599910893,0.769436400089107
"34015500202",4078,4852,774,0.159521846661171,0.840478153338829
"34015500500",4223,4865,642,0.131963001027749,0.868036998972251
"34015501101",3161,3838,677,0.176393955184992,0.823606044815008
"34015500600",4748,5253,505,0.0961355415952789,0.903864458404721
"34015501702",2140,2634,494,0.187547456340167,0.812452543659833
"34015501606",4550,5459,909,0.166514013555596,0.833485986444404
"34015501604",4422,5872,1450,0.246934604904632,0.753065395095368
"34015501605",2674,3425,751,0.219270072992701,0.780729927007299
"34015501900",2778,3482,704,0.202182653647329,0.797817346352671
"34015500701",6414,7191,777,0.10805173133083,0.89194826866917
"34007608204",90,460,370,0.804347826086957,0.195652173913043
"34007608207",4109,5079,970,0.190982476865525,0.809017523134475
"34015501209",4242,5031,789,0.156827668455575,0.843172331544425
"340214308",9474,10275,801,0.077956204379562,0.922043795620438
"340213001",5133,5677,544,0.0958252598203276,0.904174740179672
"34005702910",4335,4620,285,0.0616883116883117,0.938311688311688
"34005702907",2773,3066,293,0.0955642530984997,0.9044357469015
"34005702000",350,704,354,0.502840909090909,0.497159090909091
"34005701401",3139,3442,303,0.0880302149912841,0.911969785008716
"34005701402",1472,1648,176,0.106796116504854,0.893203883495146
"34005702909",5438,5973,535,0.0895697304537083,0.910430269546292
"34005703300",994,1145,151,0.131877729257642,0.868122270742358
"34005702811",2482,2753,271,0.0984380675626589,0.901561932437341
"34005702810",1233,1397,164,0.117394416607015,0.882605583392985
"34005702808",2929,3491,562,0.160985391005443,0.839014608994557
"34005702807",2288,2716,428,0.157584683357879,0.842415316642121
"34005702806",3167,3981,814,0.204471238382316,0.795528761617684
"34005702805",3263,4031,768,0.190523443314314,0.809476556685686
"34005702804",2418,2934,516,0.175869120654397,0.824130879345603
"34005702803",3637,3996,359,0.0898398398398398,0.91016016016016
"34005702802",2907,3612,705,0.195182724252492,0.804817275747508
"34005702801",2070,2265,195,0.0860927152317881,0.913907284768212
"34005702700",6426,7157,731,0.102137767220903,0.897862232779097
"34005703500",299,424,125,0.294811320754717,0.705188679245283
"34005702107",0,0,0,NA,NA
"34005702400",2987,3221,234,0.0726482458863707,0.927351754113629
"34005701801",2425,2572,147,0.057153965785381,0.942846034214619
"34005703203",3048,3842,794,0.206663196251952,0.793336803748048
"34005703202",2409,2682,273,0.10178970917226,0.898210290827741
"34005703201",3277,3741,464,0.124031007751938,0.875968992248062
"34005700200",2376,2639,263,0.0996589617279273,0.900341038272073
"34005700703",1751,2413,662,0.274347285536676,0.725652714463324
"34005700702",1920,2345,425,0.181236673773987,0.818763326226013
"34005700701",2434,3089,655,0.212042732275817,0.787957267724183
"34005702208",6135,7141,1006,0.14087662792326,0.85912337207674
"34005702204",1023,1724,701,0.40661252900232,0.59338747099768
"34005702206",1419,1791,372,0.207705192629816,0.792294807370184
"34005702110",0,0,0,NA,NA
"34005702205",6248,8109,1861,0.229498088543594,0.770501911456406
"34005702203",2914,3442,528,0.153399186519465,0.846600813480535
"34005702111",1762,2572,810,0.3149300155521,0.6850699844479
"34005702300",938,1209,271,0.224152191894127,0.775847808105873
"34005700104",1304,1773,469,0.264523406655386,0.735476593344614
"34005700103",2242,2517,275,0.109257052046087,0.890742947953913
"34005700102",2389,2760,371,0.134420289855072,0.865579710144928
"34005702101",1478,3062,1584,0.517308948399739,0.482691051600261
"34005701900",3586,4234,648,0.153046764289088,0.846953235710912
"34005704100",561,657,96,0.146118721461187,0.853881278538813
"34005702104",458,503,45,0.0894632206759443,0.910536779324056
"34005702905",3923,4162,239,0.057424315233061,0.942575684766939
"34005702906",1808,1933,125,0.0646663217796172,0.935333678220383
"34005702908",4174,4560,386,0.0846491228070175,0.915350877192982
"34005702911",7291,8013,722,0.0901035816797704,0.90989641832023
"34005702912",6710,7532,822,0.109134360063728,0.890865639936272
"34005702604",1503,2481,978,0.394195888754534,0.605804111245466
"34005702603",1445,2421,976,0.403139198678232,0.596860801321768
"34005702602",826,983,157,0.15971515768057,0.84028484231943
"34005702601",3896,4461,565,0.126653216767541,0.873346783232459
"34005700503",3262,3615,353,0.0976486860304288,0.902351313969571
"34005700502",1779,2021,242,0.119742701632855,0.880257298367145
"34005700501",4797,5387,590,0.109522925561537,0.890477074438463
"34005700505",4677,4762,85,0.0178496430071399,0.98215035699286
"34005700504",2511,2903,392,0.135032724767482,0.864967275232518
"34005703900",3906,4170,264,0.0633093525179856,0.936690647482014
"34005703804",6584,6827,243,0.035593965138421,0.964406034861579
"34005703803",4732,4932,200,0.040551500405515,0.959448499594485
"34005703802",3441,3831,390,0.101801096319499,0.898198903680501
"34005703801",6160,6422,262,0.0407972594207412,0.959202740579259
"34005703700",5946,6408,462,0.0720973782771536,0.927902621722846
"34005703600",6608,7085,477,0.0673253352152435,0.932674664784757
"34005700406",6158,7533,1375,0.182530200451347,0.817469799548653
"34005700405",1475,1732,257,0.14838337182448,0.85161662817552
"34005700403",3343,4098,755,0.184236212786725,0.815763787213275
"34005700402",2846,3379,533,0.157738976028411,0.842261023971589
"34005700401",1831,2016,185,0.091765873015873,0.908234126984127
"34005701802",35,39,4,0.102564102564103,0.897435897435897
"34005704012",5667,6182,515,0.0833063733419605,0.916693626658039
"34005702809",1384,1570,186,0.118471337579618,0.881528662420382
"34005702108",0,0,0,NA,NA
"34005703000",3676,4099,423,0.103195901439375,0.896804098560624
"34005701302",2251,2635,384,0.14573055028463,0.85426944971537
"34005701301",3624,4492,868,0.193232413178985,0.806767586821015
"34005701303",3139,3517,378,0.107477964174012,0.892522035825988
"34005704005",3498,3689,191,0.0517755489292491,0.948224451070751
"34005704004",3271,3790,519,0.136939313984169,0.863060686015831
"34005704011",2613,2912,299,0.102678571428571,0.897321428571429
"34005704009",3503,3859,356,0.0922518787250583,0.907748121274942
"34005704008",5262,5546,284,0.0512080778939776,0.948791922106022
"34005704007",2976,3406,430,0.126247798003523,0.873752201996477
"34005704006",2145,2266,121,0.0533980582524272,0.946601941747573
"34005701002",3563,4088,525,0.128424657534247,0.871575342465753
"34005701001",2975,3776,801,0.212129237288136,0.787870762711864
"34005702500",5402,6189,787,0.127161092260462,0.872838907739538
"34005700605",4602,4896,294,0.0600490196078431,0.939950980392157
"34005700303",2012,2356,344,0.146010186757216,0.853989813242784
"34005700602",4127,4503,376,0.0834998889629136,0.916500111037086
"34005700800",2615,3227,612,0.189649829563062,0.810350170436938
"34005700307",2210,2305,95,0.0412147505422994,0.958785249457701
"34005700306",2416,2583,167,0.0646535036778939,0.935346496322106
"34005700305",4499,4875,376,0.0771282051282051,0.922871794871795
"34005700304",2087,2324,237,0.10197934595525,0.89802065404475
"34005702112",43,43,0,0,1
"34005702106",0,0,0,NA,NA
"34005703101",7747,8862,1115,0.125818099751749,0.874181900248251
"34005701105",4220,4884,664,0.135954135954136,0.864045864045864
"34005701104",3489,4580,1091,0.2382096069869,0.7617903930131
"34005701103",5049,5787,738,0.127527216174184,0.872472783825817
"34005701102",3750,4174,424,0.101581217057978,0.898418782942022
"34005701205",1769,2290,521,0.227510917030568,0.772489082969432
"34005701204",1536,2590,1054,0.406949806949807,0.593050193050193
"34005701203",1488,1869,381,0.203852327447833,0.796147672552167
"34005701201",2466,2948,482,0.163500678426052,0.836499321573948
"34005701600",465,528,63,0.119318181818182,0.880681818181818
"34005701502",2867,3272,405,0.123777506112469,0.876222493887531
"34005701501",4583,5080,497,0.0978346456692913,0.902165354330709
"34005701700",3171,3938,767,0.194768918232605,0.805231081767395
"34005700900",1864,2623,759,0.289363324437667,0.710636675562333
"34005703400",1266,1546,280,0.18111254851229,0.81888745148771
"34005703102",1179,1274,95,0.0745682888540031,0.925431711145997
"34005700603",4798,6118,1320,0.215756783262504,0.784243216737496
"34005702207",2846,3878,1032,0.266116554925219,0.733883445074781
"34005702109",1603,2065,462,0.223728813559322,0.776271186440678
"34005704014",4532,4824,292,0.060530679933665,0.939469320066335
"34005704013",5404,5768,364,0.0631067961165049,0.936893203883495
"42045401302",2768,3159,391,0.123773345995568,0.876226654004432
"42045407804",3949,4357,408,0.0936424145053936,0.906357585494606
"42045409500",4235,4637,402,0.0866939831787794,0.913306016821221
"42045410000",3373,3573,200,0.0559753708368318,0.944024629163168
"42045408500",3497,4004,507,0.126623376623377,0.873376623376623
"42045404400",1134,1474,340,0.230664857530529,0.769335142469471
"42045401800",3129,3732,603,0.161575562700965,0.838424437299035
"42045401900",4159,4732,573,0.121090448013525,0.878909551986475
"42045400301",3892,6136,2244,0.365710560625815,0.634289439374185
"42045401402",3315,4020,705,0.175373134328358,0.824626865671642
"42045407201",3449,3906,457,0.11699948796723,0.88300051203277
"42045406903",4815,5424,609,0.112278761061947,0.887721238938053
"42045408102",3122,3532,410,0.116081540203851,0.883918459796149
"42045400402",2470,3970,1500,0.377833753148615,0.622166246851385
"42045409400",2361,2649,288,0.10872027180068,0.891279728199321
"42045407401",3447,3738,291,0.0778491171749599,0.92215088282504
"42045407102",2969,3184,215,0.0675251256281407,0.932474874371859
"42045409000",3227,3651,424,0.116132566420159,0.883867433579841
"42045410200",2926,3155,229,0.0725832012678288,0.927416798732171
"42029303100",4085,4221,136,0.0322198531153755,0.967780146884625
"42029303000",2544,2731,187,0.0684730867813988,0.931526913218601
"42045401103",3129,3546,417,0.117597292724196,0.882402707275804
"42045406500",1180,1827,647,0.354132457580733,0.645867542419267
"42045402900",1716,3358,1642,0.488981536628946,0.511018463371054
"42045407501",1912,2242,330,0.147190008920607,0.852809991079393
"42045404500",2690,4920,2230,0.453252032520325,0.546747967479675
"42045408101",4168,4617,449,0.0972492960797054,0.902750703920295
"42045409601",3957,4641,684,0.147382029734971,0.852617970265029
"42045408400",1803,1893,90,0.0475435816164818,0.952456418383518
"42045407700",2241,2708,467,0.17245199409158,0.827548005908419
"42045409904",3026,3253,227,0.0697817399323701,0.93021826006763
"42045407404",2572,2811,239,0.0850231234436144,0.914976876556386
"42045406401",1837,2872,1035,0.360376044568245,0.639623955431755
"42045406201",2381,2918,537,0.184030157642221,0.815969842357779
"42045404103",2756,3461,705,0.203698353077145,0.796301646922855
"42045407502",2167,2898,731,0.25224292615597,0.74775707384403
"42045407101",3334,3466,132,0.0380842469705713,0.961915753029429
"42045407600",4559,4905,346,0.0705402650356779,0.929459734964322
"42045408002",3853,4366,513,0.11749885478699,0.88250114521301
"42045408103",3496,4459,963,0.215967705763624,0.784032294236376
"42045406700",2449,3566,1117,0.313236118900729,0.686763881099271
"42045408600",3257,3548,291,0.0820180383314543,0.917981961668546
"42045403200",3702,4300,598,0.13906976744186,0.860930232558139
"42045402400",1569,3502,1933,0.55197030268418,0.44802969731582
"42045401501",3010,3536,526,0.148755656108597,0.851244343891403
"42045402000",1903,2529,626,0.247528667457493,0.752471332542507
"42045401200",3347,3780,433,0.114550264550265,0.885449735449735
"42045404101",5064,6410,1346,0.209984399375975,0.790015600624025
"42045407202",2678,3032,354,0.116754617414248,0.883245382585752
"42045405600",402,655,253,0.386259541984733,0.613740458015267
"42045405300",1686,3513,1827,0.520068317677199,0.479931682322801
"42045407801",3619,4026,407,0.101092896174863,0.898907103825137
"42045405000",1199,2456,1257,0.511807817589576,0.488192182410424
"42045410100",3897,4860,963,0.198148148148148,0.801851851851852
"42045404800",1180,2700,1520,0.562962962962963,0.437037037037037
"42045405100",1021,2189,1168,0.533576975788031,0.466423024211969
"42045404900",562,1758,1196,0.680318543799773,0.319681456200227
"42045406202",4342,5053,711,0.140708490005937,0.859291509994063
"42045403001",2741,3264,523,0.160232843137255,0.839767156862745
"42045401502",3440,4379,939,0.214432518839918,0.785567481160082
"42045400500",3143,4134,991,0.239719400096759,0.760280599903241
"42045404003",1483,1746,263,0.150630011454754,0.849369988545246
"42045407902",2429,2735,306,0.111882998171846,0.888117001828154
"42045407903",3162,3609,447,0.123857024106401,0.876142975893599
"42045406904",3463,4042,579,0.143245917862444,0.856754082137556
"42045407805",1467,1654,187,0.113059250302297,0.886940749697703
"42045400801",1419,1798,379,0.210789766407119,0.789210233592881
"42045400700",3928,5090,1162,0.228290766208251,0.771709233791748
"42045403901",2735,3419,684,0.200058496636443,0.799941503363557
"42045405700",812,1998,1186,0.593593593593594,0.406406406406406
"42045409300",2332,2478,146,0.0589184826472962,0.941081517352704
"42045405200",998,2707,1709,0.631326191355744,0.368673808644256
"42045407803",4924,5279,355,0.0672475847698428,0.932752415230157
"42045400802",2997,3504,507,0.144691780821918,0.855308219178082
